case,step,burnup_MWd_kgHM_global,TH232_CAPT_value,TH232_CAPT_rel_err,TH232_CAPT_fraction,TH232_CAPT_fraction_rel_err,U235_FISS_value,U235_FISS_rel_err,U235_FISS_fraction,U235_FISS_fraction_rel_err,U238_FISS_value,U238_FISS_rel_err,U238_FISS_fraction,U238_FISS_fraction_rel_err,PU239_FISS_value,PU239_FISS_rel_err,PU239_FISS_fraction,PU239_FISS_fraction_rel_err,PU240_FISS_value,PU240_FISS_rel_err,PU240_FISS_fraction,PU240_FISS_fraction_rel_err,PU241_FISS_value,PU241_FISS_rel_err,PU241_FISS_fraction,PU241_FISS_fraction_rel_err,U235_CAPT_value,U235_CAPT_rel_err,U235_CAPT_fraction,U235_CAPT_fraction_rel_err,U238_CAPT_value,U238_CAPT_rel_err,U238_CAPT_fraction,U238_CAPT_fraction_rel_err,PU239_CAPT_value,PU239_CAPT_rel_err,PU239_CAPT_fraction,PU239_CAPT_fraction_rel_err,PU240_CAPT_value,PU240_CAPT_rel_err,PU240_CAPT_fraction,PU240_CAPT_fraction_rel_err,PU241_CAPT_value,PU241_CAPT_rel_err,PU241_CAPT_fraction,PU241_CAPT_fraction_rel_err,XE135_CAPT_value,XE135_CAPT_rel_err,XE135_CAPT_fraction,XE135_CAPT_fraction_rel_err,XE135M_CAPT_value,XE135M_CAPT_rel_err,XE135M_CAPT_fraction,XE135M_CAPT_fraction_rel_err
M87-5,17,14.0,26231500000000.0,0.00194,0.0103709,0.00194,31702300000000.0,0.00185,0.0216011,0.00184,114324000000000.0,0.00105,0.0778966,0.00098,981024000000000.0,0.00025,0.668444,0.00018,10412700000000.0,0.00308,0.0070949,0.00306,316452000000000.0,0.00053,0.215622,0.00051,10152500000000.0,0.00291,0.00401384,0.00289,783748000000000.0,0.00044,0.309859,0.00031,542832000000000.0,0.00039,0.214614,0.00039,531788000000000.0,0.00044,0.210247,0.00038,108544000000000.0,0.00098,0.0429138,0.00096,46798600000000.0,0.00147,0.0182542,0.00148,,,,
M87-5,18,16.0,26440100000000.0,0.00202,0.010313,0.00197,31352700000000.0,0.00186,0.0213668,0.00186,114669000000000.0,0.00094,0.0781462,0.0009,969980000000000.0,0.00029,0.661037,0.00019,10534800000000.0,0.00312,0.00717937,0.00311,325965000000000.0,0.00052,0.222144,0.00046,9965670000000.0,0.00312,0.00388715,0.00312,789961000000000.0,0.00044,0.308126,0.00031,537350000000000.0,0.00041,0.209597,0.00041,536418000000000.0,0.00046,0.209232,0.0004,111756000000000.0,0.00097,0.0435911,0.00096,47444300000000.0,0.00137,0.018259,0.00138,,,,
M87-5,19,18.0,26644400000000.0,0.00185,0.0102541,0.00183,30727900000000.0,0.00168,0.0209397,0.00168,115613000000000.0,0.00092,0.078784,0.00086,959551000000000.0,0.00025,0.653889,0.00017,10558000000000.0,0.00295,0.00719473,0.00293,334800000000000.0,0.0005,0.22815,0.00044,9852340000000.0,0.00309,0.00379172,0.00311,797216000000000.0,0.0004,0.306807,0.0003,531341000000000.0,0.00038,0.204486,0.00038,540815000000000.0,0.00046,0.208131,0.00038,114821000000000.0,0.00097,0.0441887,0.00096,48275900000000.0,0.00146,0.0183385,0.00146,,,,
M87-5,20,20.0,26915300000000.0,0.002,0.0102242,0.00198,30308300000000.0,0.00182,0.0206537,0.0018,116512000000000.0,0.00089,0.0793979,0.00086,949027000000000.0,0.0003,0.646719,0.00019,10685800000000.0,0.00313,0.00728186,0.00312,343444000000000.0,0.00051,0.234042,0.00047,9603330000000.0,0.00326,0.00364797,0.00325,803822000000000.0,0.0004,0.305344,0.00029,525614000000000.0,0.0004,0.199664,0.0004,544809000000000.0,0.00045,0.206954,0.0004,117836000000000.0,0.0009,0.0447621,0.0009,49100200000000.0,0.00149,0.0181878,0.00148,,,,
M87-5,21,24.0,27248800000000.0,0.00207,0.0100936,0.00207,29350500000000.0,0.00191,0.0199996,0.00191,117845000000000.0,0.00092,0.0802994,0.00088,929071000000000.0,0.00028,0.633072,0.00022,10755700000000.0,0.00306,0.0073289,0.00304,360430000000000.0,0.00054,0.245597,0.00048,9115360000000.0,0.00361,0.0033765,0.0036,816831000000000.0,0.00038,0.30257,0.00029,515040000000000.0,0.00044,0.190782,0.00042,552214000000000.0,0.00045,0.204551,0.00041,123964000000000.0,0.00089,0.0459188,0.00089,50312700000000.0,0.00144,0.0181771,0.00146,,,,
M87-5,22,28.0,27680700000000.0,0.00197,0.0100004,0.00193,28255300000000.0,0.00197,0.0192653,0.00196,119437000000000.0,0.001,0.0814354,0.00094,909166000000000.0,0.00027,0.619897,0.00021,10879700000000.0,0.00314,0.00741793,0.00311,376120000000000.0,0.00052,0.256449,0.00044,8801250000000.0,0.00331,0.00317969,0.0033,830687000000000.0,0.00038,0.300109,0.00027,505020000000000.0,0.00041,0.182454,0.00041,559450000000000.0,0.00042,0.202118,0.00038,129813000000000.0,0.00094,0.046899,0.00095,52163900000000.0,0.00136,0.0181852,0.00135,,,,
M87-5,23,34.0,28279300000000.0,0.0021,0.00985852,0.00207,26656600000000.0,0.0019,0.0181784,0.00189,121677000000000.0,0.00105,0.0829759,0.00096,882254000000000.0,0.00032,0.601648,0.00024,10926700000000.0,0.0032,0.0074513,0.00318,397581000000000.0,0.00054,0.271128,0.00049,8228800000000.0,0.00379,0.00286864,0.00376,850881000000000.0,0.0004,0.29663,0.0003,490243000000000.0,0.00046,0.170907,0.00047,568745000000000.0,0.00049,0.198274,0.00042,137788000000000.0,0.00088,0.0480353,0.00087,54358600000000.0,0.00145,0.0181103,0.00147,,,,
M87-5,24,42.0,29055600000000.0,0.00206,0.00968013,0.00204,24600000000000.0,0.00209,0.0167701,0.00208,124527000000000.0,0.00099,0.084891,0.00092,850974000000000.0,0.0003,0.580118,0.00022,10861600000000.0,0.00305,0.00740448,0.00305,422356000000000.0,0.00046,0.287924,0.0004,7534980000000.0,0.00412,0.00251037,0.00412,877801000000000.0,0.00038,0.292448,0.00031,473223000000000.0,0.0005,0.157659,0.00046,577547000000000.0,0.00043,0.192416,0.00038,146533000000000.0,0.00084,0.0488192,0.00083,56958900000000.0,0.00135,0.0181817,0.00136,,,,
M87-5,25,50.0,29867000000000.0,0.00188,0.0095337,0.00186,22486500000000.0,0.00224,0.0153481,0.00222,126933000000000.0,0.00094,0.0866381,0.00088,823723000000000.0,0.00033,0.562233,0.00024,10591700000000.0,0.00346,0.00722932,0.00344,440947000000000.0,0.00046,0.300969,0.00042,6752070000000.0,0.00388,0.00215529,0.00386,903914000000000.0,0.00037,0.288534,0.00028,458702000000000.0,0.00047,0.146421,0.00044,582543000000000.0,0.00047,0.185951,0.00041,153992000000000.0,0.00084,0.0491552,0.00083,,,,,,,,
mox1,0,0.0,,,,,34945100000000.0,0.00158,0.0237919,0.00158,106395000000000.0,0.0009,0.072437,0.00084,1065150000000000.0,0.00023,0.725191,0.00014,9259400000000.0,0.00296,0.00630415,0.00296,248461000000000.0,0.00059,0.169161,0.00056,11239400000000.0,0.00264,0.00520349,0.00263,723816000000000.0,0.00037,0.335102,0.00029,583579000000000.0,0.00033,0.270179,0.0003,487153000000000.0,0.00044,0.225536,0.00039,84548100000000.0,0.00106,0.039143,0.00105,42246400000000.0,0.0015,0.0189705,0.00152,0.0,0.0,0.0,0.0
mox1,1,0.1,,,,,34933500000000.0,0.00178,0.0237782,0.00175,108440000000000.0,0.00103,0.0738116,0.00096,1062700000000000.0,0.00025,0.723353,0.00014,9401980000000.0,0.00283,0.00639965,0.00282,248898000000000.0,0.00056,0.169418,0.00052,11337000000000.0,0.0027,0.00509074,0.00268,735720000000000.0,0.00038,0.330367,0.00028,583956000000000.0,0.00038,0.26222,0.00033,492991000000000.0,0.00045,0.221373,0.00037,84572800000000.0,0.00105,0.0379771,0.0011,42830900000000.0,0.00151,0.0191096,0.00149,,,,
mox1,2,0.4,,,,,34944000000000.0,0.00156,0.0237798,0.00154,108787000000000.0,0.00089,0.0740302,0.00083,1060860000000000.0,0.00025,0.72193,0.00016,9573050000000.0,0.00302,0.00651462,0.00303,250439000000000.0,0.00059,0.170427,0.00057,11345800000000.0,0.00287,0.00506204,0.00285,738695000000000.0,0.00037,0.329578,0.00029,583185000000000.0,0.00035,0.260196,0.00033,494478000000000.0,0.00044,0.220618,0.00039,85193700000000.0,0.00104,0.0380104,0.00104,42761600000000.0,0.00152,0.0189816,0.00153,,,,
mox1,3,0.7,,,,,34792400000000.0,0.00177,0.0236861,0.00176,109023000000000.0,0.00098,0.0742213,0.00095,1058520000000000.0,0.00025,0.720627,0.00016,9543110000000.0,0.0027,0.00649667,0.00265,252010000000000.0,0.00063,0.171564,0.00057,11355600000000.0,0.00318,0.00504069,0.00319,741040000000000.0,0.00042,0.32894,0.0003,582257000000000.0,0.00036,0.25846,0.00034,496094000000000.0,0.00045,0.220212,0.0004,85710700000000.0,0.00105,0.0380464,0.00105,42753700000000.0,0.00152,0.0188984,0.00151,,,,
mox1,4,1.0,,,,,34657000000000.0,0.00145,0.0236072,0.00143,109359000000000.0,0.00096,0.0744915,0.0009,1056300000000000.0,0.00025,0.719518,0.00016,9547230000000.0,0.00294,0.00650332,0.00294,253105000000000.0,0.00059,0.172408,0.00056,11340900000000.0,0.00297,0.00501302,0.00297,742427000000000.0,0.00039,0.328174,0.00029,581903000000000.0,0.00033,0.257219,0.00032,497184000000000.0,0.00043,0.219769,0.00034,86261900000000.0,0.0011,0.0381303,0.00108,42780900000000.0,0.00153,0.0188443,0.00154,,,,
mox1,5,1.3,,,,,34659700000000.0,0.00164,0.0235964,0.00161,109616000000000.0,0.0009,0.0746269,0.00085,1054870000000000.0,0.00024,0.718164,0.00017,9605930000000.0,0.00312,0.00653964,0.00308,254927000000000.0,0.00061,0.173556,0.00059,11273400000000.0,0.003,0.0049657,0.00299,743271000000000.0,0.00041,0.327395,0.00028,580514000000000.0,0.00037,0.255706,0.00037,498968000000000.0,0.00044,0.219786,0.00039,86720600000000.0,0.00108,0.0381986,0.00104,42912600000000.0,0.00148,0.0188287,0.00146,,,,
mox1,6,1.6,,,,,34534200000000.0,0.00174,0.0235133,0.00174,109801000000000.0,0.00099,0.0747595,0.00093,1053250000000000.0,0.00025,0.717123,0.00015,9611350000000.0,0.003,0.00654395,0.00297,256298000000000.0,0.00062,0.174505,0.00058,11324900000000.0,0.00315,0.00496898,0.00313,745748000000000.0,0.00038,0.327211,0.00028,579782000000000.0,0.00038,0.254391,0.00036,499635000000000.0,0.00046,0.219224,0.0004,87216000000000.0,0.00104,0.0382679,0.00104,42993500000000.0,0.00151,0.0187803,0.00148,,,,
mox1,7,2.0,,,,,34463700000000.0,0.00172,0.0234679,0.00168,110016000000000.0,0.00096,0.0749147,0.0009,1050500000000000.0,0.00024,0.715342,0.00015,9646460000000.0,0.00277,0.00656877,0.00277,258549000000000.0,0.00061,0.176059,0.00056,11272800000000.0,0.00287,0.00492416,0.00286,747434000000000.0,0.00037,0.326492,0.00028,578988000000000.0,0.00041,0.252913,0.00041,501289000000000.0,0.0005,0.218971,0.00042,87970100000000.0,0.00104,0.0384271,0.00104,42958800000000.0,0.00149,0.0186713,0.00149,,,,
mox1,8,2.5,,,,,34366700000000.0,0.00173,0.023395,0.0017,110360000000000.0,0.00092,0.075127,0.00085,1048100000000000.0,0.00025,0.713493,0.00016,9703940000000.0,0.00318,0.00660592,0.00316,260931000000000.0,0.00056,0.177629,0.00054,11230700000000.0,0.00273,0.00488119,0.00272,749915000000000.0,0.00037,0.325935,0.00027,577282000000000.0,0.00038,0.250906,0.00038,502775000000000.0,0.00047,0.218521,0.0004,88901700000000.0,0.00102,0.0386397,0.00104,43328700000000.0,0.00151,0.0187498,0.00153,,,,
mox1,9,3.0,,,,,34263000000000.0,0.00164,0.023333,0.00164,110572000000000.0,0.00102,0.0752983,0.00095,1044830000000000.0,0.00025,0.711526,0.00018,9755990000000.0,0.00318,0.0066438,0.00318,263374000000000.0,0.00063,0.179356,0.00056,11146100000000.0,0.00288,0.00482323,0.00287,751453000000000.0,0.00042,0.325174,0.00028,575743000000000.0,0.0004,0.249142,0.00038,504228000000000.0,0.00046,0.218194,0.00038,89933100000000.0,0.00104,0.0389167,0.00101,43383600000000.0,0.0015,0.0186202,0.0015,,,,
mox1,10,4.0,,,,,34123600000000.0,0.00168,0.0232372,0.00167,111167000000000.0,0.00097,0.0757004,0.00087,1039260000000000.0,0.00024,0.707707,0.00016,9801550000000.0,0.00316,0.00667451,0.00313,268235000000000.0,0.00056,0.18266,0.0005,11073200000000.0,0.00307,0.0047526,0.00307,754941000000000.0,0.00036,0.324018,0.00026,573086000000000.0,0.00035,0.245968,0.00037,506882000000000.0,0.00048,0.217552,0.0004,91532100000000.0,0.00106,0.0392855,0.00106,43628800000000.0,0.00124,0.0185645,0.0012,,,,
mox1,11,5.0,,,,,33833000000000.0,0.00183,0.0230441,0.00183,111523000000000.0,0.00095,0.0759588,0.0009,1033690000000000.0,0.00024,0.704057,0.00016,9866940000000.0,0.0031,0.00672038,0.00307,273082000000000.0,0.00057,0.185998,0.00051,10976400000000.0,0.00323,0.00467057,0.00322,758927000000000.0,0.00043,0.32293,0.00032,569794000000000.0,0.00035,0.242455,0.00035,510237000000000.0,0.00045,0.217111,0.00038,93565500000000.0,0.00098,0.0398132,0.00096,44065500000000.0,0.00151,0.0186089,0.00151,,,,
mox1,12,6.0,,,,,33654700000000.0,0.00167,0.0229235,0.00163,111926000000000.0,0.00093,0.0762372,0.00085,1027290000000000.0,0.00026,0.699732,0.00017,9971820000000.0,0.00335,0.00679209,0.0033,278825000000000.0,0.0006,0.189921,0.00056,10906800000000.0,0.00286,0.00460594,0.00286,762005000000000.0,0.0004,0.321793,0.00029,567211000000000.0,0.00041,0.239533,0.00039,512801000000000.0,0.00041,0.216555,0.00036,95198500000000.0,0.00097,0.0402024,0.00096,44379800000000.0,0.00148,0.0185898,0.0015,,,,
mox1,13,7.0,,,,,33416900000000.0,0.00157,0.0227665,0.00156,112394000000000.0,0.00095,0.0765723,0.00092,1021930000000000.0,0.00025,0.69623,0.00017,10004500000000.0,0.00307,0.00681587,0.00305,283402000000000.0,0.00055,0.193078,0.00051,10804500000000.0,0.00288,0.00452579,0.00288,766127000000000.0,0.00036,0.320912,0.00029,564507000000000.0,0.00039,0.23646,0.00037,515713000000000.0,0.00046,0.21602,0.00039,96927400000000.0,0.00099,0.040601,0.00101,44585300000000.0,0.00152,0.0185361,0.00151,,,,
mox1,14,8.0,,,,,33260600000000.0,0.00166,0.0226551,0.00164,112713000000000.0,0.00088,0.0767734,0.00083,1016770000000000.0,0.00025,0.692566,0.00016,10065700000000.0,0.00309,0.00685621,0.00309,288389000000000.0,0.0005,0.196434,0.00046,10700300000000.0,0.0027,0.00444857,0.00269,769832000000000.0,0.0004,0.320052,0.0003,561258000000000.0,0.00038,0.233341,0.00038,518151000000000.0,0.00045,0.215418,0.00039,98611100000000.0,0.001,0.0409971,0.00099,45042100000000.0,0.00154,0.0184529,0.00154,,,,
mox1,15,10.0,,,,,32737400000000.0,0.00172,0.0223,0.0017,113798000000000.0,0.00095,0.0775167,0.00091,1005580000000000.0,0.00026,0.68498,0.00017,10231400000000.0,0.00302,0.0069694,0.003,298345000000000.0,0.00055,0.203226,0.00051,10529500000000.0,0.00328,0.00431367,0.00326,776768000000000.0,0.00038,0.318225,0.00027,555590000000000.0,0.00038,0.227614,0.00035,523040000000000.0,0.0004,0.214278,0.00034,101887000000000.0,0.00082,0.0417411,0.00082,45684100000000.0,0.00143,0.0184441,0.00142,,,,
mox1,16,12.0,,,,,32248700000000.0,0.00167,0.0219721,0.00166,114526000000000.0,0.00095,0.0780303,0.00093,994808000000000.0,0.00027,0.677797,0.00018,10326600000000.0,0.00296,0.0070359,0.00296,308015000000000.0,0.00058,0.209861,0.00054,10391400000000.0,0.00324,0.00419533,0.00325,783813000000000.0,0.00039,0.316448,0.00029,550115000000000.0,0.0004,0.222099,0.00039,527913000000000.0,0.00045,0.213134,0.00039,105402000000000.0,0.00095,0.042554,0.00094,46294100000000.0,0.0015,0.0184247,0.00151,,,,
mox1,17,14.0,,,,,31860800000000.0,0.00182,0.0217058,0.00183,115397000000000.0,0.001,0.0786147,0.00093,984458000000000.0,0.00028,0.670675,0.00017,10374700000000.0,0.00271,0.00706792,0.00271,317516000000000.0,0.00053,0.216311,0.00047,10178100000000.0,0.00323,0.00405085,0.00324,790530000000000.0,0.00039,0.314622,0.0003,544353000000000.0,0.00041,0.216648,0.0004,533321000000000.0,0.00045,0.212256,0.00039,108819000000000.0,0.00093,0.043309,0.00092,46967400000000.0,0.00131,0.0184316,0.00133,,,,
mox1,18,16.0,,,,,31223200000000.0,0.00177,0.0212773,0.00175,116265000000000.0,0.00095,0.0792294,0.0009,974042000000000.0,0.00026,0.66377,0.00019,10532800000000.0,0.00313,0.00717761,0.00311,326645000000000.0,0.00059,0.222595,0.00055,9976180000000.0,0.00319,0.00391494,0.00318,797637000000000.0,0.0004,0.313015,0.00029,539233000000000.0,0.0004,0.211611,0.00038,538168000000000.0,0.00045,0.211193,0.00038,111962000000000.0,0.0009,0.0439373,0.00089,47510800000000.0,0.00151,0.0183958,0.0015,,,,
mox1,19,18.0,,,,,30833300000000.0,0.00187,0.0210193,0.00185,116976000000000.0,0.00094,0.0797427,0.00085,963423000000000.0,0.00026,0.656775,0.00019,10587800000000.0,0.00328,0.00721767,0.00324,335859000000000.0,0.00055,0.228958,0.00049,9803810000000.0,0.00353,0.00379594,0.00352,804405000000000.0,0.00041,0.311458,0.00031,533775000000000.0,0.00039,0.206674,0.00037,542549000000000.0,0.0005,0.21007,0.00041,115274000000000.0,0.00089,0.0446333,0.00089,48179700000000.0,0.00128,0.018405,0.00128,,,,
mox1,20,20.0,,,,,30376800000000.0,0.0018,0.0207058,0.00179,117523000000000.0,0.00097,0.0801068,0.00091,954065000000000.0,0.00029,0.650321,0.00021,10623600000000.0,0.00292,0.00724131,0.00289,344806000000000.0,0.00054,0.235031,0.00051,9598590000000.0,0.0033,0.00366671,0.00329,811834000000000.0,0.00038,0.310125,0.00029,528510000000000.0,0.00043,0.201894,0.00039,546497000000000.0,0.00044,0.208765,0.00038,118388000000000.0,0.00085,0.0452249,0.00084,49212300000000.0,0.00141,0.0183163,0.00141,,,,
mox1,21,24.0,,,,,29263000000000.0,0.0017,0.0199534,0.00172,119000000000000.0,0.00095,0.0811406,0.00089,934694000000000.0,0.00029,0.637329,0.00021,10737000000000.0,0.00298,0.00732102,0.00296,362049000000000.0,0.00053,0.246866,0.00047,9219210000000.0,0.00319,0.00343124,0.00316,825339000000000.0,0.00038,0.307181,0.0003,517782000000000.0,0.0004,0.192713,0.00039,554769000000000.0,0.00044,0.206478,0.00038,124693000000000.0,0.00091,0.0464094,0.0009,50418500000000.0,0.00138,0.0182896,0.00139,,,,
mox1,22,28.0,,,,,28427900000000.0,0.00195,0.0193909,0.00194,120703000000000.0,0.00105,0.0823312,0.00096,915575000000000.0,0.00031,0.62452,0.00023,10812900000000.0,0.00281,0.00737556,0.0028,378394000000000.0,0.00051,0.258106,0.00048,8788540000000.0,0.00338,0.00318808,0.00338,839671000000000.0,0.00037,0.304592,0.00028,508222000000000.0,0.0004,0.184359,0.00038,562601000000000.0,0.00048,0.204084,0.0004,130597000000000.0,0.0008,0.0473746,0.00081,52363100000000.0,0.0013,0.0183044,0.00131,,,,
mox1,23,34.0,,,,,26788200000000.0,0.00194,0.0182694,0.00195,122950000000000.0,0.00103,0.0838499,0.00097,890538000000000.0,0.00029,0.607335,0.0002,10823100000000.0,0.00274,0.00738122,0.00273,400853000000000.0,0.00047,0.273376,0.00041,8288690000000.0,0.00346,0.00289747,0.00348,860658000000000.0,0.00039,0.300854,0.0003,494483000000000.0,0.00043,0.172854,0.00043,572434000000000.0,0.00052,0.200101,0.0004,138573000000000.0,0.00085,0.0484406,0.00088,54706600000000.0,0.00135,0.0182421,0.00136,,,,
mox1,24,42.0,,,,,24659100000000.0,0.00202,0.0168288,0.00199,126003000000000.0,0.00092,0.0859919,0.00084,859766000000000.0,0.00032,0.58676,0.00024,10749100000000.0,0.00316,0.00733589,0.00315,426108000000000.0,0.00048,0.290803,0.00041,7491110000000.0,0.00392,0.00249787,0.00388,889727000000000.0,0.00041,0.29668,0.0003,477574000000000.0,0.00044,0.159248,0.00042,582487000000000.0,0.00045,0.194231,0.00039,148367000000000.0,0.00087,0.0494733,0.00085,57179500000000.0,0.0013,0.0182404,0.00132,,,,
mox1,25,50.0,,,,,22640800000000.0,0.00231,0.0154528,0.0023,128832000000000.0,0.00088,0.08793,0.00083,833992000000000.0,0.00032,0.569217,0.00023,10612800000000.0,0.00335,0.00724341,0.00334,446730000000000.0,0.00046,0.304903,0.00041,6751690000000.0,0.00413,0.00215382,0.00414,917831000000000.0,0.00039,0.292787,0.00027,464038000000000.0,0.00044,0.148029,0.00043,589179000000000.0,0.00045,0.187947,0.00036,155731000000000.0,0.00083,0.0496782,0.00083,,,,,,,,
mox43,0,0.0,,,,,48886300000000.0,0.00135,0.0333053,0.00131,111971000000000.0,0.0009,0.0762839,0.00087,1062800000000000.0,0.00024,0.724068,0.00015,6074550000000.0,0.00413,0.00413839,0.0041,234929000000000.0,0.00057,0.160053,0.00052,14103600000000.0,0.00235,0.00627608,0.00235,807093000000000.0,0.00038,0.359155,0.00028,582494000000000.0,0.00037,0.25921,0.00036,459362000000000.0,0.00049,0.204416,0.00044,81762000000000.0,0.00109,0.036384,0.00107,56890900000000.0,0.00134,0.0243396,0.00135,0.0,0.0,0.0,0.0
mox43,1,0.1,,,,,48741900000000.0,0.00136,0.0332021,0.00133,114743000000000.0,0.00098,0.0781608,0.00091,1060010000000000.0,0.00026,0.722064,0.00016,6190310000000.0,0.00398,0.00421672,0.00397,234994000000000.0,0.00062,0.160074,0.00058,14186000000000.0,0.00281,0.00606923,0.00282,823556000000000.0,0.00038,0.352338,0.00027,582851000000000.0,0.00039,0.24936,0.00036,467861000000000.0,0.00048,0.200163,0.00038,81748700000000.0,0.00111,0.0349743,0.00109,57581500000000.0,0.00119,0.0244263,0.00118,,,,
mox43,2,0.4,,,,,48617800000000.0,0.00147,0.033115,0.00144,115335000000000.0,0.00104,0.0785577,0.00098,1057010000000000.0,0.00025,0.719965,0.00018,6278080000000.0,0.00378,0.00427626,0.00378,237392000000000.0,0.00064,0.161696,0.00061,14166300000000.0,0.0025,0.00600938,0.0025,828353000000000.0,0.00041,0.351387,0.0003,581399000000000.0,0.00039,0.246631,0.00036,469942000000000.0,0.00051,0.199349,0.00043,82606700000000.0,0.0011,0.0350422,0.00111,57657000000000.0,0.00124,0.0243001,0.00124,,,,
mox43,3,0.7,,,,,48585800000000.0,0.00143,0.0330868,0.00141,115718000000000.0,0.00089,0.0788032,0.00085,1054610000000000.0,0.00023,0.71819,0.00015,6311220000000.0,0.00407,0.00429796,0.00407,239570000000000.0,0.00056,0.163147,0.00054,14133600000000.0,0.00258,0.00595664,0.00255,831385000000000.0,0.0004,0.350393,0.00028,580522000000000.0,0.00038,0.244666,0.00034,472091000000000.0,0.00048,0.198966,0.00038,83515700000000.0,0.0009,0.0351988,0.00094,57708900000000.0,0.00125,0.0241978,0.00124,,,,
mox43,4,1.0,,,,,48367600000000.0,0.00136,0.0329428,0.00134,115975000000000.0,0.00092,0.0789894,0.00085,1051910000000000.0,0.00024,0.716448,0.00017,6349810000000.0,0.00398,0.0043247,0.00394,241889000000000.0,0.00061,0.164749,0.00057,14115700000000.0,0.00283,0.0059188,0.00282,833300000000000.0,0.00043,0.349405,0.00029,579279000000000.0,0.00038,0.242896,0.00038,474756000000000.0,0.00049,0.199068,0.00041,84197800000000.0,0.00106,0.0353046,0.00105,57896400000000.0,0.00132,0.0241761,0.00131,,,,
mox43,5,1.3,,,,,48366000000000.0,0.0015,0.032941,0.00148,116285000000000.0,0.00095,0.0791982,0.00087,1049470000000000.0,0.00024,0.714772,0.00016,6395940000000.0,0.00385,0.00435612,0.00384,243885000000000.0,0.00058,0.166105,0.00055,14047300000000.0,0.00226,0.00586586,0.00227,836003000000000.0,0.00039,0.349093,0.00026,577472000000000.0,0.00034,0.241139,0.00034,476049000000000.0,0.0005,0.198786,0.00045,84960700000000.0,0.0011,0.0354773,0.00106,57928100000000.0,0.00135,0.0240933,0.00132,,,,
mox43,6,1.6,,,,,48173800000000.0,0.00132,0.032814,0.00133,116309000000000.0,0.00088,0.0792235,0.0008,1046910000000000.0,0.00027,0.713108,0.00016,6390780000000.0,0.00385,0.00435304,0.00383,246352000000000.0,0.00059,0.167803,0.00055,14071200000000.0,0.00258,0.00585262,0.00262,837927000000000.0,0.0004,0.348507,0.00027,576938000000000.0,0.00039,0.23996,0.00038,477602000000000.0,0.00044,0.198643,0.00038,85775800000000.0,0.00102,0.0356756,0.00099,58112900000000.0,0.00135,0.0240605,0.00135,,,,
mox43,7,2.0,,,,,48042200000000.0,0.00148,0.0327422,0.00148,116674000000000.0,0.00094,0.079516,0.0009,1042740000000000.0,0.00027,0.710653,0.00017,6417600000000.0,0.00407,0.00437382,0.00408,249310000000000.0,0.00064,0.169912,0.00061,13991200000000.0,0.00263,0.00579281,0.00264,840030000000000.0,0.00037,0.347796,0.00028,575065000000000.0,0.00038,0.238094,0.00035,479350000000000.0,0.00043,0.198465,0.00038,86678200000000.0,0.00099,0.0358871,0.00095,58311900000000.0,0.0013,0.0240089,0.00132,,,,
mox43,8,2.5,,,,,47854900000000.0,0.00129,0.0325941,0.00128,117144000000000.0,0.00088,0.0797871,0.00083,1039270000000000.0,0.00028,0.707848,0.00015,6491680000000.0,0.00381,0.00442157,0.00382,253148000000000.0,0.00056,0.17242,0.00053,13906000000000.0,0.00275,0.00572547,0.00273,843099000000000.0,0.00034,0.347128,0.00027,572456000000000.0,0.00042,0.235697,0.00038,481536000000000.0,0.00049,0.198261,0.00042,88226200000000.0,0.00102,0.0363251,0.00098,58419900000000.0,0.00133,0.023934,0.00133,,,,
mox43,9,3.0,,,,,47723300000000.0,0.00141,0.0325039,0.00139,117522000000000.0,0.00089,0.0800428,0.00085,1035630000000000.0,0.00026,0.705357,0.00016,6501130000000.0,0.00405,0.00442778,0.00402,256457000000000.0,0.00061,0.17467,0.00055,13831600000000.0,0.00262,0.00566669,0.00263,845345000000000.0,0.00039,0.346327,0.0003,570084000000000.0,0.00035,0.233557,0.00034,484276000000000.0,0.00048,0.198402,0.0004,89556900000000.0,0.00106,0.0366907,0.00109,58762000000000.0,0.00129,0.0238182,0.00131,,,,
mox43,10,4.0,,,,,47166700000000.0,0.00143,0.0321263,0.00142,117918000000000.0,0.00089,0.0803164,0.00084,1027680000000000.0,0.00025,0.699974,0.00016,6581330000000.0,0.00384,0.00448274,0.00385,264088000000000.0,0.00055,0.179876,0.00051,13714400000000.0,0.00276,0.00555881,0.00273,851580000000000.0,0.00041,0.345169,0.00028,565776000000000.0,0.00035,0.229327,0.00036,488849000000000.0,0.00051,0.198145,0.00044,92126500000000.0,0.00106,0.0373418,0.00106,59261600000000.0,0.00132,0.0237844,0.0013,,,,
mox43,11,5.0,,,,,46916800000000.0,0.00132,0.0319594,0.0013,118810000000000.0,0.0009,0.0809322,0.00085,1019330000000000.0,0.00027,0.694361,0.00017,6643000000000.0,0.00355,0.00452524,0.00357,271367000000000.0,0.00055,0.184854,0.00054,13545900000000.0,0.00263,0.00543661,0.00262,856646000000000.0,0.00038,0.343811,0.00026,561901000000000.0,0.00037,0.225518,0.00036,493061000000000.0,0.00041,0.197888,0.00038,94769600000000.0,0.00105,0.0380352,0.00101,59586900000000.0,0.00127,0.0236843,0.00127,,,,
