case,step,burnup_MWd_kgHM_global,TH232_CAPT_value,TH232_CAPT_rel_err,TH232_CAPT_fraction,TH232_CAPT_fraction_rel_err,U235_FISS_value,U235_FISS_rel_err,U235_FISS_fraction,U235_FISS_fraction_rel_err,U238_FISS_value,U238_FISS_rel_err,U238_FISS_fraction,U238_FISS_fraction_rel_err,PU239_FISS_value,PU239_FISS_rel_err,PU239_FISS_fraction,PU239_FISS_fraction_rel_err,PU240_FISS_value,PU240_FISS_rel_err,PU240_FISS_fraction,PU240_FISS_fraction_rel_err,PU241_FISS_value,PU241_FISS_rel_err,PU241_FISS_fraction,PU241_FISS_fraction_rel_err,U235_CAPT_value,U235_CAPT_rel_err,U235_CAPT_fraction,U235_CAPT_fraction_rel_err,U238_CAPT_value,U238_CAPT_rel_err,U238_CAPT_fraction,U238_CAPT_fraction_rel_err,PU239_CAPT_value,PU239_CAPT_rel_err,PU239_CAPT_fraction,PU239_CAPT_fraction_rel_err,PU240_CAPT_value,PU240_CAPT_rel_err,PU240_CAPT_fraction,PU240_CAPT_fraction_rel_err,PU241_CAPT_value,PU241_CAPT_rel_err,PU241_CAPT_fraction,PU241_CAPT_fraction_rel_err,XE135_CAPT_value,XE135_CAPT_rel_err,XE135_CAPT_fraction,XE135_CAPT_fraction_rel_err,XE135M_CAPT_value,XE135M_CAPT_rel_err,XE135M_CAPT_fraction,XE135M_CAPT_fraction_rel_err
M70-10,20,20.0,86964400000000.0,0.00119,0.0327026,0.00114,30072000000000.0,0.00171,0.0204806,0.00169,112400000000000.0,0.00099,0.07655,0.00093,937454000000000.0,0.00026,0.638456,0.00018,10723800000000.0,0.00316,0.0073034,0.00315,340936000000000.0,0.00051,0.232196,0.00046,9522610000000.0,0.0033,0.003581,0.00331,781366000000000.0,0.00043,0.293831,0.00032,519517000000000.0,0.00044,0.195364,0.00041,539922000000000.0,0.00043,0.203038,0.00042,117186000000000.0,0.0009,0.044068,0.0009,48631600000000.0,0.00153,0.0178676,0.00151,,,,
M70-10,21,24.0,87998200000000.0,0.00114,0.0323313,0.00112,29143800000000.0,0.002,0.0198514,0.00201,113812000000000.0,0.001,0.0775219,0.00094,914429000000000.0,0.00031,0.622861,0.00021,10808200000000.0,0.00301,0.00736199,0.003,356963000000000.0,0.00053,0.243145,0.00048,9148380000000.0,0.00348,0.00336127,0.00351,792263000000000.0,0.00039,0.291084,0.00032,507435000000000.0,0.00041,0.186437,0.0004,546955000000000.0,0.00044,0.200956,0.00039,122919000000000.0,0.00092,0.0451616,0.00089,49706500000000.0,0.0014,0.0178495,0.00138,,,,
M70-10,22,28.0,89397800000000.0,0.0011,0.0321025,0.00107,28215900000000.0,0.00191,0.0192138,0.00191,115299000000000.0,0.00098,0.0785135,0.00094,893449000000000.0,0.00029,0.6084,0.00022,10891500000000.0,0.00304,0.00741661,0.00303,371506000000000.0,0.00053,0.252979,0.00048,8755680000000.0,0.00326,0.00314412,0.00324,804817000000000.0,0.00039,0.289008,0.00028,495967000000000.0,0.0004,0.178101,0.00039,552630000000000.0,0.00045,0.198448,0.0004,128054000000000.0,0.00088,0.0459843,0.00088,51341800000000.0,0.00145,0.0178263,0.00144,,,,
M70-10,23,34.0,91334200000000.0,0.00115,0.031712,0.00113,26787300000000.0,0.00198,0.0182474,0.00197,117030000000000.0,0.0009,0.0797201,0.00083,862770000000000.0,0.00034,0.587715,0.00024,10967600000000.0,0.00296,0.00747121,0.00298,391809000000000.0,0.00051,0.266899,0.00047,8215570000000.0,0.00376,0.00285256,0.00378,822188000000000.0,0.0004,0.28547,0.0003,480294000000000.0,0.00042,0.166763,0.00045,560150000000000.0,0.00044,0.194488,0.00036,135318000000000.0,0.00092,0.0469835,0.00089,53627500000000.0,0.00157,0.0178637,0.00158,,,,
M70-10,24,42.0,94042600000000.0,0.00117,0.0313259,0.00114,24683300000000.0,0.00211,0.016813,0.00208,119825000000000.0,0.00091,0.0816191,0.00086,827819000000000.0,0.00031,0.563872,0.00023,10778000000000.0,0.00331,0.00734135,0.00328,413987000000000.0,0.00047,0.281988,0.00041,7536810000000.0,0.0038,0.00251055,0.0038,845953000000000.0,0.00039,0.28179,0.00031,460898000000000.0,0.00044,0.153528,0.00043,565627000000000.0,0.00041,0.188413,0.00038,143756000000000.0,0.00089,0.0478858,0.00089,55911000000000.0,0.00146,0.0178982,0.00149,,,,
M70-10,25,50.0,96376000000000.0,0.00115,0.0308513,0.0011,22860500000000.0,0.00235,0.015575,0.00233,121859000000000.0,0.00103,0.0830228,0.00095,798079000000000.0,0.00033,0.543741,0.00027,10516200000000.0,0.00323,0.00716477,0.00322,431119000000000.0,0.00055,0.293725,0.00048,6800680000000.0,0.00432,0.00217703,0.00433,869003000000000.0,0.0004,0.278181,0.00029,444860000000000.0,0.00051,0.142407,0.00048,569688000000000.0,0.00045,0.182366,0.0004,150012000000000.0,0.00082,0.0480213,0.00078,,,,,,,,
M70-15,0,0.0,102855000000000.0,0.00097,0.0460074,0.00094,35052600000000.0,0.0016,0.0238647,0.00158,99966500000000.0,0.00096,0.0680598,0.00092,1067770000000000.0,0.00023,0.726969,0.00014,9473850000000.0,0.00305,0.00645007,0.00305,249764000000000.0,0.00055,0.170047,0.00051,11311700000000.0,0.00259,0.00505979,0.00259,691152000000000.0,0.00041,0.309154,0.00031,585367000000000.0,0.00036,0.261838,0.00034,488776000000000.0,0.00047,0.218631,0.00038,84813300000000.0,0.001,0.0379376,0.00102,42429100000000.0,0.00147,0.0184116,0.00149,0.0,0.0,0.0,0.0
M70-15,1,0.1,104568000000000.0,0.00089,0.0453755,0.00086,35019400000000.0,0.00162,0.0238443,0.00159,101986000000000.0,0.00107,0.0694403,0.001,1065350000000000.0,0.00023,0.725388,0.00016,9599150000000.0,0.00311,0.00653592,0.00309,249766000000000.0,0.00057,0.170063,0.00053,11353200000000.0,0.00309,0.00492654,0.00309,702662000000000.0,0.0004,0.304907,0.00029,586053000000000.0,0.00035,0.254309,0.00034,494876000000000.0,0.00049,0.214743,0.00041,84747700000000.0,0.00111,0.0367748,0.00108,42746600000000.0,0.00149,0.0184339,0.00151,,,,
M70-15,2,0.4,104842000000000.0,0.00094,0.0452113,0.00092,35043200000000.0,0.00175,0.0238545,0.00172,102342000000000.0,0.00093,0.0696658,0.00087,1063070000000000.0,0.00024,0.723649,0.00016,9672030000000.0,0.00291,0.00658392,0.0029,251637000000000.0,0.00063,0.171294,0.00058,11362100000000.0,0.00292,0.00489963,0.00289,705519000000000.0,0.00042,0.304241,0.00032,584847000000000.0,0.00036,0.252205,0.00032,496763000000000.0,0.00043,0.21422,0.00038,85293000000000.0,0.00103,0.0367812,0.00103,42848300000000.0,0.00146,0.0183871,0.00146,,,,
M70-15,3,0.7,105007000000000.0,0.00095,0.0450604,0.00091,34893600000000.0,0.00145,0.0237503,0.00143,102684000000000.0,0.00104,0.0698913,0.00097,1061320000000000.0,0.00025,0.722391,0.00017,9756880000000.0,0.003,0.00664101,0.00299,252989000000000.0,0.00063,0.172198,0.00061,11360300000000.0,0.00281,0.00487491,0.00281,707555000000000.0,0.0004,0.303624,0.00032,583621000000000.0,0.00038,0.250443,0.00035,497872000000000.0,0.00043,0.213646,0.00039,85889000000000.0,0.00099,0.0368564,0.00095,42917700000000.0,0.00163,0.0183349,0.00164,,,,
M70-15,4,1.0,105384000000000.0,0.00098,0.0450204,0.00094,34731600000000.0,0.00165,0.0236394,0.00161,103084000000000.0,0.00101,0.0701625,0.00094,1059380000000000.0,0.00024,0.721053,0.00015,9743290000000.0,0.00302,0.00663166,0.00302,254381000000000.0,0.00055,0.173142,0.00053,11307600000000.0,0.00309,0.00483069,0.00308,708954000000000.0,0.0004,0.302869,0.00029,582857000000000.0,0.00036,0.249001,0.00033,499471000000000.0,0.00045,0.213377,0.00037,86457700000000.0,0.0011,0.0369354,0.00109,42818800000000.0,0.00153,0.018232,0.00156,,,,
M70-15,5,1.3,105493000000000.0,0.00096,0.044918,0.00093,34738700000000.0,0.00153,0.0236481,0.00152,102891000000000.0,0.001,0.0700422,0.00094,1057180000000000.0,0.00026,0.719669,0.00017,9762750000000.0,0.0034,0.00664577,0.00336,256119000000000.0,0.00058,0.174352,0.00056,11263700000000.0,0.00262,0.00479597,0.00261,710154000000000.0,0.00039,0.302375,0.00029,581994000000000.0,0.00038,0.247808,0.00036,500316000000000.0,0.00045,0.213029,0.00038,87149200000000.0,0.00111,0.0371073,0.00109,42883700000000.0,0.00145,0.0181822,0.00147,,,,
M70-15,6,1.6,105819000000000.0,0.00101,0.0448658,0.00099,34602900000000.0,0.00164,0.0235682,0.00162,103088000000000.0,0.00099,0.0702138,0.00095,1054800000000000.0,0.00024,0.718429,0.00016,9815900000000.0,0.00325,0.00668564,0.00324,257146000000000.0,0.00052,0.175144,0.00053,11283800000000.0,0.00268,0.00478422,0.0027,712404000000000.0,0.0004,0.302048,0.00031,581366000000000.0,0.00038,0.246491,0.00036,501582000000000.0,0.00044,0.212663,0.00039,87569900000000.0,0.00099,0.0371284,0.00099,42898900000000.0,0.00145,0.0181171,0.00146,,,,
M70-15,7,2.0,106131000000000.0,0.00096,0.0448205,0.0009,34648600000000.0,0.00174,0.0235944,0.00172,103375000000000.0,0.00102,0.0703945,0.00099,1051800000000000.0,0.00025,0.716236,0.00016,9888030000000.0,0.00313,0.00673328,0.0031,259383000000000.0,0.00058,0.17663,0.00051,11194800000000.0,0.00295,0.00472772,0.00293,713800000000000.0,0.00042,0.301449,0.00032,579911000000000.0,0.0004,0.244907,0.00036,502837000000000.0,0.00053,0.212356,0.00044,88280500000000.0,0.0011,0.0372826,0.0011,43042000000000.0,0.00159,0.0181035,0.00156,,,,
M70-15,8,2.5,106339000000000.0,0.00097,0.0447264,0.00094,34450000000000.0,0.00157,0.0234579,0.00154,103715000000000.0,0.00096,0.0706222,0.00092,1048540000000000.0,0.00025,0.713987,0.00016,9936740000000.0,0.00317,0.00676624,0.00316,261677000000000.0,0.00059,0.178184,0.00055,11233600000000.0,0.00275,0.00472491,0.00276,714887000000000.0,0.00039,0.300683,0.0003,577547000000000.0,0.00033,0.242918,0.00033,504039000000000.0,0.00047,0.211999,0.0004,89122700000000.0,0.00097,0.0374855,0.00099,43172200000000.0,0.00145,0.0180722,0.00145,,,,
M70-15,9,3.0,106643000000000.0,0.00093,0.0446417,0.00091,34367000000000.0,0.00165,0.023397,0.00164,103981000000000.0,0.00096,0.0707897,0.00091,1044690000000000.0,0.00024,0.711224,0.00017,9980090000000.0,0.00295,0.00679433,0.00292,264558000000000.0,0.00063,0.18011,0.00056,11186100000000.0,0.00289,0.00468265,0.0029,717734000000000.0,0.00038,0.300448,0.00029,575706000000000.0,0.00038,0.240996,0.00038,505459000000000.0,0.00047,0.211588,0.00039,89973100000000.0,0.00097,0.0376634,0.00095,43225100000000.0,0.00138,0.0179553,0.00139,,,,
M70-15,10,4.0,107175000000000.0,0.00095,0.0445189,0.00092,34058800000000.0,0.00172,0.0231903,0.0017,104319000000000.0,0.001,0.0710296,0.00096,1038080000000000.0,0.00026,0.706821,0.00017,10086000000000.0,0.00274,0.00686744,0.00272,268827000000000.0,0.00062,0.183042,0.00057,11069500000000.0,0.0031,0.00459809,0.00309,720260000000000.0,0.00041,0.299185,0.00032,572337000000000.0,0.00038,0.237741,0.00036,507934000000000.0,0.00046,0.210988,0.00039,91680800000000.0,0.00098,0.0380832,0.001,43564900000000.0,0.00147,0.0179588,0.00144,,,,
M70-15,11,5.0,107631000000000.0,0.00092,0.044369,0.00089,33841000000000.0,0.00177,0.0230401,0.00176,104771000000000.0,0.00097,0.0713311,0.00092,1030910000000000.0,0.00025,0.701878,0.00017,10095400000000.0,0.00304,0.00687335,0.00304,273890000000000.0,0.00063,0.186473,0.00057,10956200000000.0,0.00289,0.0045165,0.00288,723673000000000.0,0.00039,0.298321,0.00029,568376000000000.0,0.00038,0.234304,0.00037,510718000000000.0,0.00044,0.210534,0.00038,93413000000000.0,0.00104,0.038508,0.00103,43826400000000.0,0.00146,0.0179325,0.00144,,,,
M70-15,12,6.0,108323000000000.0,0.00099,0.0443225,0.00096,33589900000000.0,0.00154,0.0228701,0.0015,105133000000000.0,0.00099,0.0715812,0.00093,1023320000000000.0,0.00026,0.696747,0.00019,10172500000000.0,0.003,0.00692605,0.00298,279152000000000.0,0.00058,0.190065,0.00054,10820500000000.0,0.00284,0.00442742,0.00282,726841000000000.0,0.00036,0.297402,0.00029,565096000000000.0,0.00035,0.231221,0.00032,513243000000000.0,0.00043,0.210004,0.00038,95036700000000.0,0.00092,0.0388865,0.00093,44135200000000.0,0.00151,0.0179371,0.0015,,,,
M70-15,13,7.0,108691000000000.0,0.001,0.0441731,0.00096,33291600000000.0,0.00163,0.0226684,0.00162,105478000000000.0,0.00099,0.0718203,0.00095,1016520000000000.0,0.00027,0.692156,0.00018,10216700000000.0,0.00295,0.00695655,0.00293,283644000000000.0,0.00054,0.193135,0.00051,10775300000000.0,0.00293,0.0043793,0.00295,729620000000000.0,0.00042,0.296526,0.00033,561424000000000.0,0.00038,0.22817,0.00036,514984000000000.0,0.00043,0.209296,0.00038,96530100000000.0,0.00098,0.0392313,0.00099,44472700000000.0,0.00152,0.0179565,0.00153,,,,
M70-15,14,8.0,109119000000000.0,0.00099,0.0440579,0.00094,33100300000000.0,0.00177,0.0225442,0.00176,105747000000000.0,0.00095,0.0720228,0.00091,1009480000000000.0,0.00025,0.687549,0.00017,10235500000000.0,0.0031,0.00697112,0.00306,288054000000000.0,0.00055,0.196191,0.00051,10629400000000.0,0.00325,0.00429183,0.00327,732322000000000.0,0.00037,0.295684,0.00029,557653000000000.0,0.0004,0.22516,0.00038,517051000000000.0,0.00048,0.208766,0.00042,98303400000000.0,0.00097,0.0396915,0.00098,44919200000000.0,0.0016,0.0178942,0.00159,,,,
M70-15,15,10.0,110150000000000.0,0.00093,0.0438798,0.0009,32592000000000.0,0.00172,0.0221889,0.00169,106369000000000.0,0.00105,0.0724168,0.00101,996129000000000.0,0.00026,0.678178,0.00017,10393300000000.0,0.00307,0.00707584,0.00304,297540000000000.0,0.00059,0.202568,0.00053,10495400000000.0,0.00304,0.004181,0.00303,738242000000000.0,0.00041,0.294089,0.00034,550669000000000.0,0.00043,0.219367,0.00041,521116000000000.0,0.00044,0.207594,0.00038,101752000000000.0,0.00097,0.0405346,0.00096,45483100000000.0,0.0015,0.0178874,0.00149,,,,
M70-15,16,12.0,111013000000000.0,0.00102,0.0436589,0.00099,32052900000000.0,0.00181,0.0218163,0.00178,107276000000000.0,0.00097,0.0730151,0.0009,982885000000000.0,0.00028,0.668988,0.00019,10511900000000.0,0.00303,0.00715471,0.00301,306767000000000.0,0.00054,0.208797,0.00049,10256600000000.0,0.00314,0.00403368,0.00314,744182000000000.0,0.00042,0.292668,0.00032,543487000000000.0,0.00037,0.213741,0.00037,525456000000000.0,0.00043,0.206649,0.00037,104796000000000.0,0.00097,0.0412138,0.00097,45976200000000.0,0.00151,0.0178593,0.0015,,,,
M70-15,17,14.0,111907000000000.0,0.00099,0.0434697,0.00094,31683300000000.0,0.00174,0.0215785,0.00171,107821000000000.0,0.00103,0.0734338,0.00099,969163000000000.0,0.00028,0.66007,0.00019,10577200000000.0,0.00304,0.00720378,0.00303,315229000000000.0,0.00056,0.214693,0.00051,10073700000000.0,0.00317,0.00391308,0.00316,749982000000000.0,0.00037,0.291328,0.0003,536771000000000.0,0.0004,0.208507,0.00038,528326000000000.0,0.00048,0.205226,0.00039,107964000000000.0,0.00088,0.0419384,0.00089,46443400000000.0,0.00144,0.0178186,0.00149,,,,
M70-15,18,16.0,112870000000000.0,0.00092,0.0433031,0.0009,30984900000000.0,0.00179,0.0210984,0.00179,108485000000000.0,0.00098,0.0738694,0.0009,956641000000000.0,0.00027,0.6514,0.00019,10693600000000.0,0.00282,0.00728153,0.00282,323813000000000.0,0.00054,0.220492,0.00049,9890700000000.0,0.00338,0.00379453,0.00334,755565000000000.0,0.00044,0.289875,0.00033,530071000000000.0,0.00043,0.203364,0.0004,532288000000000.0,0.00047,0.204214,0.00041,111050000000000.0,0.00096,0.0426051,0.00096,47055800000000.0,0.00147,0.0178291,0.00148,,,,
M70-15,19,18.0,113936000000000.0,0.00098,0.0431688,0.00093,30589800000000.0,0.00185,0.0208236,0.00181,109156000000000.0,0.00091,0.0743061,0.00085,944098000000000.0,0.00028,0.642686,0.00018,10746500000000.0,0.00281,0.00731566,0.00282,332502000000000.0,0.0005,0.226348,0.00047,9716110000000.0,0.00344,0.00368132,0.00343,761913000000000.0,0.00042,0.28868,0.00034,523214000000000.0,0.00038,0.198241,0.00036,536109000000000.0,0.00048,0.203126,0.00042,113958000000000.0,0.00099,0.0431774,0.00095,47638600000000.0,0.00143,0.0178416,0.00144,,,,
M70-15,20,20.0,114710000000000.0,0.001,0.0429611,0.00098,30021000000000.0,0.00182,0.0204471,0.00182,109679000000000.0,0.00106,0.0747003,0.001,931450000000000.0,0.0003,0.6344,0.0002,10793800000000.0,0.00298,0.00735151,0.00297,340620000000000.0,0.00053,0.231993,0.00049,9471860000000.0,0.00326,0.00354734,0.00324,766905000000000.0,0.00041,0.287219,0.00031,517070000000000.0,0.00043,0.193652,0.00042,539228000000000.0,0.00047,0.20195,0.00042,117072000000000.0,0.00096,0.0438458,0.00095,48503700000000.0,0.00141,0.0177564,0.00142,,,,
M70-15,21,24.0,116393000000000.0,0.00103,0.0426089,0.001,29049700000000.0,0.0018,0.0197742,0.0018,111008000000000.0,0.00092,0.0755623,0.00086,908310000000000.0,0.0003,0.618286,0.00021,10894200000000.0,0.00323,0.00741564,0.00321,356234000000000.0,0.0005,0.242488,0.00047,9133890000000.0,0.00329,0.00334377,0.00329,778460000000000.0,0.0004,0.284979,0.00032,503741000000000.0,0.00041,0.18441,0.00038,544786000000000.0,0.00052,0.199435,0.00042,122628000000000.0,0.00095,0.0448921,0.00096,49787500000000.0,0.0014,0.017828,0.0014,,,,
M70-15,22,28.0,118440000000000.0,0.00091,0.0424109,0.00087,28132600000000.0,0.00216,0.0191503,0.00213,112159000000000.0,0.001,0.0763487,0.00095,885777000000000.0,0.00029,0.602968,0.00021,10895000000000.0,0.00334,0.00741632,0.00329,370822000000000.0,0.00052,0.252426,0.00046,8791300000000.0,0.00351,0.00314799,0.00351,788923000000000.0,0.00042,0.282497,0.00033,491625000000000.0,0.00044,0.176042,0.00044,550563000000000.0,0.00046,0.197146,0.00041,127561000000000.0,0.00085,0.0456771,0.00084,51225100000000.0,0.00139,0.0177599,0.00139,,,,
M70-15,23,34.0,121101000000000.0,0.001,0.0419857,0.00097,26679100000000.0,0.00218,0.0181651,0.00218,113945000000000.0,0.00095,0.0775813,0.00091,854245000000000.0,0.00029,0.581629,0.00022,10852900000000.0,0.00309,0.00738935,0.00308,390054000000000.0,0.00047,0.265576,0.00044,8227220000000.0,0.00368,0.00285244,0.0037,805989000000000.0,0.00045,0.279436,0.00034,475491000000000.0,0.00049,0.164854,0.00048,556478000000000.0,0.00044,0.192932,0.00042,134736000000000.0,0.00085,0.0467131,0.00082,53187500000000.0,0.00151,0.017702,0.00153,,,,
M70-15,24,42.0,124655000000000.0,0.00097,0.0414874,0.00092,24786200000000.0,0.00205,0.0168696,0.00203,116487000000000.0,0.00098,0.0792814,0.00091,817309000000000.0,0.00031,0.556268,0.00025,10735600000000.0,0.00339,0.00730667,0.00337,411758000000000.0,0.00048,0.280246,0.00044,7514150000000.0,0.004,0.00250086,0.00399,828430000000000.0,0.00044,0.275717,0.00035,455258000000000.0,0.00047,0.15152,0.00049,562112000000000.0,0.0005,0.187081,0.00041,142889000000000.0,0.00085,0.0475565,0.00084,55476900000000.0,0.00132,0.0177708,0.00134,,,,
M70-15,25,50.0,127962000000000.0,0.00094,0.0409896,0.00093,23056000000000.0,0.00225,0.0156894,0.00223,118321000000000.0,0.00099,0.0805161,0.00095,785811000000000.0,0.00033,0.534739,0.00024,10471100000000.0,0.00366,0.00712528,0.00361,428306000000000.0,0.00045,0.29146,0.00041,6940920000000.0,0.00379,0.00222336,0.00378,850221000000000.0,0.00045,0.272346,0.00032,438195000000000.0,0.00049,0.140365,0.00048,564692000000000.0,0.00044,0.180885,0.0004,148981000000000.0,0.00085,0.0477227,0.00087,,,,,,,,
M70-20,0,0.0,124605000000000.0,0.00091,0.0554089,0.00085,35149900000000.0,0.00176,0.0239342,0.00174,97620200000000.0,0.00094,0.0664715,0.00091,1068490000000000.0,0.00024,0.727557,0.00014,9515070000000.0,0.00309,0.00647899,0.00308,250349000000000.0,0.00057,0.170468,0.00054,11355100000000.0,0.00298,0.00504939,0.00297,679891000000000.0,0.00038,0.302334,0.0003,586461000000000.0,0.00037,0.260788,0.00035,489803000000000.0,0.00048,0.217805,0.00039,84803900000000.0,0.00102,0.0377106,0.00101,42222900000000.0,0.00141,0.0182258,0.00141,0.0,0.0,0.0,0.0
M70-20,1,0.1,126724000000000.0,0.0009,0.0547009,0.00087,34964000000000.0,0.00165,0.0238112,0.00163,99393900000000.0,0.00098,0.0676883,0.00091,1066160000000000.0,0.00025,0.726078,0.00016,9675780000000.0,0.00322,0.00658934,0.0032,250439000000000.0,0.00062,0.170554,0.00059,11409500000000.0,0.00281,0.00492494,0.0028,690522000000000.0,0.0004,0.298067,0.0003,586806000000000.0,0.00033,0.253298,0.00032,496019000000000.0,0.00045,0.214109,0.00037,85063600000000.0,0.00103,0.036718,0.001,42749900000000.0,0.00154,0.0183221,0.00153,,,,
M70-20,2,0.4,127169000000000.0,0.0009,0.0545027,0.00084,34987400000000.0,0.00162,0.0238151,0.00159,99841200000000.0,0.00106,0.0679592,0.00101,1064680000000000.0,0.00026,0.724705,0.00017,9735680000000.0,0.003,0.00662682,0.00298,251847000000000.0,0.00058,0.171426,0.00053,11407700000000.0,0.0028,0.0048892,0.00279,693887000000000.0,0.00044,0.29739,0.00032,585898000000000.0,0.00036,0.251109,0.00034,498202000000000.0,0.00044,0.213523,0.00037,85575100000000.0,0.00105,0.0366764,0.00102,42773100000000.0,0.00134,0.01825,0.00134,,,,
M70-20,3,0.7,127486000000000.0,0.00084,0.0543942,0.0008,34804800000000.0,0.00156,0.0236964,0.00155,99995800000000.0,0.00103,0.0680803,0.00096,1062310000000000.0,0.00024,0.723261,0.00016,9822150000000.0,0.00334,0.00668716,0.0033,253516000000000.0,0.00065,0.172602,0.00058,11392900000000.0,0.00271,0.00486104,0.00272,695603000000000.0,0.00038,0.296792,0.00031,584587000000000.0,0.00038,0.249425,0.00035,498915000000000.0,0.00049,0.212871,0.00042,86320000000000.0,0.00105,0.03683,0.00103,42816500000000.0,0.00136,0.018195,0.00135,,,,
M70-20,4,1.0,127647000000000.0,0.00088,0.0542432,0.00082,34785300000000.0,0.00158,0.0236777,0.00156,100159000000000.0,0.00098,0.0681758,0.00092,1060640000000000.0,0.00024,0.721959,0.00017,9809230000000.0,0.00306,0.00667682,0.00302,254976000000000.0,0.00061,0.173557,0.00056,11306000000000.0,0.00284,0.00480448,0.00283,696815000000000.0,0.00038,0.296112,0.00029,583808000000000.0,0.00038,0.24809,0.00036,500229000000000.0,0.00047,0.212573,0.00039,86630400000000.0,0.00108,0.0368139,0.0011,42973700000000.0,0.00149,0.0181826,0.0015,,,,
M70-20,5,1.3,128142000000000.0,0.00093,0.054218,0.0009,34727300000000.0,0.00155,0.0236509,0.00154,100434000000000.0,0.00102,0.0684004,0.001,1057790000000000.0,0.00023,0.720406,0.00016,9816890000000.0,0.00325,0.00668582,0.00325,256312000000000.0,0.00062,0.17456,0.00057,11307800000000.0,0.00269,0.00478447,0.0027,698804000000000.0,0.00044,0.295668,0.00033,582387000000000.0,0.00036,0.246413,0.00035,501661000000000.0,0.00044,0.212256,0.00035,87208100000000.0,0.0011,0.0368986,0.0011,42876800000000.0,0.00154,0.0180774,0.00153,,,,
M70-20,6,1.6,128250000000000.0,0.00093,0.0540718,0.00089,34754100000000.0,0.00179,0.0236592,0.00176,100606000000000.0,0.00098,0.0684888,0.00094,1055810000000000.0,0.00026,0.718757,0.00016,9922410000000.0,0.00326,0.00675486,0.00326,258140000000000.0,0.0006,0.175733,0.00058,11318100000000.0,0.00284,0.00477179,0.00281,700596000000000.0,0.00039,0.295379,0.00029,581635000000000.0,0.00038,0.245225,0.00037,502604000000000.0,0.00045,0.211904,0.00038,87759000000000.0,0.00105,0.0370002,0.00101,42901800000000.0,0.00148,0.0180139,0.00148,,,,
M70-20,7,2.0,128723000000000.0,0.00089,0.0540489,0.00085,34530600000000.0,0.00172,0.023511,0.00173,100796000000000.0,0.00097,0.0686288,0.00092,1052940000000000.0,0.00025,0.716916,0.00016,9931240000000.0,0.0032,0.00676164,0.00314,259944000000000.0,0.00064,0.176988,0.00059,11273400000000.0,0.00304,0.00473354,0.00303,702064000000000.0,0.00041,0.294786,0.00031,580193000000000.0,0.00036,0.243616,0.00037,503986000000000.0,0.00046,0.211616,0.00036,88381100000000.0,0.00105,0.0371101,0.00104,43110000000000.0,0.00151,0.0180255,0.0015,,,,
M70-20,8,2.5,128982000000000.0,0.00083,0.053931,0.0008,34424400000000.0,0.00157,0.0234388,0.00156,101081000000000.0,0.00096,0.0688237,0.0009,1049240000000000.0,0.00025,0.714403,0.00017,9936080000000.0,0.00312,0.00676516,0.00309,262421000000000.0,0.0006,0.178677,0.00055,11221200000000.0,0.00289,0.00469192,0.0029,703301000000000.0,0.00042,0.294068,0.00031,578383000000000.0,0.00038,0.241838,0.00036,505192000000000.0,0.00048,0.211234,0.00041,89228200000000.0,0.00105,0.0373088,0.00104,43171400000000.0,0.00152,0.0179733,0.00154,,,,
