case,material,step,isotope,mdens_g_per_cm3
M87-20,M87-20,7,U238,6.49856
M87-20,M87-20,8,U238,6.49631
M87-20,M87-20,9,U238,6.49406
M87-20,M87-20,10,U238,6.48954
M87-20,M87-20,11,U238,6.485
M87-20,M87-20,12,U238,6.48043
M87-20,M87-20,13,U238,6.47585
M87-20,M87-20,14,U238,6.47125
M87-20,M87-20,15,U238,6.46199
M87-20,M87-20,16,U238,6.45266
M87-20,M87-20,17,U238,6.44326
M87-20,M87-20,18,U238,6.43377
M87-20,M87-20,19,U238,6.42421
M87-20,M87-20,20,U238,6.41458
M87-20,M87-20,21,U238,6.3951
M87-20,M87-20,22,U238,6.37532
M87-20,M87-20,23,U238,6.3451
M87-20,M87-20,24,U238,6.30374
M87-20,M87-20,25,U238,6.26123
M87-20,M87-20,0,Np237,0.0
M87-20,M87-20,1,Np237,4.78655e-07
M87-20,M87-20,2,Np237,5.22431e-06
M87-20,M87-20,3,Np237,1.27229e-05
M87-20,M87-20,4,Np237,2.14515e-05
M87-20,M87-20,5,Np237,3.07487e-05
M87-20,M87-20,6,Np237,4.0312e-05
M87-20,M87-20,7,Np237,5.3245e-05
M87-20,M87-20,8,Np237,6.95442e-05
M87-20,M87-20,9,Np237,8.59252e-05
M87-20,M87-20,10,Np237,0.000118715
M87-20,M87-20,11,Np237,0.000151452
M87-20,M87-20,12,Np237,0.000184252
M87-20,M87-20,13,Np237,0.000217101
M87-20,M87-20,14,Np237,0.000249848
M87-20,M87-20,15,Np237,0.000315269
M87-20,M87-20,16,Np237,0.000380824
M87-20,M87-20,17,Np237,0.00044578
M87-20,M87-20,18,Np237,0.000510447
M87-20,M87-20,19,Np237,0.000574536
M87-20,M87-20,20,Np237,0.000638093
M87-20,M87-20,21,Np237,0.000763303
M87-20,M87-20,22,Np237,0.000885525
M87-20,M87-20,23,Np237,0.00106421
M87-20,M87-20,24,Np237,0.00128824
M87-20,M87-20,25,Np237,0.00149585
M87-20,M87-20,0,Np239,0.0
M87-20,M87-20,1,Np239,0.000265567
M87-20,M87-20,2,Np239,0.00048011
M87-20,M87-20,3,Np239,0.000503277
M87-20,M87-20,4,Np239,0.00050653
M87-20,M87-20,5,Np239,0.000507749
M87-20,M87-20,6,Np239,0.000508995
M87-20,M87-20,7,Np239,0.000510184
M87-20,M87-20,8,Np239,0.000511552
M87-20,M87-20,9,Np239,0.000512857
M87-20,M87-20,10,Np239,0.000514756
M87-20,M87-20,11,Np239,0.000516953
M87-20,M87-20,12,Np239,0.000519691
M87-20,M87-20,13,Np239,0.000521619
M87-20,M87-20,14,Np239,0.000523431
M87-20,M87-20,15,Np239,0.000526717
M87-20,M87-20,16,Np239,0.000530666
M87-20,M87-20,17,Np239,0.000535239
M87-20,M87-20,18,Np239,0.000539923
M87-20,M87-20,19,Np239,0.000544047
M87-20,M87-20,20,Np239,0.000548394
M87-20,M87-20,21,Np239,0.000554123
M87-20,M87-20,22,Np239,0.000562749
M87-20,M87-20,23,Np239,0.000573041
M87-20,M87-20,24,Np239,0.00058812
M87-20,M87-20,25,Np239,0.000605044
M87-20,M87-20,0,Pu238,0.0146408
M87-20,M87-20,1,Pu238,0.0146291
M87-20,M87-20,2,Pu238,0.0145951
M87-20,M87-20,3,Pu238,0.0145628
M87-20,M87-20,4,Pu238,0.0145322
M87-20,M87-20,5,Pu238,0.0145032
M87-20,M87-20,6,Pu238,0.0144757
M87-20,M87-20,7,Pu238,0.0144415
M87-20,M87-20,8,Pu238,0.0144024
M87-20,M87-20,9,Pu238,0.014367
M87-20,M87-20,10,Pu238,0.0143071
M87-20,M87-20,11,Pu238,0.0142605
M87-20,M87-20,12,Pu238,0.0142258
M87-20,M87-20,13,Pu238,0.0142018
M87-20,M87-20,14,Pu238,0.0141877
M87-20,M87-20,15,Pu238,0.014185
M87-20,M87-20,16,Pu238,0.0142116
M87-20,M87-20,17,Pu238,0.0142622
M87-20,M87-20,18,Pu238,0.0143329
M87-20,M87-20,19,Pu238,0.0144207
M87-20,M87-20,20,Pu238,0.0145225
M87-20,M87-20,21,Pu238,0.0147613
M87-20,M87-20,22,Pu238,0.0150338
M87-20,M87-20,23,Pu238,0.0154886
M87-20,M87-20,24,Pu238,0.0161403
M87-20,M87-20,25,Pu238,0.016799
M87-20,M87-20,0,Pu239,0.463469
M87-20,M87-20,1,Pu239,0.462448
M87-20,M87-20,2,Pu239,0.459989
M87-20,M87-20,3,Pu239,0.457731
M87-20,M87-20,4,Pu239,0.455502
M87-20,M87-20,5,Pu239,0.453282
M87-20,M87-20,6,Pu239,0.451072
M87-20,M87-20,7,Pu239,0.448137
M87-20,M87-20,8,Pu239,0.444489
M87-20,M87-20,9,Pu239,0.440862
M87-20,M87-20,10,Pu239,0.433679
M87-20,M87-20,11,Pu239,0.426585
M87-20,M87-20,12,Pu239,0.419582
M87-20,M87-20,13,Pu239,0.412666
M87-20,M87-20,14,Pu239,0.405837
M87-20,M87-20,15,Pu239,0.392432
M87-20,M87-20,16,Pu239,0.379366
M87-20,M87-20,17,Pu239,0.366643
M87-20,M87-20,18,Pu239,0.354269
M87-20,M87-20,19,Pu239,0.342236
M87-20,M87-20,20,Pu239,0.330528
M87-20,M87-20,21,Pu239,0.308143
M87-20,M87-20,22,Pu239,0.287065
M87-20,M87-20,23,Pu239,0.257942
M87-20,M87-20,24,Pu239,0.223634
M87-20,M87-20,25,Pu239,0.194225
M87-20,M87-20,0,Pu240,0.180013
M87-20,M87-20,1,Pu240,0.180066
M87-20,M87-20,2,Pu240,0.180218
M87-20,M87-20,3,Pu240,0.180366
M87-20,M87-20,4,Pu240,0.180508
M87-20,M87-20,5,Pu240,0.180648
M87-20,M87-20,6,Pu240,0.180784
M87-20,M87-20,7,Pu240,0.180958
M87-20,M87-20,8,Pu240,0.181168
M87-20,M87-20,9,Pu240,0.181368
M87-20,M87-20,10,Pu240,0.18174
M87-20,M87-20,11,Pu240,0.182069
M87-20,M87-20,12,Pu240,0.182357
M87-20,M87-20,13,Pu240,0.182609
M87-20,M87-20,14,Pu240,0.182824
M87-20,M87-20,15,Pu240,0.183134
M87-20,M87-20,16,Pu240,0.183301
M87-20,M87-20,17,Pu240,0.183322
M87-20,M87-20,18,Pu240,0.183199
M87-20,M87-20,19,Pu240,0.182934
M87-20,M87-20,20,Pu240,0.182525
M87-20,M87-20,21,Pu240,0.1813
M87-20,M87-20,22,Pu240,0.179533
M87-20,M87-20,23,Pu240,0.175936
M87-20,M87-20,24,Pu240,0.169485
M87-20,M87-20,25,Pu240,0.161421
M87-20,M87-20,0,Pu241,0.0884841
M87-20,M87-20,1,Pu241,0.0885586
M87-20,M87-20,2,Pu241,0.0887889
M87-20,M87-20,3,Pu241,0.0890171
M87-20,M87-20,4,Pu241,0.089245
M87-20,M87-20,5,Pu241,0.0894707
M87-20,M87-20,6,Pu241,0.0896933
M87-20,M87-20,7,Pu241,0.0899888
M87-20,M87-20,8,Pu241,0.0903506
M87-20,M87-20,9,Pu241,0.0907066
M87-20,M87-20,10,Pu241,0.0913968
M87-20,M87-20,11,Pu241,0.0920641
M87-20,M87-20,12,Pu241,0.0927082
M87-20,M87-20,13,Pu241,0.0933221
M87-20,M87-20,14,Pu241,0.0939075
M87-20,M87-20,15,Pu241,0.0950082
M87-20,M87-20,16,Pu241,0.0959978
M87-20,M87-20,17,Pu241,0.0968789
M87-20,M87-20,18,Pu241,0.0976548
M87-20,M87-20,19,Pu241,0.0983287
M87-20,M87-20,20,Pu241,0.098904
M87-20,M87-20,21,Pu241,0.0997473
M87-20,M87-20,22,Pu241,0.100197
M87-20,M87-20,23,Pu241,0.100172
M87-20,M87-20,24,Pu241,0.098893
M87-20,M87-20,25,Pu241,0.0963052
M87-20,M87-20,0,Pu242,0.0448039
M87-20,M87-20,1,Pu242,0.0448175
M87-20,M87-20,2,Pu242,0.044861
M87-20,M87-20,3,Pu242,0.044905
M87-20,M87-20,4,Pu242,0.04495
M87-20,M87-20,5,Pu242,0.0449954
M87-20,M87-20,6,Pu242,0.0450413
M87-20,M87-20,7,Pu242,0.0451037
M87-20,M87-20,8,Pu242,0.0451834
M87-20,M87-20,9,Pu242,0.0452648
M87-20,M87-20,10,Pu242,0.0454333
M87-20,M87-20,11,Pu242,0.045609
M87-20,M87-20,12,Pu242,0.0457919
M87-20,M87-20,13,Pu242,0.0459823
M87-20,M87-20,14,Pu242,0.0461804
M87-20,M87-20,15,Pu242,0.046599
M87-20,M87-20,16,Pu242,0.0470467
M87-20,M87-20,17,Pu242,0.0475228
M87-20,M87-20,18,Pu242,0.0480263
M87-20,M87-20,19,Pu242,0.0485559
M87-20,M87-20,20,Pu242,0.0491136
M87-20,M87-20,21,Pu242,0.0502967
M87-20,M87-20,22,Pu242,0.0515804
M87-20,M87-20,23,Pu242,0.0536477
M87-20,M87-20,24,Pu242,0.0566329
M87-20,M87-20,25,Pu242,0.0598034
M87-20,M87-20,0,Am241,0.00864069
M87-20,M87-20,1,Am241,0.00864771
M87-20,M87-20,2,Am241,0.0086683
M87-20,M87-20,3,Am241,0.00868881
M87-20,M87-20,4,Am241,0.00870921
M87-20,M87-20,5,Am241,0.00872949
M87-20,M87-20,6,Am241,0.00874968
M87-20,M87-20,7,Am241,0.00877655
M87-20,M87-20,8,Am241,0.00881004
M87-20,M87-20,9,Am241,0.00884338
M87-20,M87-20,10,Am241,0.00890971
M87-20,M87-20,11,Am241,0.00897515
M87-20,M87-20,12,Am241,0.00903984
M87-20,M87-20,13,Am241,0.00910385
M87-20,M87-20,14,Am241,0.00916677
M87-20,M87-20,15,Am241,0.00928914
M87-20,M87-20,16,Am241,0.00940646
M87-20,M87-20,17,Am241,0.00951793
M87-20,M87-20,18,Am241,0.00962233
M87-20,M87-20,19,Am241,0.00971886
M87-20,M87-20,20,Am241,0.00980706
M87-20,M87-20,21,Am241,0.00995874
M87-20,M87-20,22,Am241,0.0100702
M87-20,M87-20,23,Am241,0.0101586
M87-20,M87-20,24,Am241,0.0101222
M87-20,M87-20,25,Am241,0.00990435
M87-20,M87-20,0,Am243,0.0
M87-20,M87-20,1,Am243,4.26361e-05
M87-20,M87-20,2,Am243,0.00018822
M87-20,M87-20,3,Am243,0.000333216
M87-20,M87-20,4,Am243,0.000477019
M87-20,M87-20,5,Am243,0.00062017
M87-20,M87-20,6,Am243,0.00076273
M87-20,M87-20,7,Am243,0.000951423
M87-20,M87-20,8,Am243,0.00118511
M87-20,M87-20,9,Am243,0.00141678
M87-20,M87-20,10,Am243,0.00187316
M87-20,M87-20,11,Am243,0.0023209
M87-20,M87-20,12,Am243,0.00276013
M87-20,M87-20,13,Am243,0.00319114
M87-20,M87-20,14,Am243,0.00361339
M87-20,M87-20,15,Am243,0.00443408
M87-20,M87-20,16,Am243,0.00522537
M87-20,M87-20,17,Am243,0.00599034
M87-20,M87-20,18,Am243,0.00672921
M87-20,M87-20,19,Am243,0.00744465
M87-20,M87-20,20,Am243,0.00813673
M87-20,M87-20,21,Am243,0.00946305
M87-20,M87-20,22,Am243,0.0107111
M87-20,M87-20,23,Am243,0.0124669
M87-20,M87-20,24,Am243,0.01462
M87-20,M87-20,25,Am243,0.0165872
M87-20,M87-20,0,Xe135,0.0
M87-20,M87-20,1,Xe135,5.84554e-06
M87-20,M87-20,2,Xe135,5.9102e-06
M87-20,M87-20,3,Xe135,5.91026e-06
M87-20,M87-20,4,Xe135,5.90746e-06
M87-20,M87-20,5,Xe135,5.90446e-06
M87-20,M87-20,6,Xe135,5.90131e-06
M87-20,M87-20,7,Xe135,5.89448e-06
M87-20,M87-20,8,Xe135,5.88483e-06
M87-20,M87-20,9,Xe135,5.87759e-06
M87-20,M87-20,10,Xe135,5.85125e-06
M87-20,M87-20,11,Xe135,5.83369e-06
M87-20,M87-20,12,Xe135,5.81676e-06
M87-20,M87-20,13,Xe135,5.79777e-06
M87-20,M87-20,14,Xe135,5.77867e-06
M87-20,M87-20,15,Xe135,5.72647e-06
M87-20,M87-20,16,Xe135,5.68538e-06
M87-20,M87-20,17,Xe135,5.64593e-06
M87-20,M87-20,18,Xe135,5.60343e-06
M87-20,M87-20,19,Xe135,5.56041e-06
M87-20,M87-20,20,Xe135,5.51839e-06
M87-20,M87-20,21,Xe135,5.39834e-06
M87-20,M87-20,22,Xe135,5.30547e-06
M87-20,M87-20,23,Xe135,5.13801e-06
M87-20,M87-20,24,Xe135,4.91769e-06
M87-20,M87-20,25,Xe135,4.71613e-06
M87-20,M87-20,0,Sm149,0.0
M87-20,M87-20,1,Sm149,2.30341e-06
M87-20,M87-20,2,Sm149,1.97883e-05
M87-20,M87-20,3,Sm149,3.68096e-05
M87-20,M87-20,4,Sm149,5.056e-05
M87-20,M87-20,5,Sm149,6.14671e-05
M87-20,M87-20,6,Sm149,7.01222e-05
M87-20,M87-20,7,Sm149,7.89441e-05
M87-20,M87-20,8,Sm149,8.67517e-05
M87-20,M87-20,9,Sm149,9.20731e-05
M87-20,M87-20,10,Sm149,9.82165e-05
M87-20,M87-20,11,Sm149,0.00010114
M87-20,M87-20,12,Sm149,0.000102589
M87-20,M87-20,13,Sm149,0.000103294
M87-20,M87-20,14,Sm149,0.000103659
M87-20,M87-20,15,Sm149,0.000103952
M87-20,M87-20,16,Sm149,0.000103778
M87-20,M87-20,17,Sm149,0.000103459
M87-20,M87-20,18,Sm149,0.000102908
M87-20,M87-20,19,Sm149,0.000102256
M87-20,M87-20,20,Sm149,0.00010147
M87-20,M87-20,21,Sm149,9.96943e-05
M87-20,M87-20,22,Sm149,9.75021e-05
M87-20,M87-20,23,Sm149,9.42959e-05
M87-20,M87-20,24,Sm149,8.93329e-05
M87-20,M87-20,25,Sm149,8.41767e-05
M87-20,M87-20,0,Cs137,0.0
M87-20,M87-20,1,Cs137,3.776e-05
M87-20,M87-20,2,Cs137,0.00015127
M87-20,M87-20,3,Cs137,0.000264749
M87-20,M87-20,4,Cs137,0.000378152
M87-20,M87-20,5,Cs137,0.000491544
M87-20,M87-20,6,Cs137,0.000604884
M87-20,M87-20,7,Cs137,0.00075598
M87-20,M87-20,8,Cs137,0.000944803
M87-20,M87-20,9,Cs137,0.00113358
M87-20,M87-20,10,Cs137,0.00151094
M87-20,M87-20,11,Cs137,0.001888
M87-20,M87-20,12,Cs137,0.00226489
M87-20,M87-20,13,Cs137,0.0026416
M87-20,M87-20,14,Cs137,0.00301807
M87-20,M87-20,15,Cs137,0.00377086
M87-20,M87-20,16,Cs137,0.00452288
M87-20,M87-20,17,Cs137,0.00527454
M87-20,M87-20,18,Cs137,0.00602546
M87-20,M87-20,19,Cs137,0.00677548
M87-20,M87-20,20,Cs137,0.00752525
M87-20,M87-20,21,Cs137,0.00902127
M87-20,M87-20,22,Cs137,0.0105151
M87-20,M87-20,23,Cs137,0.0127475
M87-20,M87-20,24,Cs137,0.0157098
M87-20,M87-20,25,Cs137,0.0186525
M87-20,M87-20,0,Sr90,0.0
M87-20,M87-20,1,Sr90,8.13777e-06
M87-20,M87-20,2,Sr90,3.26053e-05
M87-20,M87-20,3,Sr90,5.70721e-05
M87-20,M87-20,4,Sr90,8.15318e-05
M87-20,M87-20,5,Sr90,0.000106005
M87-20,M87-20,6,Sr90,0.000130486
M87-20,M87-20,7,Sr90,0.000163155
M87-20,M87-20,8,Sr90,0.000204043
M87-20,M87-20,9,Sr90,0.000244998
M87-20,M87-20,10,Sr90,0.00032711
M87-20,M87-20,11,Sr90,0.000409512
M87-20,M87-20,12,Sr90,0.000492243
M87-20,M87-20,13,Sr90,0.000575306
M87-20,M87-20,14,Sr90,0.000658684
M87-20,M87-20,15,Sr90,0.000826512
M87-20,M87-20,16,Sr90,0.000995636
M87-20,M87-20,17,Sr90,0.00116613
M87-20,M87-20,18,Sr90,0.00133788
M87-20,M87-20,19,Sr90,0.00151085
M87-20,M87-20,20,Sr90,0.00168515
M87-20,M87-20,21,Sr90,0.00203705
M87-20,M87-20,22,Sr90,0.00239384
M87-20,M87-20,23,Sr90,0.00293694
M87-20,M87-20,24,Sr90,0.0036756
M87-20,M87-20,25,Sr90,0.00442921
M87-20,M87-20,0,I129,0.0
M87-20,M87-20,1,I129,5.92888e-06
M87-20,M87-20,2,I129,2.63702e-05
M87-20,M87-20,3,I129,4.68078e-05
M87-20,M87-20,4,I129,6.72336e-05
M87-20,M87-20,5,I129,8.76595e-05
M87-20,M87-20,6,I129,0.000108077
M87-20,M87-20,7,I129,0.000135299
M87-20,M87-20,8,I129,0.000169321
M87-20,M87-20,9,I129,0.000203336
M87-20,M87-20,10,I129,0.000271339
M87-20,M87-20,11,I129,0.000339293
M87-20,M87-20,12,I129,0.000407219
M87-20,M87-20,13,I129,0.000475114
M87-20,M87-20,14,I129,0.000542965
M87-20,M87-20,15,I129,0.00067864
M87-20,M87-20,16,I129,0.000814171
M87-20,M87-20,17,I129,0.000949613
M87-20,M87-20,18,I129,0.0010849
M87-20,M87-20,19,I129,0.00122
M87-20,M87-20,20,I129,0.00135502
M87-20,M87-20,21,I129,0.00162433
M87-20,M87-20,22,I129,0.00189306
M87-20,M87-20,23,I129,0.00229428
M87-20,M87-20,24,I129,0.0028258
M87-20,M87-20,25,I129,0.00335269
M87-20,M87-20,0,Nd143,0.0
M87-20,M87-20,1,Nd143,5.53693e-07
M87-20,M87-20,2,Nd143,1.70277e-05
M87-20,M87-20,3,Nd143,5.42566e-05
M87-20,M87-20,4,Nd143,0.00010576
M87-20,M87-20,5,Nd143,0.000166806
M87-20,M87-20,6,Nd143,0.000234221
M87-20,M87-20,7,Nd143,0.000330449
M87-20,M87-20,8,Nd143,0.000456708
M87-20,M87-20,9,Nd143,0.000586451
M87-20,M87-20,10,Nd143,0.000850194
M87-20,M87-20,11,Nd143,0.00111523
M87-20,M87-20,12,Nd143,0.00137999
M87-20,M87-20,13,Nd143,0.00164407
M87-20,M87-20,14,Nd143,0.00190734
M87-20,M87-20,15,Nd143,0.00243206
M87-20,M87-20,16,Nd143,0.00295283
M87-20,M87-20,17,Nd143,0.00347004
M87-20,M87-20,18,Nd143,0.00398348
M87-20,M87-20,19,Nd143,0.00449288
M87-20,M87-20,20,Nd143,0.00499828
M87-20,M87-20,21,Nd143,0.00599744
M87-20,M87-20,22,Nd143,0.00697623
M87-20,M87-20,23,Nd143,0.00840703
M87-20,M87-20,24,Nd143,0.0102321
M87-20,M87-20,25,Nd143,0.011949
M87-20,M87-20,0,Nd145,0.0
M87-20,M87-20,1,Nd145,1.62685e-05
M87-20,M87-20,2,Nd145,7.2988e-05
M87-20,M87-20,3,Nd145,0.000129655
M87-20,M87-20,4,Nd145,0.000186244
M87-20,M87-20,5,Nd145,0.000242789
M87-20,M87-20,6,Nd145,0.000299269
M87-20,M87-20,7,Nd145,0.000374502
M87-20,M87-20,8,Nd145,0.00046842
M87-20,M87-20,9,Nd145,0.000562205
M87-20,M87-20,10,Nd145,0.000749355
M87-20,M87-20,11,Nd145,0.000935926
M87-20,M87-20,12,Nd145,0.00112195
M87-20,M87-20,13,Nd145,0.00130747
M87-20,M87-20,14,Nd145,0.00149241
M87-20,M87-20,15,Nd145,0.00186086
M87-20,M87-20,16,Nd145,0.00222719
M87-20,M87-20,17,Nd145,0.0025915
M87-20,M87-20,18,Nd145,0.00295359
M87-20,M87-20,19,Nd145,0.00331332
M87-20,M87-20,20,Nd145,0.00367101
M87-20,M87-20,21,Nd145,0.00437892
M87-20,M87-20,22,Nd145,0.00507786
M87-20,M87-20,23,Nd145,0.00610717
M87-20,M87-20,24,Nd145,0.00744251
M87-20,M87-20,25,Nd145,0.00873194
M87-20,M87-20,0,lost,0.0
M87-20,M87-20,1,lost,0.0
M87-20,M87-20,2,lost,0.0
M87-20,M87-20,3,lost,0.0
M87-20,M87-20,4,lost,0.0
M87-20,M87-20,5,lost,0.0
M87-20,M87-20,6,lost,0.0
M87-20,M87-20,7,lost,0.0
M87-20,M87-20,8,lost,0.0
M87-20,M87-20,9,lost,0.0
M87-20,M87-20,10,lost,0.0
M87-20,M87-20,11,lost,0.0
M87-20,M87-20,12,lost,0.0
M87-20,M87-20,13,lost,0.0
M87-20,M87-20,14,lost,0.0
M87-20,M87-20,15,lost,0.0
M87-20,M87-20,16,lost,0.0
M87-20,M87-20,17,lost,0.0
M87-20,M87-20,18,lost,0.0
M87-20,M87-20,19,lost,0.0
M87-20,M87-20,20,lost,0.0
M87-20,M87-20,21,lost,0.0
M87-20,M87-20,22,lost,0.0
M87-20,M87-20,23,lost,0.0
M87-20,M87-20,24,lost,0.0
M87-20,M87-20,25,lost,0.0
M87-20,M87-20,0,total,10.43
M87-20,M87-20,1,total,10.43
M87-20,M87-20,2,total,10.43
M87-20,M87-20,3,total,10.43
M87-20,M87-20,4,total,10.43
M87-20,M87-20,5,total,10.43
M87-20,M87-20,6,total,10.43
M87-20,M87-20,7,total,10.4299
M87-20,M87-20,8,total,10.4299
M87-20,M87-20,9,total,10.4299
M87-20,M87-20,10,total,10.4299
M87-20,M87-20,11,total,10.4299
M87-20,M87-20,12,total,10.4298
M87-20,M87-20,13,total,10.4298
M87-20,M87-20,14,total,10.4298
M87-20,M87-20,15,total,10.4297
M87-20,M87-20,16,total,10.4297
M87-20,M87-20,17,total,10.4296
M87-20,M87-20,18,total,10.4296
M87-20,M87-20,19,total,10.4295
M87-20,M87-20,20,total,10.4295
M87-20,M87-20,21,total,10.4294
M87-20,M87-20,22,total,10.4293
M87-20,M87-20,23,total,10.4292
M87-20,M87-20,24,total,10.4291
M87-20,M87-20,25,total,10.429
M87-20,mox43,0,Th232,0.0
M87-20,mox43,1,Th232,8.21434e-16
M87-20,mox43,2,Th232,1.31538e-14
M87-20,mox43,3,Th232,4.02434e-14
M87-20,mox43,4,Th232,8.20186e-14
M87-20,mox43,5,Th232,1.38409e-13
M87-20,mox43,6,Th232,2.09344e-13
M87-20,mox43,7,Th232,3.26424e-13
M87-20,mox43,8,Th232,5.08658e-13
M87-20,mox43,9,Th232,7.30424e-13
M87-20,mox43,10,Th232,1.29117e-12
M87-20,mox43,11,Th232,2.00572e-12
M87-20,mox43,12,Th232,2.8712e-12
M87-20,mox43,13,Th232,3.88468e-12
M87-20,mox43,14,Th232,5.04327e-12
M87-20,mox43,15,Th232,7.78484e-12
M87-20,mox43,16,Th232,1.10729e-11
M87-20,mox43,17,Th232,1.48854e-11
M87-20,mox43,18,Th232,1.92e-11
M87-20,mox43,19,Th232,2.3995e-11
M87-20,mox43,20,Th232,2.92485e-11
M87-20,mox43,21,Th232,4.10518e-11
M87-20,mox43,22,Th232,5.44396e-11
M87-20,mox43,23,Th232,7.71469e-11
M87-20,mox43,24,Th232,1.11511e-10
M87-20,mox43,25,Th232,1.49466e-10
M87-20,mox43,0,Th233,0.0
M87-20,mox43,1,Th233,5.06139e-20
M87-20,mox43,2,Th233,2.01451e-19
M87-20,mox43,3,Th233,3.49933e-19
M87-20,mox43,4,Th233,5.04718e-19
M87-20,mox43,5,Th233,6.66041e-19
M87-20,mox43,6,Th233,8.38788e-19
M87-20,mox43,7,Th233,1.09343e-18
M87-20,mox43,8,Th233,1.45393e-18
M87-20,mox43,9,Th233,1.86652e-18
M87-20,mox43,10,Th233,2.85946e-18
M87-20,mox43,11,Th233,4.10877e-18
M87-20,mox43,12,Th233,5.62326e-18
M87-20,mox43,13,Th233,7.39904e-18
M87-20,mox43,14,Th233,9.45292e-18
M87-20,mox43,15,Th233,1.43086e-17
M87-20,mox43,16,Th233,2.02417e-17
M87-20,mox43,17,Th233,2.71544e-17
M87-20,mox43,18,Th233,3.51281e-17
M87-20,mox43,19,Th233,4.40631e-17
M87-20,mox43,20,Th233,5.42388e-17
M87-20,mox43,21,Th233,7.67826e-17
M87-20,mox43,22,Th233,1.03541e-16
M87-20,mox43,23,Th233,1.49514e-16
M87-20,mox43,24,Th233,2.21954e-16
M87-20,mox43,25,Th233,3.06904e-16
M87-20,mox43,0,Pa233,0.0
M87-20,mox43,1,Pa233,4.2838e-16
M87-20,mox43,2,Pa233,1.97459e-14
M87-20,mox43,3,Pa233,8.41259e-14
M87-20,mox43,4,Pa233,1.99806e-13
M87-20,mox43,5,Pa233,3.63878e-13
M87-20,mox43,6,Pa233,5.70318e-13
M87-20,mox43,7,Pa233,9.00312e-13
M87-20,mox43,8,Pa233,1.38168e-12
M87-20,mox43,9,Pa233,1.91943e-12
M87-20,mox43,10,Pa233,3.10354e-12
M87-20,mox43,11,Pa233,4.36801e-12
M87-20,mox43,12,Pa233,5.67113e-12
M87-20,mox43,13,Pa233,6.99478e-12
M87-20,mox43,14,Pa233,8.32774e-12
M87-20,mox43,15,Pa233,1.09937e-11
M87-20,mox43,16,Pa233,1.36452e-11
M87-20,mox43,17,Pa233,1.62755e-11
M87-20,mox43,18,Pa233,1.88817e-11
M87-20,mox43,19,Pa233,2.14568e-11
M87-20,mox43,20,Pa233,2.39997e-11
M87-20,mox43,21,Pa233,2.89755e-11
M87-20,mox43,22,Pa233,3.37917e-11
M87-20,mox43,23,Pa233,4.06897e-11
M87-20,mox43,24,Pa233,4.92643e-11
M87-20,mox43,25,Pa233,5.70032e-11
M87-20,mox43,0,Pa234,0.0
M87-20,mox43,1,Pa234,9.02412e-14
M87-20,mox43,2,Pa234,3.68137e-13
M87-20,mox43,3,Pa234,5.89943e-13
M87-20,mox43,4,Pa234,7.66953e-13
M87-20,mox43,5,Pa234,9.08204e-13
M87-20,mox43,6,Pa234,1.02091e-12
M87-20,mox43,7,Pa234,1.13656e-12
M87-20,mox43,8,Pa234,1.23977e-12
M87-20,mox43,9,Pa234,1.31054e-12
M87-20,mox43,10,Pa234,1.3922e-12
M87-20,mox43,11,Pa234,1.43029e-12
M87-20,mox43,12,Pa234,1.44783e-12
M87-20,mox43,13,Pa234,1.45566e-12
M87-20,mox43,14,Pa234,1.45891e-12
M87-20,mox43,15,Pa234,1.46007e-12
M87-20,mox43,16,Pa234,1.45901e-12
M87-20,mox43,17,Pa234,1.45744e-12
M87-20,mox43,18,Pa234,1.45574e-12
M87-20,mox43,19,Pa234,1.45401e-12
M87-20,mox43,20,Pa234,1.45225e-12
M87-20,mox43,21,Pa234,1.44868e-12
M87-20,mox43,22,Pa234,1.44505e-12
M87-20,mox43,23,Pa234,1.43947e-12
M87-20,mox43,24,Pa234,1.43177e-12
M87-20,mox43,25,Pa234,1.42378e-12
M87-20,mox43,0,U233,0.0
M87-20,mox43,1,U233,7.74973e-12
M87-20,mox43,2,U233,2.93529e-11
M87-20,mox43,3,U233,5.28592e-11
M87-20,mox43,4,U233,7.71973e-11
M87-20,mox43,5,U233,1.00844e-10
M87-20,mox43,6,U233,1.23819e-10
M87-20,mox43,7,U233,1.54033e-10
M87-20,mox43,8,U233,1.92296e-10
M87-20,mox43,9,U233,2.31959e-10
M87-20,mox43,10,U233,3.1017e-10
M87-20,mox43,11,U233,3.88475e-10
M87-20,mox43,12,U233,4.67595e-10
M87-20,mox43,13,U233,5.53043e-10
M87-20,mox43,14,U233,6.38907e-10
M87-20,mox43,15,U233,8.01294e-10
M87-20,mox43,16,U233,9.71935e-10
M87-20,mox43,17,U233,1.14042e-09
M87-20,mox43,18,U233,1.31654e-09
M87-20,mox43,19,U233,1.49099e-09
M87-20,mox43,20,U233,1.66622e-09
M87-20,mox43,21,U233,2.0123e-09
M87-20,mox43,22,U233,2.35379e-09
M87-20,mox43,23,U233,2.88476e-09
M87-20,mox43,24,U233,3.57528e-09
M87-20,mox43,25,U233,4.26395e-09
M87-20,mox43,0,U234,0.0
M87-20,mox43,1,U234,4.06518e-07
M87-20,mox43,2,U234,1.62061e-06
M87-20,mox43,3,U234,2.82643e-06
M87-20,mox43,4,U234,4.02419e-06
M87-20,mox43,5,U234,5.21418e-06
M87-20,mox43,6,U234,6.39641e-06
M87-20,mox43,7,U234,7.96125e-06
