case,material,step,isotope,mdens_g_per_cm3
M43-10,M43-10,20,I129,0.00100456
M43-10,M43-10,21,I129,0.00120611
M43-10,M43-10,22,I129,0.0014079
M43-10,M43-10,23,I129,0.00171137
M43-10,M43-10,24,I129,0.00211772
M43-10,M43-10,25,I129,0.0025265
M43-10,M43-10,0,Nd143,0.0
M43-10,M43-10,1,Nd143,4.14162e-07
M43-10,M43-10,2,Nd143,1.27174e-05
M43-10,M43-10,3,Nd143,4.04908e-05
M43-10,M43-10,4,Nd143,7.8892e-05
M43-10,M43-10,5,Nd143,0.000124392
M43-10,M43-10,6,Nd143,0.000174618
M43-10,M43-10,7,Nd143,0.000246276
M43-10,M43-10,8,Nd143,0.000340247
M43-10,M43-10,9,Nd143,0.000436767
M43-10,M43-10,10,Nd143,0.000632859
M43-10,M43-10,11,Nd143,0.00082976
M43-10,M43-10,12,Nd143,0.00102632
M43-10,M43-10,13,Nd143,0.00122224
M43-10,M43-10,14,Nd143,0.00141741
M43-10,M43-10,15,Nd143,0.00180568
M43-10,M43-10,16,Nd143,0.00219027
M43-10,M43-10,17,Nd143,0.00257148
M43-10,M43-10,18,Nd143,0.00294916
M43-10,M43-10,19,Nd143,0.00332317
M43-10,M43-10,20,Nd143,0.0036935
M43-10,M43-10,21,Nd143,0.00442346
M43-10,M43-10,22,Nd143,0.00513561
M43-10,M43-10,23,Nd143,0.00617252
M43-10,M43-10,24,Nd143,0.00748952
M43-10,M43-10,25,Nd143,0.00872526
M43-10,M43-10,0,Nd145,0.0
M43-10,M43-10,1,Nd145,1.22087e-05
M43-10,M43-10,2,Nd145,5.46773e-05
M43-10,M43-10,3,Nd145,9.7088e-05
M43-10,M43-10,4,Nd145,0.000139458
M43-10,M43-10,5,Nd145,0.00018178
M43-10,M43-10,6,Nd145,0.000224053
M43-10,M43-10,7,Nd145,0.000280363
M43-10,M43-10,8,Nd145,0.000350666
M43-10,M43-10,9,Nd145,0.000420912
M43-10,M43-10,10,Nd145,0.000561114
M43-10,M43-10,11,Nd145,0.00070095
M43-10,M43-10,12,Nd145,0.000840488
M43-10,M43-10,13,Nd145,0.000979667
M43-10,M43-10,14,Nd145,0.00111855
M43-10,M43-10,15,Nd145,0.00139512
M43-10,M43-10,16,Nd145,0.00167032
M43-10,M43-10,17,Nd145,0.00194418
M43-10,M43-10,18,Nd145,0.00221658
M43-10,M43-10,19,Nd145,0.00248747
M43-10,M43-10,20,Nd145,0.002757
M43-10,M43-10,21,Nd145,0.00329139
M43-10,M43-10,22,Nd145,0.0038194
M43-10,M43-10,23,Nd145,0.00459973
M43-10,M43-10,24,Nd145,0.0056171
M43-10,M43-10,25,Nd145,0.00660737
M43-10,M43-10,0,lost,0.0
M43-10,M43-10,1,lost,0.0
M43-10,M43-10,2,lost,0.0
M43-10,M43-10,3,lost,0.0
M43-10,M43-10,4,lost,0.0
M43-10,M43-10,5,lost,0.0
M43-10,M43-10,6,lost,0.0
M43-10,M43-10,7,lost,0.0
M43-10,M43-10,8,lost,0.0
M43-10,M43-10,9,lost,0.0
M43-10,M43-10,10,lost,0.0
M43-10,M43-10,11,lost,0.0
M43-10,M43-10,12,lost,0.0
M43-10,M43-10,13,lost,0.0
M43-10,M43-10,14,lost,0.0
M43-10,M43-10,15,lost,0.0
M43-10,M43-10,16,lost,0.0
M43-10,M43-10,17,lost,0.0
M43-10,M43-10,18,lost,0.0
M43-10,M43-10,19,lost,0.0
M43-10,M43-10,20,lost,0.0
M43-10,M43-10,21,lost,0.0
M43-10,M43-10,22,lost,0.0
M43-10,M43-10,23,lost,0.0
M43-10,M43-10,24,lost,0.0
M43-10,M43-10,25,lost,0.0
M43-10,M43-10,0,total,10.4
M43-10,M43-10,1,total,10.4
M43-10,M43-10,2,total,10.4
M43-10,M43-10,3,total,10.4
M43-10,M43-10,4,total,10.4
M43-10,M43-10,5,total,10.4
M43-10,M43-10,6,total,10.4
M43-10,M43-10,7,total,10.4
M43-10,M43-10,8,total,10.4
M43-10,M43-10,9,total,10.4
M43-10,M43-10,10,total,10.3999
M43-10,M43-10,11,total,10.3999
M43-10,M43-10,12,total,10.3999
M43-10,M43-10,13,total,10.3999
M43-10,M43-10,14,total,10.3999
M43-10,M43-10,15,total,10.3999
M43-10,M43-10,16,total,10.3998
M43-10,M43-10,17,total,10.3998
M43-10,M43-10,18,total,10.3998
M43-10,M43-10,19,total,10.3998
M43-10,M43-10,20,total,10.3997
M43-10,M43-10,21,total,10.3997
M43-10,M43-10,22,total,10.3997
M43-10,M43-10,23,total,10.3996
M43-10,M43-10,24,total,10.3996
M43-10,M43-10,25,total,10.3996
M43-10,mox70,0,Th232,0.0
M43-10,mox70,1,Th232,7.58606e-16
M43-10,mox70,2,Th232,1.21494e-14
M43-10,mox70,3,Th232,3.71799e-14
M43-10,mox70,4,Th232,7.57971e-14
M43-10,mox70,5,Th232,1.27947e-13
M43-10,mox70,6,Th232,1.93573e-13
M43-10,mox70,7,Th232,3.01935e-13
M43-10,mox70,8,Th232,4.70713e-13
M43-10,mox70,9,Th232,6.76242e-13
M43-10,mox70,10,Th232,1.19649e-12
M43-10,mox70,11,Th232,1.86033e-12
M43-10,mox70,12,Th232,2.66544e-12
M43-10,mox70,13,Th232,3.60953e-12
M43-10,mox70,14,Th232,4.69028e-12
M43-10,mox70,15,Th232,7.25298e-12
M43-10,mox70,16,Th232,1.0335e-11
M43-10,mox70,17,Th232,1.39186e-11
M43-10,mox70,18,Th232,1.79853e-11
M43-10,mox70,19,Th232,2.25177e-11
M43-10,mox70,20,Th232,2.74979e-11
M43-10,mox70,21,Th232,3.87357e-11
M43-10,mox70,22,Th232,5.15564e-11
M43-10,mox70,23,Th232,7.34632e-11
M43-10,mox70,24,Th232,1.06962e-10
M43-10,mox70,25,Th232,1.44394e-10
M43-10,mox70,0,Th233,0.0
M43-10,mox70,1,Th233,5.04738e-20
M43-10,mox70,2,Th233,1.99483e-19
M43-10,mox70,3,Th233,3.43889e-19
M43-10,mox70,4,Th233,4.88496e-19
M43-10,mox70,5,Th233,6.39672e-19
M43-10,mox70,6,Th233,7.99603e-19
M43-10,mox70,7,Th233,1.02809e-18
M43-10,mox70,8,Th233,1.34952e-18
M43-10,mox70,9,Th233,1.71723e-18
M43-10,mox70,10,Th233,2.60214e-18
M43-10,mox70,11,Th233,3.70343e-18
M43-10,mox70,12,Th233,5.0463e-18
M43-10,mox70,13,Th233,6.6121e-18
M43-10,mox70,14,Th233,8.44186e-18
M43-10,mox70,15,Th233,1.2751e-17
M43-10,mox70,16,Th233,1.8092e-17
M43-10,mox70,17,Th233,2.4256e-17
M43-10,mox70,18,Th233,3.1546e-17
M43-10,mox70,19,Th233,3.95916e-17
M43-10,mox70,20,Th233,4.86983e-17
M43-10,mox70,21,Th233,6.93487e-17
M43-10,mox70,22,Th233,9.37356e-17
M43-10,mox70,23,Th233,1.36331e-16
M43-10,mox70,24,Th233,2.04694e-16
M43-10,mox70,25,Th233,2.86342e-16
M43-10,mox70,0,Pa233,0.0
M43-10,mox70,1,Pa233,4.61716e-16
M43-10,mox70,2,Pa233,2.02877e-14
M43-10,mox70,3,Pa233,8.58596e-14
M43-10,mox70,4,Pa233,2.03431e-13
M43-10,mox70,5,Pa233,3.69917e-13
M43-10,mox70,6,Pa233,5.79244e-13
M43-10,mox70,7,Pa233,9.13744e-13
M43-10,mox70,8,Pa233,1.40126e-12
M43-10,mox70,9,Pa233,1.94545e-12
M43-10,mox70,10,Pa233,3.14437e-12
M43-10,mox70,11,Pa233,4.42751e-12
M43-10,mox70,12,Pa233,5.75048e-12
M43-10,mox70,13,Pa233,7.09102e-12
M43-10,mox70,14,Pa233,8.43828e-12
M43-10,mox70,15,Pa233,1.11317e-11
M43-10,mox70,16,Pa233,1.38091e-11
M43-10,mox70,17,Pa233,1.64681e-11
M43-10,mox70,18,Pa233,1.90987e-11
M43-10,mox70,19,Pa233,2.16985e-11
M43-10,mox70,20,Pa233,2.42697e-11
M43-10,mox70,21,Pa233,2.93087e-11
M43-10,mox70,22,Pa233,3.41938e-11
M43-10,mox70,23,Pa233,4.12305e-11
M43-10,mox70,24,Pa233,4.99648e-11
M43-10,mox70,25,Pa233,5.78493e-11
M43-10,mox70,0,Pa234,0.0
M43-10,mox70,1,Pa234,8.76913e-14
M43-10,mox70,2,Pa234,3.57737e-13
M43-10,mox70,3,Pa234,5.73281e-13
M43-10,mox70,4,Pa234,7.45296e-13
M43-10,mox70,5,Pa234,8.82564e-13
M43-10,mox70,6,Pa234,9.92094e-13
M43-10,mox70,7,Pa234,1.10449e-12
M43-10,mox70,8,Pa234,1.20479e-12
M43-10,mox70,9,Pa234,1.27357e-12
M43-10,mox70,10,Pa234,1.35293e-12
M43-10,mox70,11,Pa234,1.38996e-12
M43-10,mox70,12,Pa234,1.40701e-12
M43-10,mox70,13,Pa234,1.41462e-12
M43-10,mox70,14,Pa234,1.41779e-12
M43-10,mox70,15,Pa234,1.41891e-12
M43-10,mox70,16,Pa234,1.41788e-12
M43-10,mox70,17,Pa234,1.41635e-12
M43-10,mox70,18,Pa234,1.41471e-12
M43-10,mox70,19,Pa234,1.41302e-12
M43-10,mox70,20,Pa234,1.41131e-12
M43-10,mox70,21,Pa234,1.40783e-12
M43-10,mox70,22,Pa234,1.4043e-12
M43-10,mox70,23,Pa234,1.39886e-12
M43-10,mox70,24,Pa234,1.39135e-12
M43-10,mox70,25,Pa234,1.38356e-12
M43-10,mox70,0,U233,0.0
M43-10,mox70,1,U233,7.88342e-12
M43-10,mox70,2,U233,3.12152e-11
M43-10,mox70,3,U233,5.54213e-11
M43-10,mox70,4,U233,8.04553e-11
M43-10,mox70,5,U233,1.05239e-10
M43-10,mox70,6,U233,1.30779e-10
M43-10,mox70,7,U233,1.648e-10
M43-10,mox70,8,U233,2.07077e-10
M43-10,mox70,9,U233,2.50422e-10
M43-10,mox70,10,U233,3.39801e-10
M43-10,mox70,11,U233,4.32761e-10
M43-10,mox70,12,U233,5.27639e-10
M43-10,mox70,13,U233,6.24537e-10
M43-10,mox70,14,U233,7.24216e-10
M43-10,mox70,15,U233,9.26009e-10
M43-10,mox70,16,U233,1.14775e-09
M43-10,mox70,17,U233,1.36907e-09
M43-10,mox70,18,U233,1.59983e-09
M43-10,mox70,19,U233,1.83187e-09
M43-10,mox70,20,U233,2.07473e-09
M43-10,mox70,21,U233,2.56966e-09
M43-10,mox70,22,U233,3.09093e-09
M43-10,mox70,23,U233,3.89944e-09
M43-10,mox70,24,U233,4.98892e-09
M43-10,mox70,25,U233,6.08315e-09
M43-10,mox70,0,U234,0.0
M43-10,mox70,1,U234,6.57472e-07
M43-10,mox70,2,U234,2.62171e-06
M43-10,mox70,3,U234,4.57351e-06
M43-10,mox70,4,U234,6.51304e-06
M43-10,mox70,5,U234,8.44074e-06
M43-10,mox70,6,U234,1.0357e-05
M43-10,mox70,7,U234,1.28941e-05
M43-10,mox70,8,U234,1.60384e-05
M43-10,mox70,9,U234,1.91537e-05
M43-10,mox70,10,U234,2.53011e-05
M43-10,mox70,11,U234,3.13431e-05
M43-10,mox70,12,U234,3.72901e-05
M43-10,mox70,13,U234,4.31459e-05
M43-10,mox70,14,U234,4.89199e-05
M43-10,mox70,15,U234,6.02401e-05
M43-10,mox70,16,U234,7.12851e-05
M43-10,mox70,17,U234,8.20883e-05
M43-10,mox70,18,U234,9.26751e-05
M43-10,mox70,19,U234,0.000103069
M43-10,mox70,20,U234,0.000113291
M43-10,mox70,21,U234,0.000133239
M43-10,mox70,22,U234,0.000152616
M43-10,mox70,23,U234,0.000180726
M43-10,mox70,24,U234,0.000216523
M43-10,mox70,25,U234,0.000250502
M43-10,mox70,0,U235,0.0206285
M43-10,mox70,1,U235,0.0205994
M43-10,mox70,2,U235,0.0205121
M43-10,mox70,3,U235,0.0204251
M43-10,mox70,4,U235,0.0203381
M43-10,mox70,5,U235,0.0202514
M43-10,mox70,6,U235,0.0201648
M43-10,mox70,7,U235,0.0200496
M43-10,mox70,8,U235,0.0199061
M43-10,mox70,9,U235,0.0197631
M43-10,mox70,10,U235,0.0194784
M43-10,mox70,11,U235,0.0191958
M43-10,mox70,12,U235,0.0189151
M43-10,mox70,13,U235,0.0186365
M43-10,mox70,14,U235,0.0183598
M43-10,mox70,15,U235,0.0178127
M43-10,mox70,16,U235,0.0172734
M43-10,mox70,17,U235,0.0167426
M43-10,mox70,18,U235,0.01622
M43-10,mox70,19,U235,0.0157059
M43-10,mox70,20,U235,0.0152001
M43-10,mox70,21,U235,0.0142142
M43-10,mox70,22,U235,0.0132639
M43-10,mox70,23,U235,0.0119055
M43-10,mox70,24,U235,0.0102245
M43-10,mox70,25,U235,0.00869532
M43-10,mox70,0,U236,0.0
M43-10,mox70,1,U236,7.31131e-06
M43-10,mox70,2,U236,2.92726e-05
M43-10,mox70,3,U236,5.11574e-05
M43-10,mox70,4,U236,7.29731e-05
M43-10,mox70,5,U236,9.47098e-05
M43-10,mox70,6,U236,0.000116368
M43-10,mox70,7,U236,0.000145108
M43-10,mox70,8,U236,0.000180831
M43-10,mox70,9,U236,0.000216287
M43-10,mox70,10,U236,0.000286531
M43-10,mox70,11,U236,0.000355776
M43-10,mox70,12,U236,0.000424062
M43-10,mox70,13,U236,0.00049137
M43-10,mox70,14,U236,0.000557703
M43-10,mox70,15,U236,0.000687429
M43-10,mox70,16,U236,0.00081349
M43-10,mox70,17,U236,0.000935617
M43-10,mox70,18,U236,0.00105402
M43-10,mox70,19,U236,0.00116861
M43-10,mox70,20,U236,0.00127957
M43-10,mox70,21,U236,0.00149035
M43-10,mox70,22,U236,0.0016864
M43-10,mox70,23,U236,0.00195334
M43-10,mox70,24,U236,0.00225974
M43-10,mox70,25,U236,0.00251122
M43-10,mox70,0,U237,0.0
M43-10,mox70,1,U237,3.51731e-06
M43-10,mox70,2,U237,9.96784e-06
M43-10,mox70,3,U237,1.29024e-05
M43-10,mox70,4,U237,1.42376e-05
M43-10,mox70,5,U237,1.48924e-05
M43-10,mox70,6,U237,1.5248e-05
M43-10,mox70,7,U237,1.54768e-05
M43-10,mox70,8,U237,1.56319e-05
M43-10,mox70,9,U237,1.57833e-05
M43-10,mox70,10,U237,1.60426e-05
M43-10,mox70,11,U237,1.62152e-05
M43-10,mox70,12,U237,1.64132e-05
M43-10,mox70,13,U237,1.65999e-05
M43-10,mox70,14,U237,1.68204e-05
M43-10,mox70,15,U237,1.71263e-05
M43-10,mox70,16,U237,1.75549e-05
M43-10,mox70,17,U237,1.79288e-05
M43-10,mox70,18,U237,1.82236e-05
M43-10,mox70,19,U237,1.86241e-05
M43-10,mox70,20,U237,1.89607e-05
M43-10,mox70,21,U237,1.95264e-05
M43-10,mox70,22,U237,2.0171e-05
M43-10,mox70,23,U237,2.10274e-05
M43-10,mox70,24,U237,2.20418e-05
M43-10,mox70,25,U237,2.29752e-05
M43-10,mox70,0,U238,8.50604
M43-10,mox70,1,U238,8.5055
M43-10,mox70,2,U238,8.50385
M43-10,mox70,3,U238,8.5022
M43-10,mox70,4,U238,8.50055
M43-10,mox70,5,U238,8.49889
M43-10,mox70,6,U238,8.49723
M43-10,mox70,7,U238,8.49501
M43-10,mox70,8,U238,8.49223
M43-10,mox70,9,U238,8.48944
M43-10,mox70,10,U238,8.48383
M43-10,mox70,11,U238,8.4782
M43-10,mox70,12,U238,8.47255
M43-10,mox70,13,U238,8.46687
M43-10,mox70,14,U238,8.46117
M43-10,mox70,15,U238,8.44969
M43-10,mox70,16,U238,8.43812
M43-10,mox70,17,U238,8.42645
M43-10,mox70,18,U238,8.41469
M43-10,mox70,19,U238,8.40283
M43-10,mox70,20,U238,8.39087
M43-10,mox70,21,U238,8.36668
M43-10,mox70,22,U238,8.3421
M43-10,mox70,23,U238,8.30452
M43-10,mox70,24,U238,8.25309
M43-10,mox70,25,U238,8.20014
M43-10,mox70,0,Np237,0.0
M43-10,mox70,1,Np237,5.6882e-07
M43-10,mox70,2,Np237,6.53886e-06
M43-10,mox70,3,Np237,1.60494e-05
M43-10,mox70,4,Np237,2.71391e-05
M43-10,mox70,5,Np237,3.89369e-05
M43-10,mox70,6,Np237,5.10677e-05
M43-10,mox70,7,Np237,6.74586e-05
M43-10,mox70,8,Np237,8.80485e-05
M43-10,mox70,9,Np237,0.000108679
M43-10,mox70,10,Np237,0.00015003
M43-10,mox70,11,Np237,0.000191246
M43-10,mox70,12,Np237,0.000232298
M43-10,mox70,13,Np237,0.000273187
M43-10,mox70,14,Np237,0.000313956
M43-10,mox70,15,Np237,0.000394832
M43-10,mox70,16,Np237,0.000475137
M43-10,mox70,17,Np237,0.000554713
M43-10,mox70,18,Np237,0.000633138
M43-10,mox70,19,Np237,0.000710752
M43-10,mox70,20,Np237,0.000787397
M43-10,mox70,21,Np237,0.00093707
M43-10,mox70,22,Np237,0.00108208
M43-10,mox70,23,Np237,0.00129021
M43-10,mox70,24,Np237,0.00154723
M43-10,mox70,25,Np237,0.00177783
M43-10,mox70,0,Np239,0.0
M43-10,mox70,1,Np239,0.000327171
M43-10,mox70,2,Np239,0.000591554
M43-10,mox70,3,Np239,0.000619413
M43-10,mox70,4,Np239,0.000623607
M43-10,mox70,5,Np239,0.000625655
M43-10,mox70,6,Np239,0.000626736
M43-10,mox70,7,Np239,0.000628112
M43-10,mox70,8,Np239,0.000629907
M43-10,mox70,9,Np239,0.000631495
M43-10,mox70,10,Np239,0.000634181
M43-10,mox70,11,Np239,0.000637234
M43-10,mox70,12,Np239,0.000639931
M43-10,mox70,13,Np239,0.000642901
M43-10,mox70,14,Np239,0.000645783
M43-10,mox70,15,Np239,0.000649731
M43-10,mox70,16,Np239,0.000655381
M43-10,mox70,17,Np239,0.00066061
M43-10,mox70,18,Np239,0.000666509
M43-10,mox70,19,Np239,0.00067191
M43-10,mox70,20,Np239,0.000677719
M43-10,mox70,21,Np239,0.000685489
M43-10,mox70,22,Np239,0.000696535
M43-10,mox70,23,Np239,0.000710216
M43-10,mox70,24,Np239,0.000729053
M43-10,mox70,25,Np239,0.000751456
M43-10,mox70,0,Pu238,0.0117447
M43-10,mox70,1,Pu238,0.0117339
M43-10,mox70,2,Pu238,0.0117025
M43-10,mox70,3,Pu238,0.0116728
M43-10,mox70,4,Pu238,0.0116445
M43-10,mox70,5,Pu238,0.0116178
M43-10,mox70,6,Pu238,0.0115924
M43-10,mox70,7,Pu238,0.0115609
M43-10,mox70,8,Pu238,0.0115248
M43-10,mox70,9,Pu238,0.0114923
M43-10,mox70,10,Pu238,0.0114372
M43-10,mox70,11,Pu238,0.0113942
M43-10,mox70,12,Pu238,0.0113621
M43-10,mox70,13,Pu238,0.0113398
M43-10,mox70,14,Pu238,0.0113264
M43-10,mox70,15,Pu238,0.011323
M43-10,mox70,16,Pu238,0.0113456
M43-10,mox70,17,Pu238,0.0113897
M43-10,mox70,18,Pu238,0.0114516
M43-10,mox70,19,Pu238,0.011528
M43-10,mox70,20,Pu238,0.0116164
M43-10,mox70,21,Pu238,0.0118225
M43-10,mox70,22,Pu238,0.012056
M43-10,mox70,23,Pu238,0.0124395
M43-10,mox70,24,Pu238,0.0129761
M43-10,mox70,25,Pu238,0.0134956
M43-10,mox70,0,Pu239,0.371792
M43-10,mox70,1,Pu239,0.370819
M43-10,mox70,2,Pu239,0.368651
M43-10,mox70,3,Pu239,0.366729
M43-10,mox70,4,Pu239,0.36484
M43-10,mox70,5,Pu239,0.362964
M43-10,mox70,6,Pu239,0.361096
M43-10,mox70,7,Pu239,0.358621
M43-10,mox70,8,Pu239,0.355548
M43-10,mox70,9,Pu239,0.3525
M43-10,mox70,10,Pu239,0.346476
M43-10,mox70,11,Pu239,0.340541
M43-10,mox70,12,Pu239,0.334698
M43-10,mox70,13,Pu239,0.328943
M43-10,mox70,14,Pu239,0.323279
M43-10,mox70,15,Pu239,0.312221
M43-10,mox70,16,Pu239,0.301512
M43-10,mox70,17,Pu239,0.291144
M43-10,mox70,18,Pu239,0.281125
M43-10,mox70,19,Pu239,0.271452
M43-10,mox70,20,Pu239,0.262122
M43-10,mox70,21,Pu239,0.244467
M43-10,mox70,22,Pu239,0.22811
M43-10,mox70,23,Pu239,0.205968
M43-10,mox70,24,Pu239,0.180682
M43-10,mox70,25,Pu239,0.159751
M43-10,mox70,0,Pu240,0.144405
M43-10,mox70,1,Pu240,0.144467
M43-10,mox70,2,Pu240,0.144645
M43-10,mox70,3,Pu240,0.144819
M43-10,mox70,4,Pu240,0.144988
M43-10,mox70,5,Pu240,0.145153
M43-10,mox70,6,Pu240,0.145313
M43-10,mox70,7,Pu240,0.145521
M43-10,mox70,8,Pu240,0.145769
M43-10,mox70,9,Pu240,0.146005
M43-10,mox70,10,Pu240,0.146444
M43-10,mox70,11,Pu240,0.146842
M43-10,mox70,12,Pu240,0.147198
M43-10,mox70,13,Pu240,0.147513
M43-10,mox70,14,Pu240,0.147788
M43-10,mox70,15,Pu240,0.148212
M43-10,mox70,16,Pu240,0.148479
M43-10,mox70,17,Pu240,0.148596
M43-10,mox70,18,Pu240,0.148563
M43-10,mox70,19,Pu240,0.14838
M43-10,mox70,20,Pu240,0.148058
M43-10,mox70,21,Pu240,0.146995
M43-10,mox70,22,Pu240,0.145414
M43-10,mox70,23,Pu240,0.142164
M43-10,mox70,24,Pu240,0.136379
M43-10,mox70,25,Pu240,0.129329
M43-10,mox70,0,Pu241,0.0709813
M43-10,mox70,1,Pu241,0.0710595
M43-10,mox70,2,Pu241,0.0713009
M43-10,mox70,3,Pu241,0.0715397
M43-10,mox70,4,Pu241,0.0717775
M43-10,mox70,5,Pu241,0.0720132
M43-10,mox70,6,Pu241,0.0722467
M43-10,mox70,7,Pu241,0.0725542
M43-10,mox70,8,Pu241,0.0729337
M43-10,mox70,9,Pu241,0.0733081
M43-10,mox70,10,Pu241,0.0740339
M43-10,mox70,11,Pu241,0.0747303
M43-10,mox70,12,Pu241,0.075398
M43-10,mox70,13,Pu241,0.0760356
M43-10,mox70,14,Pu241,0.0766428
M43-10,mox70,15,Pu241,0.0777753
M43-10,mox70,16,Pu241,0.078789
M43-10,mox70,17,Pu241,0.0796862
M43-10,mox70,18,Pu241,0.0804681
M43-10,mox70,19,Pu241,0.0811388
M43-10,mox70,20,Pu241,0.0816955
M43-10,mox70,21,Pu241,0.0824905
M43-10,mox70,22,Pu241,0.0828735
M43-10,mox70,23,Pu241,0.0827057
M43-10,mox70,24,Pu241,0.0812599
M43-10,mox70,25,Pu241,0.0786092
M43-10,mox70,0,Pu242,0.0359414
M43-10,mox70,1,Pu242,0.0359569
M43-10,mox70,2,Pu242,0.0360055
M43-10,mox70,3,Pu242,0.0360548
M43-10,mox70,4,Pu242,0.0361048
M43-10,mox70,5,Pu242,0.0361558
M43-10,mox70,6,Pu242,0.0362076
M43-10,mox70,7,Pu242,0.0362776
M43-10,mox70,8,Pu242,0.0363671
M43-10,mox70,9,Pu242,0.0364583
M43-10,mox70,10,Pu242,0.0366475
M43-10,mox70,11,Pu242,0.0368464
M43-10,mox70,12,Pu242,0.0370532
M43-10,mox70,13,Pu242,0.0372689
M43-10,mox70,14,Pu242,0.0374934
M43-10,mox70,15,Pu242,0.0379645
M43-10,mox70,16,Pu242,0.0384702
M43-10,mox70,17,Pu242,0.0390101
M43-10,mox70,18,Pu242,0.039579
M43-10,mox70,19,Pu242,0.0401759
M43-10,mox70,20,Pu242,0.0407992
M43-10,mox70,21,Pu242,0.0421213
M43-10,mox70,22,Pu242,0.0435351
M43-10,mox70,23,Pu242,0.0458027
M43-10,mox70,24,Pu242,0.0490062
M43-10,mox70,25,Pu242,0.0523102
M43-10,mox70,0,Am241,0.00693151
M43-10,mox70,1,Am241,0.00693448
M43-10,mox70,2,Am241,0.00694304
M43-10,mox70,3,Am241,0.00695163
M43-10,mox70,4,Am241,0.00696021
M43-10,mox70,5,Am241,0.00696884
M43-10,mox70,6,Am241,0.00697746
M43-10,mox70,7,Am241,0.00698902
M43-10,mox70,8,Am241,0.0070035
M43-10,mox70,9,Am241,0.00701805
M43-10,mox70,10,Am241,0.00704751
M43-10,mox70,11,Am241,0.0070771
M43-10,mox70,12,Am241,0.00710684
M43-10,mox70,13,Am241,0.00713646
M43-10,mox70,14,Am241,0.00716583
M43-10,mox70,15,Am241,0.00722346
M43-10,mox70,16,Am241,0.00727888
M43-10,mox70,17,Am241,0.00733115
M43-10,mox70,18,Am241,0.00737923
M43-10,mox70,19,Am241,0.00742272
M43-10,mox70,20,Am241,0.00746075
M43-10,mox70,21,Am241,0.00751717
M43-10,mox70,22,Am241,0.00754527
M43-10,mox70,23,Am241,0.00752786
M43-10,mox70,24,Am241,0.00738791
M43-10,mox70,25,Am241,0.00711505
M43-10,mox70,0,Am243,0.0
M43-10,mox70,1,Am243,3.8896e-05
M43-10,mox70,2,Am243,0.00017166
M43-10,mox70,3,Am243,0.000303971
M43-10,mox70,4,Am243,0.00043557
M43-10,mox70,5,Am243,0.000566131
M43-10,mox70,6,Am243,0.000695944
M43-10,mox70,7,Am243,0.000868065
M43-10,mox70,8,Am243,0.00108114
M43-10,mox70,9,Am243,0.00129251
M43-10,mox70,10,Am243,0.00170838
M43-10,mox70,11,Am243,0.00211506
M43-10,mox70,12,Am243,0.00251445
M43-10,mox70,13,Am243,0.0029059
M43-10,mox70,14,Am243,0.00328964
M43-10,mox70,15,Am243,0.00403738
M43-10,mox70,16,Am243,0.00475624
M43-10,mox70,17,Am243,0.00544773
M43-10,mox70,18,Am243,0.0061165
M43-10,mox70,19,Am243,0.00676446
M43-10,mox70,20,Am243,0.00739312
M43-10,mox70,21,Am243,0.00859647
M43-10,mox70,22,Am243,0.00973198
M43-10,mox70,23,Am243,0.011321
M43-10,mox70,24,Am243,0.0132722
M43-10,mox70,25,Am243,0.0150542
M43-10,mox70,0,Xe135,0.0
M43-10,mox70,1,Xe135,5.24358e-06
M43-10,mox70,2,Xe135,5.29409e-06
M43-10,mox70,3,Xe135,5.29133e-06
M43-10,mox70,4,Xe135,5.28776e-06
M43-10,mox70,5,Xe135,5.2814e-06
M43-10,mox70,6,Xe135,5.27521e-06
M43-10,mox70,7,Xe135,5.26481e-06
M43-10,mox70,8,Xe135,5.25087e-06
M43-10,mox70,9,Xe135,5.23676e-06
M43-10,mox70,10,Xe135,5.20155e-06
M43-10,mox70,11,Xe135,5.17323e-06
M43-10,mox70,12,Xe135,5.14278e-06
M43-10,mox70,13,Xe135,5.11443e-06
M43-10,mox70,14,Xe135,5.08238e-06
M43-10,mox70,15,Xe135,5.00935e-06
M43-10,mox70,16,Xe135,4.94866e-06
M43-10,mox70,17,Xe135,4.8876e-06
M43-10,mox70,18,Xe135,4.82653e-06
M43-10,mox70,19,Xe135,4.76345e-06
M43-10,mox70,20,Xe135,4.70095e-06
M43-10,mox70,21,Xe135,4.55825e-06
M43-10,mox70,22,Xe135,4.43653e-06
M43-10,mox70,23,Xe135,4.23986e-06
M43-10,mox70,24,Xe135,3.99433e-06
M43-10,mox70,25,Xe135,3.77672e-06
M43-10,mox70,0,Sm149,0.0
M43-10,mox70,1,Sm149,2.26437e-06
M43-10,mox70,2,Sm149,1.89458e-05
M43-10,mox70,3,Sm149,3.43121e-05
M43-10,mox70,4,Sm149,4.59646e-05
M43-10,mox70,5,Sm149,5.46293e-05
M43-10,mox70,6,Sm149,6.10588e-05
M43-10,mox70,7,Sm149,6.71469e-05
M43-10,mox70,8,Sm149,7.20418e-05
M43-10,mox70,9,Sm149,7.50348e-05
M43-10,mox70,10,Sm149,7.80589e-05
M43-10,mox70,11,Sm149,7.9238e-05
M43-10,mox70,12,Sm149,7.97377e-05
M43-10,mox70,13,Sm149,7.99928e-05
M43-10,mox70,14,Sm149,8.00415e-05
M43-10,mox70,15,Sm149,8.0029e-05
