case,material,step,isotope,adens_atoms_per_barn_cm
mox1,mox87,16,Np239,1.59456e-06
mox1,mox87,17,Np239,1.60906e-06
mox1,mox87,18,Np239,1.62373e-06
mox1,mox87,19,Np239,1.63746e-06
mox1,mox87,20,Np239,1.65206e-06
mox1,mox87,21,Np239,1.67303e-06
mox1,mox87,22,Np239,1.7016e-06
mox1,mox87,23,Np239,1.73525e-06
mox1,mox87,24,Np239,1.7852e-06
mox1,mox87,25,Np239,1.84355e-06
mox1,mox87,0,Pu238,3.70338e-05
mox1,mox87,1,Pu238,3.70037e-05
mox1,mox87,2,Pu238,3.69162e-05
mox1,mox87,3,Pu238,3.68331e-05
mox1,mox87,4,Pu238,3.67543e-05
mox1,mox87,5,Pu238,3.66796e-05
mox1,mox87,6,Pu238,3.6609e-05
mox1,mox87,7,Pu238,3.65207e-05
mox1,mox87,8,Pu238,3.64199e-05
mox1,mox87,9,Pu238,3.6329e-05
mox1,mox87,10,Pu238,3.61752e-05
mox1,mox87,11,Pu238,3.60553e-05
mox1,mox87,12,Pu238,3.59662e-05
mox1,mox87,13,Pu238,3.59046e-05
mox1,mox87,14,Pu238,3.58683e-05
mox1,mox87,15,Pu238,3.58624e-05
mox1,mox87,16,Pu238,3.59318e-05
mox1,mox87,17,Pu238,3.60641e-05
mox1,mox87,18,Pu238,3.62486e-05
mox1,mox87,19,Pu238,3.6477e-05
mox1,mox87,20,Pu238,3.67429e-05
mox1,mox87,21,Pu238,3.73667e-05
mox1,mox87,22,Pu238,3.80808e-05
mox1,mox87,23,Pu238,3.9273e-05
mox1,mox87,24,Pu238,4.09796e-05
mox1,mox87,25,Pu238,4.26965e-05
mox1,mox87,0,Pu239,0.00116742
mox1,mox87,1,Pu239,0.00116487
mox1,mox87,2,Pu239,0.001159
mox1,mox87,3,Pu239,0.00115373
mox1,mox87,4,Pu239,0.00114854
mox1,mox87,5,Pu239,0.00114337
mox1,mox87,6,Pu239,0.00113822
mox1,mox87,7,Pu239,0.00113139
mox1,mox87,8,Pu239,0.0011229
mox1,mox87,9,Pu239,0.00111446
mox1,mox87,10,Pu239,0.00109773
mox1,mox87,11,Pu239,0.00108117
mox1,mox87,12,Pu239,0.00106482
mox1,mox87,13,Pu239,0.00104862
mox1,mox87,14,Pu239,0.00103262
mox1,mox87,15,Pu239,0.00100117
mox1,mox87,16,Pu239,0.000970449
mox1,mox87,17,Pu239,0.000940489
mox1,mox87,18,Pu239,0.000911274
mox1,mox87,19,Pu239,0.000882733
mox1,mox87,20,Pu239,0.000854955
mox1,mox87,21,Pu239,0.000801625
mox1,mox87,22,Pu239,0.00075114
mox1,mox87,23,Pu239,0.000680911
mox1,mox87,24,Pu239,0.000597312
mox1,mox87,25,Pu239,0.000524899
mox1,mox87,0,Pu240,0.000451539
mox1,mox87,1,Pu240,0.000451677
mox1,mox87,2,Pu240,0.000452075
mox1,mox87,3,Pu240,0.000452465
mox1,mox87,4,Pu240,0.00045284
mox1,mox87,5,Pu240,0.000453207
mox1,mox87,6,Pu240,0.000453564
mox1,mox87,7,Pu240,0.000454024
mox1,mox87,8,Pu240,0.000454578
mox1,mox87,9,Pu240,0.000455106
mox1,mox87,10,Pu240,0.000456095
mox1,mox87,11,Pu240,0.000457
mox1,mox87,12,Pu240,0.000457802
mox1,mox87,13,Pu240,0.000458512
mox1,mox87,14,Pu240,0.000459143
mox1,mox87,15,Pu240,0.000460126
mox1,mox87,16,Pu240,0.000460764
mox1,mox87,17,Pu240,0.000461057
mox1,mox87,18,Pu240,0.000461006
mox1,mox87,19,Pu240,0.00046062
mox1,mox87,20,Pu240,0.000459895
mox1,mox87,21,Pu240,0.000457462
mox1,mox87,22,Pu240,0.00045375
mox1,mox87,23,Pu240,0.000445817
mox1,mox87,24,Pu240,0.000431259
mox1,mox87,25,Pu240,0.000412697
mox1,mox87,0,Pu241,0.000221035
mox1,mox87,1,Pu241,0.000221225
mox1,mox87,2,Pu241,0.000221803
mox1,mox87,3,Pu241,0.000222378
mox1,mox87,4,Pu241,0.000222953
mox1,mox87,5,Pu241,0.000223524
mox1,mox87,6,Pu241,0.000224092
mox1,mox87,7,Pu241,0.000224841
mox1,mox87,8,Pu241,0.000225764
mox1,mox87,9,Pu241,0.000226672
mox1,mox87,10,Pu241,0.000228447
mox1,mox87,11,Pu241,0.00023015
mox1,mox87,12,Pu241,0.000231801
mox1,mox87,13,Pu241,0.000233392
mox1,mox87,14,Pu241,0.00023491
mox1,mox87,15,Pu241,0.000237761
mox1,mox87,16,Pu241,0.000240354
mox1,mox87,17,Pu241,0.00024268
mox1,mox87,18,Pu241,0.000244755
mox1,mox87,19,Pu241,0.000246581
mox1,mox87,20,Pu241,0.000248149
mox1,mox87,21,Pu241,0.00025054
mox1,mox87,22,Pu241,0.000251955
mox1,mox87,23,Pu241,0.000252333
mox1,mox87,24,Pu241,0.000249634
mox1,mox87,25,Pu241,0.000243563
mox1,mox87,0,Pu242,0.000111454
mox1,mox87,1,Pu242,0.000111489
mox1,mox87,2,Pu242,0.000111601
mox1,mox87,3,Pu242,0.000111715
mox1,mox87,4,Pu242,0.00011183
mox1,mox87,5,Pu242,0.000111946
mox1,mox87,6,Pu242,0.000112065
mox1,mox87,7,Pu242,0.000112224
mox1,mox87,8,Pu242,0.000112429
mox1,mox87,9,Pu242,0.000112637
mox1,mox87,10,Pu242,0.000113071
mox1,mox87,11,Pu242,0.000113522
mox1,mox87,12,Pu242,0.000113993
mox1,mox87,13,Pu242,0.000114485
mox1,mox87,14,Pu242,0.000114995
mox1,mox87,15,Pu242,0.000116072
mox1,mox87,16,Pu242,0.000117227
mox1,mox87,17,Pu242,0.000118463
mox1,mox87,18,Pu242,0.000119766
mox1,mox87,19,Pu242,0.000121141
mox1,mox87,20,Pu242,0.000122586
mox1,mox87,21,Pu242,0.000125683
mox1,mox87,22,Pu242,0.000129023
mox1,mox87,23,Pu242,0.000134463
mox1,mox87,24,Pu242,0.000142349
mox1,mox87,25,Pu242,0.000150796
mox1,mox87,0,Am241,2.15839e-05
mox1,mox87,1,Am241,2.16007e-05
mox1,mox87,2,Am241,2.16502e-05
mox1,mox87,3,Am241,2.16992e-05
mox1,mox87,4,Am241,2.17481e-05
mox1,mox87,5,Am241,2.17967e-05
mox1,mox87,6,Am241,2.18452e-05
mox1,mox87,7,Am241,2.19095e-05
mox1,mox87,8,Am241,2.19895e-05
mox1,mox87,9,Am241,2.20692e-05
mox1,mox87,10,Am241,2.22277e-05
mox1,mox87,11,Am241,2.23844e-05
mox1,mox87,12,Am241,2.25386e-05
mox1,mox87,13,Am241,2.26898e-05
mox1,mox87,14,Am241,2.2839e-05
mox1,mox87,15,Am241,2.3127e-05
mox1,mox87,16,Am241,2.34023e-05
mox1,mox87,17,Am241,2.36624e-05
mox1,mox87,18,Am241,2.3904e-05
mox1,mox87,19,Am241,2.41256e-05
mox1,mox87,20,Am241,2.43261e-05
mox1,mox87,21,Am241,2.46611e-05
mox1,mox87,22,Am241,2.48935e-05
mox1,mox87,23,Am241,2.5047e-05
mox1,mox87,24,Am241,2.48619e-05
mox1,mox87,25,Am241,2.42253e-05
mox1,mox87,0,Am243,0.0
mox1,mox87,1,Am243,1.06454e-07
mox1,mox87,2,Am243,4.6945e-07
mox1,mox87,3,Am243,8.30879e-07
mox1,mox87,4,Am243,1.19054e-06
mox1,mox87,5,Am243,1.54805e-06
mox1,mox87,6,Am243,1.90348e-06
mox1,mox87,7,Am243,2.37482e-06
mox1,mox87,8,Am243,2.9581e-06
mox1,mox87,9,Am243,3.53634e-06
mox1,mox87,10,Am243,4.67312e-06
mox1,mox87,11,Am243,5.79036e-06
mox1,mox87,12,Am243,6.88566e-06
mox1,mox87,13,Am243,7.95939e-06
mox1,mox87,14,Am243,9.01474e-06
mox1,mox87,15,Am243,1.10687e-05
mox1,mox87,16,Am243,1.30452e-05
mox1,mox87,17,Am243,1.49491e-05
mox1,mox87,18,Am243,1.67916e-05
mox1,mox87,19,Am243,1.8577e-05
mox1,mox87,20,Am243,2.0305e-05
mox1,mox87,21,Am243,2.35939e-05
mox1,mox87,22,Am243,2.6708e-05
mox1,mox87,23,Am243,3.10593e-05
mox1,mox87,24,Am243,3.64041e-05
mox1,mox87,25,Am243,4.12769e-05
mox1,mox87,0,Xe135,0.0
mox1,mox87,1,Xe135,2.65539e-08
mox1,mox87,2,Xe135,2.68615e-08
mox1,mox87,3,Xe135,2.6864e-08
mox1,mox87,4,Xe135,2.68524e-08
mox1,mox87,5,Xe135,2.68387e-08
mox1,mox87,6,Xe135,2.68151e-08
mox1,mox87,7,Xe135,2.67752e-08
mox1,mox87,8,Xe135,2.67285e-08
mox1,mox87,9,Xe135,2.66719e-08
mox1,mox87,10,Xe135,2.65385e-08
mox1,mox87,11,Xe135,2.64362e-08
mox1,mox87,12,Xe135,2.63273e-08
mox1,mox87,13,Xe135,2.62241e-08
mox1,mox87,14,Xe135,2.61098e-08
mox1,mox87,15,Xe135,2.58182e-08
mox1,mox87,16,Xe135,2.55799e-08
mox1,mox87,17,Xe135,2.53362e-08
mox1,mox87,18,Xe135,2.50918e-08
mox1,mox87,19,Xe135,2.48633e-08
mox1,mox87,20,Xe135,2.46072e-08
mox1,mox87,21,Xe135,2.39758e-08
mox1,mox87,22,Xe135,2.34628e-08
mox1,mox87,23,Xe135,2.2564e-08
mox1,mox87,24,Xe135,2.14054e-08
mox1,mox87,25,Xe135,2.03289e-08
mox1,mox87,0,Sm149,0.0
mox1,mox87,1,Sm149,9.56699e-09
mox1,mox87,2,Sm149,8.20899e-08
mox1,mox87,3,Sm149,1.52501e-07
mox1,mox87,4,Sm149,2.09196e-07
mox1,mox87,5,Sm149,2.54038e-07
mox1,mox87,6,Sm149,2.89437e-07
mox1,mox87,7,Sm149,3.25361e-07
mox1,mox87,8,Sm149,3.57032e-07
mox1,mox87,9,Sm149,3.78442e-07
mox1,mox87,10,Sm149,4.02949e-07
mox1,mox87,11,Sm149,4.14232e-07
mox1,mox87,12,Sm149,4.19467e-07
mox1,mox87,13,Sm149,4.2169e-07
mox1,mox87,14,Sm149,4.22808e-07
mox1,mox87,15,Sm149,4.23124e-07
mox1,mox87,16,Sm149,4.21718e-07
mox1,mox87,17,Sm149,4.19452e-07
mox1,mox87,18,Sm149,4.16508e-07
mox1,mox87,19,Sm149,4.13151e-07
mox1,mox87,20,Sm149,4.09249e-07
mox1,mox87,21,Sm149,4.01192e-07
mox1,mox87,22,Sm149,3.91089e-07
mox1,mox87,23,Sm149,3.76031e-07
mox1,mox87,24,Sm149,3.54576e-07
mox1,mox87,25,Sm149,3.31514e-07
mox1,mox87,0,Cs137,0.0
mox1,mox87,1,Cs137,1.69805e-07
mox1,mox87,2,Cs137,6.80314e-07
mox1,mox87,3,Cs137,1.19088e-06
mox1,mox87,4,Cs137,1.70126e-06
mox1,mox87,5,Cs137,2.21145e-06
mox1,mox87,6,Cs137,2.72132e-06
mox1,mox87,7,Cs137,3.4008e-06
mox1,mox87,8,Cs137,4.24942e-06
mox1,mox87,9,Cs137,5.09677e-06
mox1,mox87,10,Cs137,6.78983e-06
mox1,mox87,11,Cs137,8.48065e-06
mox1,mox87,12,Cs137,1.01688e-05
mox1,mox87,13,Cs137,1.18553e-05
mox1,mox87,14,Cs137,1.35387e-05
mox1,mox87,15,Cs137,1.68991e-05
mox1,mox87,16,Cs137,2.0248e-05
mox1,mox87,17,Cs137,2.35857e-05
mox1,mox87,18,Cs137,2.69126e-05
mox1,mox87,19,Cs137,3.0232e-05
mox1,mox87,20,Cs137,3.354e-05
mox1,mox87,21,Cs137,4.01241e-05
mox1,mox87,22,Cs137,4.66692e-05
mox1,mox87,23,Cs137,5.64017e-05
mox1,mox87,24,Cs137,6.92268e-05
mox1,mox87,25,Cs137,8.18666e-05
mox1,mox87,0,Sr90,0.0
mox1,mox87,1,Sr90,5.56664e-08
mox1,mox87,2,Sr90,2.23044e-07
mox1,mox87,3,Sr90,3.90403e-07
mox1,mox87,4,Sr90,5.57665e-07
mox1,mox87,5,Sr90,7.24815e-07
mox1,mox87,6,Sr90,8.91829e-07
mox1,mox87,7,Sr90,1.11433e-06
mox1,mox87,8,Sr90,1.39212e-06
mox1,mox87,9,Sr90,1.66938e-06
mox1,mox87,10,Sr90,2.22298e-06
mox1,mox87,11,Sr90,2.77535e-06
mox1,mox87,12,Sr90,3.32631e-06
mox1,mox87,13,Sr90,3.87625e-06
mox1,mox87,14,Sr90,4.42464e-06
mox1,mox87,15,Sr90,5.51782e-06
mox1,mox87,16,Sr90,6.6052e-06
mox1,mox87,17,Sr90,7.68687e-06
mox1,mox87,18,Sr90,8.76303e-06
mox1,mox87,19,Sr90,9.8347e-06
mox1,mox87,20,Sr90,1.09007e-05
mox1,mox87,21,Sr90,1.30162e-05
mox1,mox87,22,Sr90,1.5111e-05
mox1,mox87,23,Sr90,1.82108e-05
mox1,mox87,24,Sr90,2.2268e-05
mox1,mox87,25,Sr90,2.62358e-05
mox1,mox87,0,I129,0.0
mox1,mox87,1,I129,2.84036e-08
mox1,mox87,2,I129,1.2635e-07
mox1,mox87,3,I129,2.24313e-07
mox1,mox87,4,I129,3.22248e-07
mox1,mox87,5,I129,4.20147e-07
mox1,mox87,6,I129,5.1799e-07
mox1,mox87,7,I129,6.48372e-07
mox1,mox87,8,I129,8.11197e-07
mox1,mox87,9,I129,9.73756e-07
mox1,mox87,10,I129,1.29848e-06
mox1,mox87,11,I129,1.62263e-06
mox1,mox87,12,I129,1.94609e-06
mox1,mox87,13,I129,2.26907e-06
mox1,mox87,14,I129,2.59127e-06
mox1,mox87,15,I129,3.23388e-06
mox1,mox87,16,I129,3.87347e-06
mox1,mox87,17,I129,4.51005e-06
mox1,mox87,18,I129,5.14372e-06
mox1,mox87,19,I129,5.77506e-06
mox1,mox87,20,I129,6.4033e-06
mox1,mox87,21,I129,7.6509e-06
mox1,mox87,22,I129,8.88696e-06
mox1,mox87,23,I129,1.07172e-05
mox1,mox87,24,I129,1.31135e-05
mox1,mox87,25,I129,1.54568e-05
mox1,mox87,0,Nd143,0.0
mox1,mox87,1,Nd143,2.38414e-09
mox1,mox87,2,Nd143,7.33224e-08
mox1,mox87,3,Nd143,2.33648e-07
mox1,mox87,4,Nd143,4.55479e-07
mox1,mox87,5,Nd143,7.18426e-07
mox1,mox87,6,Nd143,1.00878e-06
mox1,mox87,7,Nd143,1.42311e-06
mox1,mox87,8,Nd143,1.96646e-06
mox1,mox87,9,Nd143,2.52431e-06
mox1,mox87,10,Nd143,3.65667e-06
mox1,mox87,11,Nd143,4.79268e-06
mox1,mox87,12,Nd143,5.92555e-06
mox1,mox87,13,Nd143,7.05361e-06
mox1,mox87,14,Nd143,8.17622e-06
mox1,mox87,15,Nd143,1.04067e-05
mox1,mox87,16,Nd143,1.26109e-05
mox1,mox87,17,Nd143,1.47896e-05
mox1,mox87,18,Nd143,1.69427e-05
mox1,mox87,19,Nd143,1.90709e-05
mox1,mox87,20,Nd143,2.11726e-05
mox1,mox87,21,Nd143,2.53014e-05
mox1,mox87,22,Nd143,2.93081e-05
mox1,mox87,23,Nd143,3.50967e-05
mox1,mox87,24,Nd143,4.23514e-05
mox1,mox87,25,Nd143,4.90215e-05
mox1,mox87,0,Nd145,0.0
mox1,mox87,1,Nd145,6.92193e-08
mox1,mox87,2,Nd145,3.1058e-07
mox1,mox87,3,Nd145,5.51795e-07
mox1,mox87,4,Nd145,7.92753e-07
mox1,mox87,5,Nd145,1.03343e-06
mox1,mox87,6,Nd145,1.27379e-06
mox1,mox87,7,Nd145,1.59382e-06
mox1,mox87,8,Nd145,1.99307e-06
mox1,mox87,9,Nd145,2.39121e-06
mox1,mox87,10,Nd145,3.18515e-06
mox1,mox87,11,Nd145,3.97594e-06
mox1,mox87,12,Nd145,4.76333e-06
mox1,mox87,13,Nd145,5.54795e-06
mox1,mox87,14,Nd145,6.32896e-06
mox1,mox87,15,Nd145,7.88165e-06
mox1,mox87,16,Nd145,9.42051e-06
mox1,mox87,17,Nd145,1.09454e-05
mox1,mox87,18,Nd145,1.24566e-05
mox1,mox87,19,Nd145,1.39552e-05
mox1,mox87,20,Nd145,1.54394e-05
mox1,mox87,21,Nd145,1.8367e-05
mox1,mox87,22,Nd145,2.12383e-05
mox1,mox87,23,Nd145,2.54345e-05
mox1,mox87,24,Nd145,3.08201e-05
mox1,mox87,25,Nd145,3.5953e-05
mox1,mox87,0,lost,0.0
mox1,mox87,1,lost,1.60527e-13
mox1,mox87,2,lost,6.48099e-13
mox1,mox87,3,lost,1.13761e-12
mox1,mox87,4,lost,1.62872e-12
mox1,mox87,5,lost,2.12051e-12
mox1,mox87,6,lost,2.61395e-12
mox1,mox87,7,lost,3.27357e-12
mox1,mox87,8,lost,4.10109e-12
mox1,mox87,9,lost,4.93163e-12
mox1,mox87,10,lost,6.60018e-12
mox1,mox87,11,lost,8.27909e-12
mox1,mox87,12,lost,9.96757e-12
mox1,mox87,13,lost,1.16664e-11
mox1,mox87,14,lost,1.33741e-11
mox1,mox87,15,lost,1.68192e-11
mox1,mox87,16,lost,2.03006e-11
mox1,mox87,17,lost,2.3817e-11
mox1,mox87,18,lost,2.73701e-11
mox1,mox87,19,lost,3.0962e-11
mox1,mox87,20,lost,3.45905e-11
mox1,mox87,21,lost,4.19553e-11
mox1,mox87,22,lost,4.94626e-11
mox1,mox87,23,lost,6.09988e-11
mox1,mox87,24,lost,7.68992e-11
mox1,mox87,25,lost,9.33636e-11
mox1,mox87,0,total,0.069744
mox1,mox87,1,total,0.0697466
mox1,mox87,2,total,0.0697545
mox1,mox87,3,total,0.0697623
mox1,mox87,4,total,0.0697702
mox1,mox87,5,total,0.069778
mox1,mox87,6,total,0.0697859
mox1,mox87,7,total,0.0697964
mox1,mox87,8,total,0.0698095
mox1,mox87,9,total,0.0698227
mox1,mox87,10,total,0.069849
mox1,mox87,11,total,0.0698753
mox1,mox87,12,total,0.0699017
mox1,mox87,13,total,0.0699281
mox1,mox87,14,total,0.0699545
mox1,mox87,15,total,0.0700075
mox1,mox87,16,total,0.0700606
mox1,mox87,17,total,0.0701137
mox1,mox87,18,total,0.0701669
mox1,mox87,19,total,0.0702203
mox1,mox87,20,total,0.0702736
mox1,mox87,21,total,0.0703805
mox1,mox87,22,total,0.0704876
mox1,mox87,23,total,0.0706485
mox1,mox87,24,total,0.0708636
mox1,mox87,25,total,0.0710788
mox43,mox43,0,Th232,0.0
mox43,mox43,1,Th232,2.44352e-18
mox43,mox43,2,Th232,3.91374e-17
mox43,mox43,3,Th232,1.19751e-16
mox43,mox43,4,Th232,2.44077e-16
mox43,mox43,5,Th232,4.1189e-16
mox43,mox43,6,Th232,6.22949e-16
mox43,mox43,7,Th232,9.7124e-16
mox43,mox43,8,Th232,1.51327e-15
mox43,mox43,9,Th232,2.17277e-15
mox43,mox43,10,Th232,3.83995e-15
mox43,mox43,11,Th232,5.96356e-15
mox43,mox43,12,Th232,8.53463e-15
mox43,mox43,13,Th232,1.15441e-14
mox43,mox43,14,Th232,1.4983e-14
mox43,mox43,15,Th232,2.31155e-14
mox43,mox43,16,Th232,3.28579e-14
mox43,mox43,17,Th232,4.41378e-14
mox43,mox43,18,Th232,5.68826e-14
mox43,mox43,19,Th232,7.10217e-14
mox43,mox43,20,Th232,8.64821e-14
mox43,mox43,21,Th232,1.21093e-13
mox43,mox43,22,Th232,1.60127e-13
mox43,mox43,23,Th232,2.25766e-13
mox43,mox43,24,Th232,3.23619e-13
mox43,mox43,25,Th232,4.29427e-13
mox43,mox43,0,Th233,0.0
mox43,mox43,1,Th233,1.36659e-22
mox43,mox43,2,Th233,5.54197e-22
mox43,mox43,3,Th233,9.79396e-22
mox43,mox43,4,Th233,1.43106e-21
mox43,mox43,5,Th233,1.90941e-21
mox43,mox43,6,Th233,2.43396e-21
mox43,mox43,7,Th233,3.20613e-21
mox43,mox43,8,Th233,4.32238e-21
mox43,mox43,9,Th233,5.60915e-21
mox43,mox43,10,Th233,8.75011e-21
mox43,mox43,11,Th233,1.2717e-20
mox43,mox43,12,Th233,1.75461e-20
mox43,mox43,13,Th233,2.32368e-20
mox43,mox43,14,Th233,2.97686e-20
mox43,mox43,15,Th233,4.53138e-20
mox43,mox43,16,Th233,6.4409e-20
mox43,mox43,17,Th233,8.69815e-20
mox43,mox43,18,Th233,1.13244e-19
mox43,mox43,19,Th233,1.42409e-19
mox43,mox43,20,Th233,1.75174e-19
mox43,mox43,21,Th233,2.49318e-19
mox43,mox43,22,Th233,3.37497e-19
mox43,mox43,23,Th233,4.89009e-19
mox43,mox43,24,Th233,7.28047e-19
mox43,mox43,25,Th233,1.00669e-18
mox43,mox43,0,Pa233,0.0
mox43,mox43,1,Pa233,1.14552e-18
mox43,mox43,2,Pa233,5.31158e-17
mox43,mox43,3,Pa233,2.26785e-16
mox43,mox43,4,Pa233,5.39409e-16
mox43,mox43,5,Pa233,9.83342e-16
mox43,mox43,6,Pa233,1.54224e-15
mox43,mox43,7,Pa233,2.43563e-15
mox43,mox43,8,Pa233,3.73821e-15
mox43,mox43,9,Pa233,5.19302e-15
mox43,mox43,10,Pa233,8.3979e-15
mox43,mox43,11,Pa233,1.18274e-14
mox43,mox43,12,Pa233,1.53673e-14
mox43,mox43,13,Pa233,1.896e-14
mox43,mox43,14,Pa233,2.2573e-14
mox43,mox43,15,Pa233,2.98057e-14
mox43,mox43,16,Pa233,3.69955e-14
mox43,mox43,17,Pa233,4.4119e-14
mox43,mox43,18,Pa233,5.11675e-14
mox43,mox43,19,Pa233,5.8126e-14
mox43,mox43,20,Pa233,6.49873e-14
mox43,mox43,21,Pa233,7.8386e-14
mox43,mox43,22,Pa233,9.12682e-14
mox43,mox43,23,Pa233,1.09527e-13
mox43,mox43,24,Pa233,1.31569e-13
mox43,mox43,25,Pa233,1.50709e-13
mox43,mox43,0,Pa234,0.0
mox43,mox43,1,Pa234,2.32194e-16
mox43,mox43,2,Pa234,9.47208e-16
mox43,mox43,3,Pa234,1.51788e-15
mox43,mox43,4,Pa234,1.97327e-15
mox43,mox43,5,Pa234,2.33665e-15
mox43,mox43,6,Pa234,2.62658e-15
mox43,mox43,7,Pa234,2.92406e-15
mox43,mox43,8,Pa234,3.1895e-15
mox43,mox43,9,Pa234,3.37147e-15
mox43,mox43,10,Pa234,3.58137e-15
mox43,mox43,11,Pa234,3.67919e-15
mox43,mox43,12,Pa234,3.72413e-15
mox43,mox43,13,Pa234,3.74411e-15
mox43,mox43,14,Pa234,3.75231e-15
mox43,mox43,15,Pa234,3.75494e-15
mox43,mox43,16,Pa234,3.75184e-15
mox43,mox43,17,Pa234,3.74743e-15
mox43,mox43,18,Pa234,3.74267e-15
mox43,mox43,19,Pa234,3.73779e-15
mox43,mox43,20,Pa234,3.73283e-15
mox43,mox43,21,Pa234,3.7227e-15
mox43,mox43,22,Pa234,3.71231e-15
mox43,mox43,23,Pa234,3.69619e-15
mox43,mox43,24,Pa234,3.67369e-15
mox43,mox43,25,Pa234,3.65005e-15
mox43,mox43,0,U233,0.0
mox43,mox43,1,U233,2.05592e-14
mox43,mox43,2,U233,8.31035e-14
mox43,mox43,3,U233,1.45215e-13
mox43,mox43,4,U233,2.07385e-13
mox43,mox43,5,U233,2.6955e-13
mox43,mox43,6,U233,3.31099e-13
mox43,mox43,7,U233,4.13865e-13
mox43,mox43,8,U233,5.1757e-13
mox43,mox43,9,U233,6.203e-13
mox43,mox43,10,U233,8.3034e-13
mox43,mox43,11,U233,1.04427e-12
mox43,mox43,12,U233,1.2613e-12
mox43,mox43,13,U233,1.4724e-12
mox43,mox43,14,U233,1.6923e-12
mox43,mox43,15,U233,2.11824e-12
mox43,mox43,16,U233,2.54368e-12
mox43,mox43,17,U233,2.96147e-12
mox43,mox43,18,U233,3.38909e-12
mox43,mox43,19,U233,3.81636e-12
mox43,mox43,20,U233,4.24015e-12
mox43,mox43,21,U233,5.05715e-12
mox43,mox43,22,U233,5.86881e-12
mox43,mox43,23,U233,7.00496e-12
mox43,mox43,24,U233,8.39977e-12
mox43,mox43,25,U233,9.64144e-12
mox43,mox43,0,U234,0.0
mox43,mox43,1,U234,1.04657e-09
mox43,mox43,2,U234,4.17045e-09
mox43,mox43,3,U234,7.26989e-09
mox43,mox43,4,U234,1.03457e-08
mox43,mox43,5,U234,1.33981e-08
mox43,mox43,6,U234,1.64278e-08
mox43,mox43,7,U234,2.04328e-08
mox43,mox43,8,U234,2.53863e-08
mox43,mox43,9,U234,3.02827e-08
mox43,mox43,10,U234,3.9914e-08
mox43,mox43,11,U234,4.93439e-08
mox43,mox43,12,U234,5.85887e-08
mox43,mox43,13,U234,6.76609e-08
mox43,mox43,14,U234,7.65736e-08
mox43,mox43,15,U234,9.39607e-08
mox43,mox43,16,U234,1.10813e-07
mox43,mox43,17,U234,1.27204e-07
mox43,mox43,18,U234,1.43161e-07
mox43,mox43,19,U234,1.58733e-07
mox43,mox43,20,U234,1.73936e-07
mox43,mox43,21,U234,2.03316e-07
mox43,mox43,22,U234,2.31387e-07
mox43,mox43,23,U234,2.71188e-07
mox43,mox43,24,U234,3.19924e-07
mox43,mox43,25,U234,3.63366e-07
mox43,mox43,0,U235,5.28511e-05
mox43,mox43,1,U235,5.27492e-05
mox43,mox43,2,U235,5.24441e-05
mox43,mox43,3,U235,5.21398e-05
mox43,mox43,4,U235,5.18361e-05
mox43,mox43,5,U235,5.15332e-05
mox43,mox43,6,U235,5.12311e-05
mox43,mox43,7,U235,5.08295e-05
mox43,mox43,8,U235,5.03294e-05
mox43,mox43,9,U235,4.98314e-05
mox43,mox43,10,U235,4.88416e-05
mox43,mox43,11,U235,4.78604e-05
mox43,mox43,12,U235,4.68879e-05
mox43,mox43,13,U235,4.59244e-05
mox43,mox43,14,U235,4.49697e-05
mox43,mox43,15,U235,4.30878e-05
mox43,mox43,16,U235,4.12435e-05
mox43,mox43,17,U235,3.94381e-05
mox43,mox43,18,U235,3.76725e-05
mox43,mox43,19,U235,3.59477e-05
mox43,mox43,20,U235,3.42652e-05
mox43,mox43,21,U235,3.10302e-05
mox43,mox43,22,U235,2.79753e-05
mox43,mox43,23,U235,2.37454e-05
mox43,mox43,24,U235,1.87802e-05
mox43,mox43,25,U235,1.45898e-05
mox43,mox43,0,U236,0.0
mox43,mox43,1,U236,2.31485e-08
mox43,mox43,2,U236,9.26839e-08
mox43,mox43,3,U236,1.61946e-07
mox43,mox43,4,U236,2.30911e-07
mox43,mox43,5,U236,2.99555e-07
mox43,mox43,6,U236,3.67851e-07
mox43,mox43,7,U236,4.58426e-07
mox43,mox43,8,U236,5.70763e-07
mox43,mox43,9,U236,6.82194e-07
mox43,mox43,10,U236,9.0221e-07
mox43,mox43,11,U236,1.11852e-06
mox43,mox43,12,U236,1.33106e-06
mox43,mox43,13,U236,1.53979e-06
mox43,mox43,14,U236,1.74481e-06
mox43,mox43,15,U236,2.14347e-06
mox43,mox43,16,U236,2.52709e-06
mox43,mox43,17,U236,2.89541e-06
mox43,mox43,18,U236,3.24875e-06
mox43,mox43,19,U236,3.5869e-06
mox43,mox43,20,U236,3.90971e-06
mox43,mox43,21,U236,4.51001e-06
mox43,mox43,22,U236,5.05004e-06
mox43,mox43,23,U236,5.74741e-06
mox43,mox43,24,U236,6.47548e-06
mox43,mox43,25,U236,6.9865e-06
mox43,mox43,0,U237,0.0
mox43,mox43,1,U237,9.28986e-09
mox43,mox43,2,U237,2.63833e-08
mox43,mox43,3,U237,3.41936e-08
mox43,mox43,4,U237,3.79287e-08
mox43,mox43,5,U237,3.96932e-08
mox43,mox43,6,U237,4.05999e-08
mox43,mox43,7,U237,4.12804e-08
mox43,mox43,8,U237,4.18359e-08
mox43,mox43,9,U237,4.22887e-08
mox43,mox43,10,U237,4.30513e-08
