case,detector,energy_group_idx,E_min_MeV,E_max_MeV,E_mid_MeV,flux,rel_err
M87-10,20,34,7.18125e-05,0.000100776,8.50704208288639e-05,5152250000000000.0,0.00042
M87-10,20,35,0.000100776,0.000141421,0.00011938108181784918,5221730000000000.0,0.00041
M87-10,20,36,0.000141421,0.00019846,0.0001675303305673334,5449470000000000.0,0.00038
M87-10,20,37,0.00019846,0.000278503,0.00023509935214712947,5522070000000000.0,0.00042
M87-10,20,38,0.000278503,0.00039083,0.0003299201835141342,5688360000000000.0,0.00041
M87-10,20,39,0.00039083,0.00054846,0.00046298447252580727,5773950000000000.0,0.00039
M87-10,20,40,0.00054846,0.000769667,0.0006497165249706983,5862290000000000.0,0.0004
M87-10,20,41,0.000769667,0.00108009,0.0009117618274692136,5958420000000000.0,0.00038
M87-10,20,42,0.00108009,0.00151572,0.001279497563420892,6100630000000000.0,0.00039
M87-10,20,43,0.00151572,0.00212704,0.0017955492387567655,6065020000000000.0,0.00042
M87-10,20,44,0.00212704,0.00298492,0.0025197309850061374,6185620000000000.0,0.00039
M87-10,20,45,0.00298492,0.00418881,0.003535995297677869,6280980000000000.0,0.0004
M87-10,20,46,0.00418881,0.00587825,0.00496214393004677,6397500000000000.0,0.00042
M87-10,20,47,0.00587825,0.00824909,0.006963491458492644,6510470000000000.0,0.00039
M87-10,20,48,0.00824909,0.0115761,0.009772015695290303,6658830000000000.0,0.00039
M87-10,20,49,0.0115761,0.016245,0.013713268921012232,6855110000000000.0,0.00042
M87-10,20,50,0.016245,0.022797,0.01924414885101443,7129980000000000.0,0.00041
M87-10,20,51,0.022797,0.0319916,0.027005786513264154,7452480000000000.0,0.00038
M87-10,20,52,0.0319916,0.0448946,0.03789789024945848,7941660000000000.0,0.00039
M87-10,20,53,0.0448946,0.0630016,0.053183001338397595,8578470000000000.0,0.00037
M87-10,20,54,0.0630016,0.0884115,0.07463287451518935,9468030000000000.0,0.00035
M87-10,20,55,0.0884115,0.12407,0.10473401932991973,1.06329e+16,0.00038
M87-10,20,56,0.12407,0.17411,0.14697560239713256,1.23009e+16,0.00035
M87-10,20,57,0.17411,0.244333,0.20625425724091126,1.45499e+16,0.00032
M87-10,20,58,0.244333,0.342878,0.2894415491493922,1.80878e+16,0.00029
M87-10,20,59,0.342878,0.481168,0.4061796665319425,1.66637e+16,0.00034
M87-10,20,60,0.481168,0.675234,0.5700008713256498,2.41246e+16,0.00032
M87-10,20,61,0.675234,0.947571,0.7998950910050643,2.82239e+16,0.00031
M87-10,20,62,0.947571,1.32975,1.1225117091816905,2.34395e+16,0.00034
M87-10,20,63,1.32975,1.86607,1.5752481018874456,2.66522e+16,0.00036
M87-10,20,64,1.86607,2.61869,2.210578849147888,2.73813e+16,0.00035
M87-10,20,65,2.61869,3.67487,3.102151724255279,2.24189e+16,0.00043
M87-10,20,66,3.67487,5.15703,4.35332227569933,1.43181e+16,0.00059
M87-10,20,67,5.15703,7.23698,6.109118018945124,7119280000000000.0,0.00091
M87-10,20,68,7.23698,10.1558,8.573057884092467,1867770000000000.0,0.0018
M87-10,20,69,10.1558,14.2519,12.030770799080164,263877000000000.0,0.00441
M87-10,20,70,14.2519,20.0,16.88306844148895,15135500000000.0,0.01946
M87-10,21,1,1e-09,1.40332e-09,1.1846180819150111e-09,2480600000000.0,0.00853
M87-10,21,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3927010000000.0,0.00745
M87-10,21,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,6770770000000.0,0.00562
M87-10,21,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,21388600000000.0,0.00325
M87-10,21,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,30353700000000.0,0.00283
M87-10,21,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,68998100000000.0,0.00188
M87-10,21,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,117891000000000.0,0.00165
M87-10,21,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,231321000000000.0,0.00114
M87-10,21,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,409721000000000.0,0.001
M87-10,21,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,723065000000000.0,0.00078
M87-10,21,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1186690000000000.0,0.00075
M87-10,21,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1821880000000000.0,0.00059
M87-10,21,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2537210000000000.0,0.00054
M87-10,21,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3118010000000000.0,0.00052
M87-10,21,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3241250000000000.0,0.00047
M87-10,21,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2797860000000000.0,0.0005
M87-10,21,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2051800000000000.0,0.0005
M87-10,21,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2477610000000000.0,0.00052
M87-10,21,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3151230000000000.0,0.00052
M87-10,21,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3064210000000000.0,0.00054
M87-10,21,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2105680000000000.0,0.00049
M87-10,21,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3587150000000000.0,0.0005
M87-10,21,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3962580000000000.0,0.0005
M87-10,21,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3723710000000000.0,0.0005
M87-10,21,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3928850000000000.0,0.00047
M87-10,21,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3334040000000000.0,0.0005
M87-10,21,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3852350000000000.0,0.00049
M87-10,21,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4344550000000000.0,0.00045
M87-10,21,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4317070000000000.0,0.00039
M87-10,21,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4291010000000000.0,0.00044
M87-10,21,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4859670000000000.0,0.00046
M87-10,21,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4753080000000000.0,0.00046
M87-10,21,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4996460000000000.0,0.00042
M87-10,21,34,7.18125e-05,0.000100776,8.50704208288639e-05,5241320000000000.0,0.00041
M87-10,21,35,0.000100776,0.000141421,0.00011938108181784918,5307660000000000.0,0.00044
M87-10,21,36,0.000141421,0.00019846,0.0001675303305673334,5535680000000000.0,0.0004
M87-10,21,37,0.00019846,0.000278503,0.00023509935214712947,5614280000000000.0,0.00041
M87-10,21,38,0.000278503,0.00039083,0.0003299201835141342,5778380000000000.0,0.0004
M87-10,21,39,0.00039083,0.00054846,0.00046298447252580727,5870580000000000.0,0.00044
M87-10,21,40,0.00054846,0.000769667,0.0006497165249706983,5963680000000000.0,0.00041
M87-10,21,41,0.000769667,0.00108009,0.0009117618274692136,6055260000000000.0,0.0004
M87-10,21,42,0.00108009,0.00151572,0.001279497563420892,6202330000000000.0,0.00042
M87-10,21,43,0.00151572,0.00212704,0.0017955492387567655,6171440000000000.0,0.00042
M87-10,21,44,0.00212704,0.00298492,0.0025197309850061374,6284520000000000.0,0.00039
M87-10,21,45,0.00298492,0.00418881,0.003535995297677869,6379430000000000.0,0.0004
M87-10,21,46,0.00418881,0.00587825,0.00496214393004677,6499910000000000.0,0.0004
M87-10,21,47,0.00587825,0.00824909,0.006963491458492644,6615040000000000.0,0.0004
M87-10,21,48,0.00824909,0.0115761,0.009772015695290303,6768220000000000.0,0.0004
M87-10,21,49,0.0115761,0.016245,0.013713268921012232,6964960000000000.0,0.0004
M87-10,21,50,0.016245,0.022797,0.01924414885101443,7246400000000000.0,0.00042
M87-10,21,51,0.022797,0.0319916,0.027005786513264154,7569140000000000.0,0.00038
M87-10,21,52,0.0319916,0.0448946,0.03789789024945848,8070860000000000.0,0.00042
M87-10,21,53,0.0448946,0.0630016,0.053183001338397595,8722860000000000.0,0.00036
M87-10,21,54,0.0630016,0.0884115,0.07463287451518935,9623260000000000.0,0.00037
M87-10,21,55,0.0884115,0.12407,0.10473401932991973,1.08052e+16,0.00037
M87-10,21,56,0.12407,0.17411,0.14697560239713256,1.24987e+16,0.0003
M87-10,21,57,0.17411,0.244333,0.20625425724091126,1.47925e+16,0.00033
M87-10,21,58,0.244333,0.342878,0.2894415491493922,1.83757e+16,0.00031
M87-10,21,59,0.342878,0.481168,0.4061796665319425,1.69422e+16,0.00032
M87-10,21,60,0.481168,0.675234,0.5700008713256498,2.45186e+16,0.00033
M87-10,21,61,0.675234,0.947571,0.7998950910050643,2.86755e+16,0.00031
M87-10,21,62,0.947571,1.32975,1.1225117091816905,2.38087e+16,0.00035
M87-10,21,63,1.32975,1.86607,1.5752481018874456,2.70823e+16,0.00036
M87-10,21,64,1.86607,2.61869,2.210578849147888,2.77835e+16,0.00036
M87-10,21,65,2.61869,3.67487,3.102151724255279,2.27273e+16,0.00043
M87-10,21,66,3.67487,5.15703,4.35332227569933,1.45272e+16,0.00057
M87-10,21,67,5.15703,7.23698,6.109118018945124,7244910000000000.0,0.00085
M87-10,21,68,7.23698,10.1558,8.573057884092467,1898000000000000.0,0.00157
M87-10,21,69,10.1558,14.2519,12.030770799080164,266225000000000.0,0.00455
M87-10,21,70,14.2519,20.0,16.88306844148895,15236700000000.0,0.02141
M87-10,22,1,1e-09,1.40332e-09,1.1846180819150111e-09,2577060000000.0,0.00856
M87-10,22,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,4098390000000.0,0.00644
M87-10,22,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,7048080000000.0,0.0055
M87-10,22,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,22192200000000.0,0.0031
M87-10,22,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,31548500000000.0,0.00269
M87-10,22,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,71692000000000.0,0.00194
M87-10,22,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,122481000000000.0,0.0015
M87-10,22,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,241250000000000.0,0.0012
M87-10,22,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,428044000000000.0,0.00104
M87-10,22,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,752777000000000.0,0.00086
M87-10,22,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1237090000000000.0,0.00071
M87-10,22,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1900140000000000.0,0.00054
M87-10,22,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2640500000000000.0,0.0005
M87-10,22,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3240190000000000.0,0.00051
M87-10,22,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3363580000000000.0,0.00043
M87-10,22,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2897500000000000.0,0.00043
M87-10,22,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2118290000000000.0,0.00054
M87-10,22,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2546310000000000.0,0.00043
M87-10,22,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3205170000000000.0,0.0005
M87-10,22,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3108300000000000.0,0.00052
M87-10,22,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2134580000000000.0,0.00054
M87-10,22,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3618870000000000.0,0.00045
M87-10,22,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,4010040000000000.0,0.00047
M87-10,22,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3776030000000000.0,0.00048
M87-10,22,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3981690000000000.0,0.00046
M87-10,22,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3365140000000000.0,0.00044
M87-10,22,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3907520000000000.0,0.00039
M87-10,22,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4431850000000000.0,0.00044
M87-10,22,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4390100000000000.0,0.00046
M87-10,22,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4363520000000000.0,0.00045
M87-10,22,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4942730000000000.0,0.00045
M87-10,22,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4833580000000000.0,0.00042
M87-10,22,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,5084860000000000.0,0.00043
M87-10,22,34,7.18125e-05,0.000100776,8.50704208288639e-05,5337680000000000.0,0.00046
M87-10,22,35,0.000100776,0.000141421,0.00011938108181784918,5398780000000000.0,0.00042
M87-10,22,36,0.000141421,0.00019846,0.0001675303305673334,5624190000000000.0,0.00045
M87-10,22,37,0.00019846,0.000278503,0.00023509935214712947,5713820000000000.0,0.0004
M87-10,22,38,0.000278503,0.00039083,0.0003299201835141342,5873320000000000.0,0.00041
M87-10,22,39,0.00039083,0.00054846,0.00046298447252580727,5965110000000000.0,0.00041
M87-10,22,40,0.00054846,0.000769667,0.0006497165249706983,6065230000000000.0,0.00041
M87-10,22,41,0.000769667,0.00108009,0.0009117618274692136,6151480000000000.0,0.00039
M87-10,22,42,0.00108009,0.00151572,0.001279497563420892,6303560000000000.0,0.00044
M87-10,22,43,0.00151572,0.00212704,0.0017955492387567655,6275660000000000.0,0.00038
M87-10,22,44,0.00212704,0.00298492,0.0025197309850061374,6388500000000000.0,0.00039
M87-10,22,45,0.00298492,0.00418881,0.003535995297677869,6490490000000000.0,0.00042
M87-10,22,46,0.00418881,0.00587825,0.00496214393004677,6612200000000000.0,0.00039
M87-10,22,47,0.00587825,0.00824909,0.006963491458492644,6730810000000000.0,0.0004
M87-10,22,48,0.00824909,0.0115761,0.009772015695290303,6882640000000000.0,0.00039
M87-10,22,49,0.0115761,0.016245,0.013713268921012232,7082060000000000.0,0.00039
M87-10,22,50,0.016245,0.022797,0.01924414885101443,7371670000000000.0,0.00042
M87-10,22,51,0.022797,0.0319916,0.027005786513264154,7696680000000000.0,0.00043
M87-10,22,52,0.0319916,0.0448946,0.03789789024945848,8202620000000000.0,0.00042
M87-10,22,53,0.0448946,0.0630016,0.053183001338397595,8866300000000000.0,0.00037
M87-10,22,54,0.0630016,0.0884115,0.07463287451518935,9783230000000000.0,0.00039
M87-10,22,55,0.0884115,0.12407,0.10473401932991973,1.09884e+16,0.00034
M87-10,22,56,0.12407,0.17411,0.14697560239713256,1.27101e+16,0.00033
M87-10,22,57,0.17411,0.244333,0.20625425724091126,1.50339e+16,0.00034
M87-10,22,58,0.244333,0.342878,0.2894415491493922,1.8694e+16,0.00033
M87-10,22,59,0.342878,0.481168,0.4061796665319425,1.72293e+16,0.00032
M87-10,22,60,0.481168,0.675234,0.5700008713256498,2.49182e+16,0.00033
M87-10,22,61,0.675234,0.947571,0.7998950910050643,2.91388e+16,0.0003
M87-10,22,62,0.947571,1.32975,1.1225117091816905,2.42031e+16,0.00032
M87-10,22,63,1.32975,1.86607,1.5752481018874456,2.7523e+16,0.00036
M87-10,22,64,1.86607,2.61869,2.210578849147888,2.82096e+16,0.00039
M87-10,22,65,2.61869,3.67487,3.102151724255279,2.30722e+16,0.00043
M87-10,22,66,3.67487,5.15703,4.35332227569933,1.47364e+16,0.00059
M87-10,22,67,5.15703,7.23698,6.109118018945124,7334980000000000.0,0.00085
M87-10,22,68,7.23698,10.1558,8.573057884092467,1924660000000000.0,0.00159
M87-10,22,69,10.1558,14.2519,12.030770799080164,271247000000000.0,0.00432
M87-10,22,70,14.2519,20.0,16.88306844148895,15924500000000.0,0.02135
M87-10,23,1,1e-09,1.40332e-09,1.1846180819150111e-09,2686690000000.0,0.00766
M87-10,23,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,4343480000000.0,0.00644
M87-10,23,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,7503880000000.0,0.00526
M87-10,23,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,23522600000000.0,0.00279
M87-10,23,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,33385600000000.0,0.00273
M87-10,23,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,76041900000000.0,0.00185
M87-10,23,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,130271000000000.0,0.00146
M87-10,23,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,255882000000000.0,0.00124
M87-10,23,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,454105000000000.0,0.00093
M87-10,23,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,799870000000000.0,0.00075
M87-10,23,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1312190000000000.0,0.00065
M87-10,23,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,2014600000000000.0,0.0006
M87-10,23,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2803430000000000.0,0.00052
M87-10,23,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,3432630000000000.0,0.00045
M87-10,23,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,3560740000000000.0,0.00045
M87-10,23,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,3058320000000000.0,0.0005
M87-10,23,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,2222740000000000.0,0.00053
M87-10,23,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2652610000000000.0,0.00053
M87-10,23,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,3287420000000000.0,0.00053
M87-10,23,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,3179560000000000.0,0.00047
M87-10,23,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2177730000000000.0,0.00056
M87-10,23,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3660560000000000.0,0.0005
M87-10,23,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,4084570000000000.0,0.00055
M87-10,23,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3841460000000000.0,0.00052
M87-10,23,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,4058880000000000.0,0.00049
M87-10,23,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3411970000000000.0,0.00052
M87-10,23,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3995830000000000.0,0.00045
M87-10,23,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,4552880000000000.0,0.00045
M87-10,23,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4494320000000000.0,0.00044
M87-10,23,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4474900000000000.0,0.00046
M87-10,23,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,5056690000000000.0,0.00043
M87-10,23,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4950280000000000.0,0.00041
M87-10,23,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,5216620000000000.0,0.0004
M87-10,23,34,7.18125e-05,0.000100776,8.50704208288639e-05,5474200000000000.0,0.00046
M87-10,23,35,0.000100776,0.000141421,0.00011938108181784918,5531910000000000.0,0.00044
M87-10,23,36,0.000141421,0.00019846,0.0001675303305673334,5764900000000000.0,0.00045
M87-10,23,37,0.00019846,0.000278503,0.00023509935214712947,5855570000000000.0,0.00042
M87-10,23,38,0.000278503,0.00039083,0.0003299201835141342,6015230000000000.0,0.00039
M87-10,23,39,0.00039083,0.00054846,0.00046298447252580727,6114530000000000.0,0.00042
M87-10,23,40,0.00054846,0.000769667,0.0006497165249706983,6210940000000000.0,0.00044
M87-10,23,41,0.000769667,0.00108009,0.0009117618274692136,6306410000000000.0,0.00044
M87-10,23,42,0.00108009,0.00151572,0.001279497563420892,6457290000000000.0,0.00044
M87-10,23,43,0.00151572,0.00212704,0.0017955492387567655,6419780000000000.0,0.00039
M87-10,23,44,0.00212704,0.00298492,0.0025197309850061374,6547380000000000.0,0.00042
M87-10,23,45,0.00298492,0.00418881,0.003535995297677869,6645830000000000.0,0.00041
M87-10,23,46,0.00418881,0.00587825,0.00496214393004677,6774270000000000.0,0.00038
M87-10,23,47,0.00587825,0.00824909,0.006963491458492644,6891640000000000.0,0.00042
M87-10,23,48,0.00824909,0.0115761,0.009772015695290303,7049000000000000.0,0.0004
M87-10,23,49,0.0115761,0.016245,0.013713268921012232,7254420000000000.0,0.00037
M87-10,23,50,0.016245,0.022797,0.01924414885101443,7550120000000000.0,0.00039
M87-10,23,51,0.022797,0.0319916,0.027005786513264154,7880370000000000.0,0.00039
M87-10,23,52,0.0319916,0.0448946,0.03789789024945848,8404310000000000.0,0.00037
M87-10,23,53,0.0448946,0.0630016,0.053183001338397595,9082710000000000.0,0.00039
M87-10,23,54,0.0630016,0.0884115,0.07463287451518935,1.002e+16,0.00037
M87-10,23,55,0.0884115,0.12407,0.10473401932991973,1.1253e+16,0.00035
M87-10,23,56,0.12407,0.17411,0.14697560239713256,1.3023e+16,0.00031
M87-10,23,57,0.17411,0.244333,0.20625425724091126,1.54001e+16,0.00033
M87-10,23,58,0.244333,0.342878,0.2894415491493922,1.91292e+16,0.00029
M87-10,23,59,0.342878,0.481168,0.4061796665319425,1.76301e+16,0.00034
M87-10,23,60,0.481168,0.675234,0.5700008713256498,2.55168e+16,0.00033
M87-10,23,61,0.675234,0.947571,0.7998950910050643,2.98373e+16,0.00028
M87-10,23,62,0.947571,1.32975,1.1225117091816905,2.47675e+16,0.00032
M87-10,23,63,1.32975,1.86607,1.5752481018874456,2.81527e+16,0.00036
M87-10,23,64,1.86607,2.61869,2.210578849147888,2.88289e+16,0.00034
M87-10,23,65,2.61869,3.67487,3.102151724255279,2.35856e+16,0.00045
M87-10,23,66,3.67487,5.15703,4.35332227569933,1.5058e+16,0.00057
M87-10,23,67,5.15703,7.23698,6.109118018945124,7500010000000000.0,0.0008
M87-10,23,68,7.23698,10.1558,8.573057884092467,1970660000000000.0,0.0016
M87-10,23,69,10.1558,14.2519,12.030770799080164,277001000000000.0,0.00465
M87-10,23,70,14.2519,20.0,16.88306844148895,16335800000000.0,0.01926
M87-10,24,1,1e-09,1.40332e-09,1.1846180819150111e-09,2942400000000.0,0.00682
M87-10,24,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,4743390000000.0,0.0074
M87-10,24,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,8121470000000.0,0.00545
M87-10,24,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,25630600000000.0,0.00316
M87-10,24,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,36151200000000.0,0.00262
M87-10,24,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,82573600000000.0,0.00191
M87-10,24,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,141162000000000.0,0.00159
M87-10,24,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,277543000000000.0,0.00107
M87-10,24,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,494279000000000.0,0.00095
M87-10,24,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,867384000000000.0,0.00077
M87-10,24,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1425140000000000.0,0.00062
