# BURN_STEP: step (dimensionless) | case: case label | layout_base: layout | Th_level: fraction | Pu_level: fraction | U235_enrichment: fraction | U233_enrichment: fraction | burnup_MWd_kgHM: MWd/kgHM | EFPD: day | ANA_KEFF: dimensionless | reactivity_pcm: pcm | conversion_ratio: dimensionless | Mdens_U233: g/cm3 | Mdens_U235: g/cm3 | Mdens_U238: g/cm3 | Mdens_Th232: g/cm3 | Mdens_Pa233: g/cm3 | Mdens_Pu239: g/cm3 | Mdens_Pu241: g/cm3 | Mdens_Pu240: g/cm3 | Mdens_Pu242: g/cm3 | Mdens_Am241: g/cm3 | Mdens_Am243: g/cm3 | Mdens_Sm149: g/cm3 | Mdens_Xe135: g/cm3 | Adens_U233: atoms/barn/cm | Adens_U235: atoms/barn/cm | Adens_U238: atoms/barn/cm | Adens_Th232: atoms/barn/cm | Adens_Pa233: atoms/barn/cm | Adens_Pu239: atoms/barn/cm | Adens_Pu241: atoms/barn/cm | Adens_Pu240: atoms/barn/cm | Adens_Pu242: atoms/barn/cm | Adens_Am241: atoms/barn/cm | Adens_Am243: atoms/barn/cm | Adens_Sm149: atoms/barn/cm | Adens_Xe135: atoms/barn/cm | Mass_U233_kg: kg | Mass_U235_kg: kg | Mass_U238_kg: kg | Mass_Th232_kg: kg | Mass_Pa233_kg: kg | Mass_Pu239_kg: kg | Mass_Pu241_kg: kg | Mass_Pu240_kg: kg | Mass_Pu242_kg: kg | Mass_Am241_kg: kg | Mass_Am243_kg: kg | Mass_Sm149_kg: kg | Mass_Xe135_kg: kg | U235_FISS: 1/s | U238_FISS: 1/s | PU239_FISS: 1/s | PU240_FISS: 1/s | PU241_FISS: 1/s | U235_CAPT: 1/s | U238_CAPT: 1/s | PU239_CAPT: 1/s | PU240_CAPT: 1/s | PU241_CAPT: 1/s | XE135_CAPT: 1/s | XE135M_CAPT: 1/s
BURN_STEP,case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,ANA_KEFF,reactivity_pcm,conversion_ratio,Mdens_U233,Mdens_U235,Mdens_U238,Mdens_Th232,Mdens_Pa233,Mdens_Pu239,Mdens_Pu241,Mdens_Pu240,Mdens_Pu242,Mdens_Am241,Mdens_Am243,Mdens_Sm149,Mdens_Xe135,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu241,Adens_Pu240,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135,Mass_U233_kg,Mass_U235_kg,Mass_U238_kg,Mass_Th232_kg,Mass_Pa233_kg,Mass_Pu239_kg,Mass_Pu241_kg,Mass_Pu240_kg,Mass_Pu242_kg,Mass_Am241_kg,Mass_Am243_kg,Mass_Sm149_kg,Mass_Xe135_kg,U235_FISS,U238_FISS,PU239_FISS,PU240_FISS,PU241_FISS,U235_CAPT,U238_CAPT,PU239_CAPT,PU240_CAPT,PU241_CAPT,XE135_CAPT,XE135M_CAPT
17,B001,uniform,0.95,0,0,0.05,14.0,368.42105263157896,1.37323,27178.98676842189,0.451535,0.341538,0.000959868,1.9209e-09,8.12279,0.00622099,3.65606e-10,2.79316e-12,1.69651e-11,7.83807e-14,1.37242e-14,1.80459e-15,1.98961e-05,2.29585e-06,0.000882579,2.45927e-06,4.85937e-12,0.0210809,1.60758e-05,9.21011e-13,6.97805e-15,4.25589e-14,1.94999e-16,3.42856e-17,4.47103e-18,8.04577e-08,1.02483e-08,17.380145520248437,0.04884564973803742,9.775053297098776e-08,413.35158087948867,0.3165730064590479,1.86049150697022e-08,1.4213799712283003e-10,8.633180107793766e-10,3.988627830516477e-12,6.983954732679631e-13,9.183176338909615e-14,0.0010124703935884584,0.0001168309444122246,132075000000.0,,,,,57624300000.0,,,,,54289200000000.0,0.0
18,B001,uniform,0.95,0,0,0.05,16.0,421.0526315789474,1.35327,26104.916239922553,0.465204,0.330155,0.00122687,3.44271e-09,8.11372,0.0063761,8.46321e-10,8.47285e-12,4.49529e-11,2.79276e-13,4.70025e-14,7.43344e-15,1.9621e-05,2.23318e-06,0.000853163,3.14335e-06,8.70912e-12,0.0210574,1.64766e-05,2.132e-12,2.11675e-14,1.1277e-13,6.94797e-16,1.17421e-16,1.8417e-17,7.93452e-08,9.96858e-09,16.800888756851716,0.06243281606856981,1.7519222102376455e-07,412.8900277876844,0.32446622587137025,4.3067483374740667e-08,4.3116539293208066e-10,2.287557880988868e-09,1.4211764196993899e-11,2.391857684402547e-12,3.7827201926589586e-13,0.000998471137187647,0.00011364180083302123,236176000000.0,,,,,91175600000.0,,,,,54782200000000.0,0.0
19,B001,uniform,0.95,0,0,0.05,18.0001,473.68684210526317,1.33326,24995.874773112515,0.479192,0.319013,0.0015197,5.78332e-09,8.10442,0.00653789,1.777e-09,2.25727e-11,1.06308e-10,8.59989e-13,1.39036e-13,2.60178e-14,1.9324e-05,2.17157e-06,0.00082437,3.8936e-06,1.46302e-11,0.0210332,1.68947e-05,4.4765e-12,5.63926e-14,2.66687e-13,2.13952e-15,3.47337e-16,6.44612e-17,7.8144e-08,9.69356e-09,16.233895973071853,0.07733431462127653,2.943009070444963e-07,412.41677048296765,0.3326993763369729,9.042776671843681e-08,1.1486768991588399e-09,5.4097889838511985e-09,4.3763018949027435e-11,7.075247593395937e-12,1.3239907422211284e-12,0.000983357436166051,0.00011050659840897908,236176000000.0,,,,,91175600000.0,,,,,54782200000000.0,0.0
20,B001,uniform,0.95,0,0,0.05,20.0001,526.3184210526316,1.31337,23859.993756519485,0.493609,0.308123,0.00183586,9.23313e-09,8.09488,0.00670649,3.45523e-09,5.42701e-11,2.29867e-10,2.36055e-12,3.66416e-13,8.01781e-14,1.8999e-05,2.11037e-06,0.000796231,4.70365e-06,2.33573e-11,0.0210085,1.73304e-05,8.70418e-12,1.35581e-13,5.7665e-13,5.87269e-15,9.15375e-16,1.98648e-16,7.683e-08,9.42035e-09,15.679726935613338,0.09342302746635306,4.698544320320768e-07,411.93130008651644,0.34127907328054546,1.7582933730925402e-07,2.761690457279819e-09,1.1697444824010644e-08,1.2012339039235004e-10,1.8646134254306552e-11,4.080093710032357e-12,0.0009668188744420826,0.00010739226001665025,377372000000.0,,,,,131652000000.0,,,,,55160900000000.0,0.0
21,B001,uniform,0.95,0,0,0.05,24.0001,631.5815789473685,1.27348,21475.013349247725,0.523774,0.287202,0.00253167,2.09562e-08,8.07505,0.00700675,1.09393e-08,2.48767e-10,8.75363e-10,1.36755e-11,1.96552e-12,5.69553e-13,1.83922e-05,1.98713e-06,0.000742166,6.48636e-06,5.30135e-11,0.020957,1.81063e-05,2.75576e-11,6.21488e-13,2.19595e-12,3.40226e-14,4.91024e-15,1.41111e-15,7.43761e-08,8.87023e-09,14.615101551529818,0.12883132479913614,1.0664166375379322e-06,410.9221933819432,0.3565586687982032,5.56677810052333e-07,1.2659225798112194e-08,4.454536925039448e-08,6.959172334034792e-10,1.0002115027598306e-10,2.8983345986373575e-11,0.0009359401075063778,0.0001011208374109214,377372000000.0,,,,,131652000000.0,,,,,55160900000000.0,0.0
22,B001,uniform,0.95,0,0,0.05,28.0001,736.8447368421052,1.2333,18916.727479121062,0.556533,0.26738,0.00329649,4.24708e-08,8.05414,0.00737844,2.91251e-08,9.00718e-10,2.72089e-09,6.10621e-11,8.06106e-12,3.02824e-12,1.76471e-05,1.8728e-06,0.000690943,8.44592e-06,1.0744e-10,0.0209028,1.90668e-05,7.337e-11,2.25024e-12,6.82568e-12,1.51913e-13,2.0138e-14,7.50272e-15,7.13627e-08,8.35988e-09,13.606401950014426,0.16775139488444554,2.1612490685117534e-06,409.85812776456424,0.3754731857433781,1.482114658666935e-06,4.583563150427516e-08,1.3846032987424172e-07,3.1073209533696454e-09,4.1021027190957916e-10,1.5410072047689314e-10,0.0008980235464585967,9.530282583584044e-05,551480000000.0,,,,,180567000000.0,,,,,55532300000000.0,0.0
23,B001,uniform,0.95,0,0,0.05,34.0001,894.7394736842107,1.17399,14820.398810892773,0.608612,0.240096,0.0045405,1.05661e-07,8.02063,0.00789846,1.00223e-07,4.55641e-09,1.13793e-08,4.06598e-10,4.74469e-11,2.53201e-11,1.66058e-05,1.70952e-06,0.000620439,1.16332e-05,2.67293e-10,0.0208158,2.04106e-05,2.52476e-10,1.13831e-11,2.85463e-11,1.01155e-12,1.18531e-13,6.27325e-14,6.7152e-08,7.63106e-09,12.217976971316714,0.23105642925439637,5.376864524049944e-06,408.1528748311175,0.40193590225937215,5.100136220496281e-06,2.318660554606374e-07,5.79068478232475e-07,2.0690911137975785e-08,2.4144722592644904e-09,1.2884862667909351e-09,0.0008450339946950016,8.699385242571867e-05,551480000000.0,,,,,180567000000.0,,,,,55532300000000.0,0.0
24,B001,uniform,0.95,0,0,0.05,42.0001,1105.2657894736844,1.09836,8955.169525474343,0.68263,0.208557,0.00628773,2.9318e-07,7.97166,0.0086519,3.8447e-07,2.6299e-08,5.37073e-08,3.23087e-09,3.18627e-10,2.60097e-10,1.52385e-05,1.51883e-06,0.000538938,1.61098e-05,7.41667e-10,0.0206887,2.23576e-05,9.68531e-10,6.57019e-11,1.34731e-10,8.03791e-12,7.95989e-13,6.4441e-13,6.16228e-08,6.77983e-09,10.613024053740588,0.31996926371891765,1.4919309311486382e-05,405.66089523843215,0.4402768682449316,1.9564864080043558e-05,1.3383004147035282e-06,2.733050757162128e-06,1.6441213205267076e-07,1.6214253250532e-08,1.3235785503750848e-08,0.0007754549933252106,7.729004216373852e-05,750786000000.0,,,,,235491000000.0,,,,,55979000000000.0,0.0
25,B001,uniform,0.95,0,0,0.05,50.0002,1315.7947368421053,1.02956,2871.129414507171,0.758946,0.182787,0.00800732,6.94727e-07,7.91754,0.00954821,1.15472e-06,1.08543e-07,1.90433e-07,1.7695e-08,1.46114e-09,1.77585e-09,1.39707e-05,1.36254e-06,0.000472346,2.05155e-05,1.75747e-09,0.0205482,2.46738e-05,2.90888e-09,2.71168e-10,4.77724e-10,4.40225e-11,3.6502e-12,4.39982e-12,5.6496e-08,6.0822e-09,9.301643328735457,0.40747555711866823,3.5353185756330584e-05,402.9068430522747,0.48588818596434746,5.8761255365848823e-05,5.523523400629874e-06,9.69073207624765e-06,9.004610760172985e-07,7.435432023802855e-08,9.036924565387507e-08,0.0007109393362370653,6.933677505038767e-05,750786000000.0,,,,,235491000000.0,,,,,55979000000000.0,0.0
0,B002,uniform,0.90,0,0,0.10,0.0,0.0,1.76027,43190.533270464184,0.227246,0.864651,0.0,0.0,7.74842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00223437,0.0,0.0,0.0201093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.00025825597248,0.0,0.0,394.3006844099438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20728700.0,,23540100.0,,,20670300.0,25386300.0,47050900.0,126063000.0,,30628100000000.0,0.0
1,B002,uniform,0.90,0,0,0.10,0.1,2.6315789473684212,1.72954,42181.157995767666,0.229512,0.863649,3.73027e-08,2.74675e-20,7.74818,0.000221062,1.18457e-25,5.60957e-32,8.41077e-29,0.0,0.0,0.0,1.29165e-06,4.38992e-06,0.00223178,9.55731e-11,6.94854e-23,0.0201087,5.71252e-07,2.98408e-28,1.40142e-34,2.10994e-31,0.0,0.0,0.0,5.2233e-09,1.9596e-08,43.94926859798043,1.8982554043713182e-06,1.3977629050864733e-18,394.28847131820913,0.011249377020996666,6.028025865034254e-24,2.8545913750745165e-30,4.2800627320339154e-27,0.0,0.0,0.0,6.572933307927344e-05,0.00022339373194856505,20728700.0,,23540100.0,,,20670300.0,25386300.0,47050900.0,126063000.0,,30628100000000.0,0.0
2,B002,uniform,0.90,0,0,0.10,0.400001,10.526342105263158,1.72507,42031.33785875356,0.230239,0.860725,6.04817e-07,2.57398e-17,7.74746,0.000809524,2.1498e-21,6.10734e-27,2.30371e-24,1.86735e-30,9.06586e-31,6.14938e-34,1.10099e-05,4.4318e-06,0.00222422,1.5496e-09,6.51147e-20,0.0201068,2.09191e-06,5.41564e-24,1.52578e-29,5.77913e-27,4.64567e-33,2.26482e-33,1.52356e-36,4.45228e-08,1.97829e-08,43.80047243034694,3.077785626524749e-05,1.3098439109618568e-15,394.2518320430053,0.04119496197241184,1.0939876921288432e-19,3.1078959864388173e-25,1.1723092316653352e-22,9.502548687770003e-29,4.613424159718669e-29,3.1292892521272983e-32,0.0005602704945376013,0.00022552491645625673,786310000.0,,72986200.0,,,289833000.0,,24207000.0,,,30995100000000.0,0.0
3,B002,uniform,0.90,0,0,0.10,0.700002,18.421105263157894,1.72092,41891.546382167675,0.231227,0.85791,1.85053e-06,3.79843e-16,7.74674,0.00129086,1.03146e-19,6.94061e-25,1.50366e-22,3.70406e-28,1.79082e-28,2.36749e-31,2.03771e-05,4.42718e-06,0.00221695,4.74124e-09,9.609e-19,0.0201049,3.33574e-06,2.59837e-22,1.73395e-27,3.77211e-25,9.21514e-31,4.4738e-31,5.86566e-34,8.24026e-08,1.97623e-08,43.657223041876264,9.41695526986319e-05,1.932940584897647e-14,394.21519276780145,0.06568913165231363,5.2488815002475425e-18,3.531929442676701e-23,7.651807299034593e-21,1.8849176904394656e-26,9.113103725082217e-27,1.2047655229500954e-29,0.0010369474649399317,0.00022528981444036524,786310000.0,,72986200.0,,,289833000.0,,24207000.0,,,30995100000000.0,0.0
4,B002,uniform,0.90,0,0,0.10,1.0,26.315789473684212,1.71743,41773.46383840972,0.231974,0.855183,3.76887e-06,2.04538e-15,7.74601,0.00168481,1.15959e-18,1.43425e-23,2.16893e-21,1.09539e-26,5.27413e-27,1.0453e-29,2.7875e-05,4.42277e-06,0.0022099,9.6562e-09,5.17425e-18,0.0201031,4.35375e-06,2.92117e-21,3.58314e-26,5.44103e-24,2.72517e-29,1.31757e-29,2.58982e-32,1.12723e-07,1.97426e-08,43.51845178704162,0.000191789812691117,1.0408505655067884e-13,394.1780446137753,0.08573641285587479,5.90090793522972e-17,7.298594508492853e-22,1.1037225439989823e-19,5.57420773132856e-25,2.683893062930271e-25,5.319310329250533e-28,0.0014184997170942184,0.00022506539887974156,2095530000.0,,504193000.0,,,477290000.0,,201457000.0,,,31031100000000.0,0.0
5,B002,uniform,0.90,0,0,0.10,1.3,34.21052631578947,1.71404,41658.30435695783,0.232847,0.852529,6.35865e-06,6.92588e-15,7.74528,0.00200739,6.69278e-18,1.32882e-22,1.53939e-20,1.32385e-25,6.35154e-26,1.68923e-28,3.37682e-05,4.41777e-06,0.00220304,1.62914e-08,1.75206e-17,0.0201012,5.18735e-06,1.686e-20,3.31974e-25,3.86174e-23,3.29353e-28,1.58673e-28,4.18519e-31,1.36555e-07,1.97203e-08,43.38339534760957,0.0003235782323264987,3.5244336576245757e-13,394.1408964597491,0.10215182590485249,3.4058140041520515e-16,6.762083566167315e-21,7.833629702233789e-19,6.7367922887002e-24,3.232164194838605e-24,8.596133729532077e-27,0.001718392184637883,0.00022481095946860356,2095530000.0,,504193000.0,,,477290000.0,,201457000.0,,,31031100000000.0,0.0
6,B002,uniform,0.90,0,0,0.10,1.6,42.10526315789474,1.71101,41554.98798955003,0.233602,0.849934,9.60885e-06,1.79604e-14,7.74455,0.00227183,2.63661e-17,7.70682e-22,7.22915e-20,9.49218e-25,4.53807e-25,1.51922e-27,3.83874e-05,4.41235e-06,0.00219634,2.46188e-08,4.5435e-17,0.0200993,5.87068e-06,6.64197e-20,1.92537e-24,1.81352e-22,2.36151e-27,1.13369e-27,3.76399e-30,1.55234e-07,1.96961e-08,43.25134129322897,0.0004889740271426288,9.139667199605022e-13,394.103748305723,0.11560861748111778,1.3417149916009999e-15,3.921837485092758e-20,3.6787613380562034e-18,4.8303693792313535e-23,2.3093277170058327e-23,7.73098884378073e-26,0.001953453490223591,0.00022453514714693005,4219470000.0,,,,,1122370000.0,,,,,31120000000000.0,0.0
7,B002,uniform,0.90,0,0,0.10,2.00001,52.63184210526316,1.70751,41435.18925218593,0.234594,0.846549,1.4966e-05,4.93635e-14,7.74357,0.00255214,1.13259e-16,5.07052e-21,3.78845e-19,7.85372e-24,3.73839e-24,1.6007e-26,4.30286e-05,4.40406e-06,0.00218759,3.83442e-08,1.24876e-16,0.0200967,6.59506e-06,2.85314e-19,1.26675e-23,9.50378e-22,1.95388e-26,9.33918e-27,3.96587e-29,1.74003e-07,1.9659e-08,43.079085811888554,0.0007615880454181909,2.512003974341899e-12,394.05387818113996,0.12987299974833502,5.7635106532152136e-15,2.5802802459266645e-19,1.9278619742513333e-17,3.9965917840850963e-22,1.9023875004081993e-22,8.145623308171176e-25,0.0021896343292183065,0.00022411328660326324,4219470000.0,,,,,1122370000.0,,,,,31120000000000.0,0.0
8,B002,uniform,0.90,0,0,0.10,2.50001,65.78973684210527,1.70342,41294.572096136006,0.235696,0.842409,2.32826e-05,1.33848e-13,7.74234,0.00281313,4.78862e-16,3.31869e-20,1.97021e-18,6.47029e-23,3.06362e-23,1.67239e-25,4.70474e-05,4.3933e-06,0.00217689,5.96521e-08,3.386e-16,0.0200935,7.26949e-06,1.20632e-18,8.29098e-23,4.9425e-21,1.60971e-25,7.65348e-26,4.14347e-28,1.90254e-07,1.9611e-08,42.86840997946631,0.0011848022067522097,6.811241260399173e-12,393.99128608600006,0.1431542281309151,2.436827305927073e-14,1.6888110586989817e-18,1.0025981444363049e-16,3.292593554983874e-21,1.5590113375010543e-21,8.510438535860807e-24,0.0023941425503145658,0.00022356573299049432,7539650000.0,,,,,2248970000.0,,,,,31239400000000.0,0.0
9,B002,uniform,0.90,0,0,0.10,3.00001,78.94763157894737,1.69955,41160.89553117001,0.237005,0.838345,3.3376e-05,2.99338e-13,7.74111,0.00300218,1.53856e-15,1.53192e-19,7.5339e-18,3.60977e-22,1.69959e-22,1.13434e-24,4.96978e-05,4.38359e-06,0.00216639,8.55123e-08,7.57244e-16,0.0200904,7.75802e-06,3.87583e-18,3.82714e-22,1.88997e-20,8.98055e-25,4.24588e-25,2.81043e-27,2.00972e-07,1.95677e-08,42.66160162609336,0.00169843395722822,1.5232676890243918e-11,393.9286939908601,0.15277458226604199,7.8294060080089e-14,7.795616454209776e-18,3.8338421591448e-16,1.836935506287066e-20,8.648853575519867e-21,5.772416032605042e-23,0.0025290157933705844,0.0002230716116540644,7539650000.0,,,,,2248970000.0,,,,,31239400000000.0,0.0
10,B002,uniform,0.90,0,0,0.10,4.00001,105.26342105263157,1.69276,40924.88007750656,0.239135,0.830368,5.87479e-05,1.04747e-12,7.73864,0.00324077,9.53448e-15,1.69266e-18,6.18645e-17,5.38817e-21,2.51231e-21,2.30016e-23,5.25774e-05,4.35791e-06,0.00214578,1.50518e-07,2.64981e-15,0.0200839,8.37455e-06,2.40186e-17,4.22873e-21,1.55194e-19,1.34049e-23,6.27621e-24,5.69884e-26,2.12617e-07,1.94531e-08,42.25566898956384,0.0029895562163185447,5.330352999693922e-11,393.8030009217579,0.16491592208672395,4.851894953413626e-13,8.613588273136142e-17,3.1481533900690678e-15,2.7419256038226204e-19,1.278461353992099e-19,1.1705027118462554e-21,0.0026755525390331682,0.00022176481083845972,10765700000.0,,,,,3338780000.0,,,,,31274900000000.0,0.0
11,B002,uniform,0.90,0,0,0.10,5.00001,131.5792105263158,1.68623,40696.10907171619,0.241325,0.822513,9.09198e-05,2.73724e-12,7.73616,0.00337199,3.87682e-14,1.08113e-17,3.13954e-16,4.3538e-20,2.00794e-20,2.35539e-22,5.37527e-05,4.33762e-06,0.00212548,2.32945e-07,6.92449e-15,0.0200775,8.71365e-06,9.76624e-17,2.70095e-20,7.8759e-19,1.08316e-22,5.0162e-23,5.83568e-25,2.1737e-07,1.93625e-08,41.85594467466608,0.0046267160745565175,1.3929234674866289e-10,393.6767989738335,0.171593429992629,1.972831595775859e-12,5.501641611272008e-16,1.597645417688245e-14,2.2155566164250432e-18,1.0217981424007766e-18,1.1986080892005564e-20,0.0027353610670152605,0.00022073229570806186,10765700000.0,,,,,3338780000.0,,,,,31274900000000.0,0.0
12,B002,uniform,0.90,0,0,0.10,6.00002,157.89526315789473,1.67994,40474.0645499244,0.243536,0.814727,0.000129636,5.95716e-12,7.73366,0.00344937,1.21244e-13,4.89694e-17,1.17827e-15,2.39176e-19,1.09113e-19,1.56722e-21,5.41591e-05,4.31666e-06,0.00210536,3.32138e-07,1.507e-14,0.020071,8.91361e-06,3.05431e-16,1.22339e-19,2.95583e-18,5.95034e-22,2.72584e-22,3.88291e-24,2.19013e-07,1.92689e-08,41.459731623642014,0.006596901500456542,3.0314725649094147e-10,393.54957926826455,0.17553113431940034,6.1698503928025616e-12,2.4919490599560044e-15,5.995966499230868e-14,1.2171160119667329e-17,5.552529493499603e-18,7.975250678473186e-20,0.0027560419023525554,0.00021966568569657143,18481700000.0,,,,,5394790000.0,,,,,31364500000000.0,0.0
13,B002,uniform,0.90,0,0,0.10,7.00002,184.21105263157895,1.67392,40259.9885299178,0.245685,0.806986,0.000174683,1.14472e-11,7.73114,0.00349929,3.16759e-13,1.7529e-16,3.59538e-15,1.00866e-18,4.5512e-19,7.75861e-21,5.42129e-05,4.29511e-06,0.00208535,4.47553e-07,2.89584e-14,0.0200645,9.04259e-06,7.97959e-16,4.37922e-19,9.01944e-18,2.50939e-21,1.13697e-21,1.92226e-23,2.19231e-07,1.91727e-08,41.065808527318204,0.008889247931163025,5.825237654357288e-10,393.421341805051,0.17807145740020186,1.6119194686530852e-11,8.920136875675178e-15,1.829612740034515e-13,5.132857128768625e-17,2.3160092959423164e-17,3.94819231929843e-19,0.0027587796704163997,0.00021856905183456672,18481700000.0,,,,,5394790000.0,,,,,31364500000000.0,0.0
14,B002,uniform,0.90,0,0,0.10,8.00002,210.52684210526314,1.66794,40045.805004976195,0.247868,0.799274,0.000225923,2.01162e-11,7.7286,0.00353538,7.26214e-13,5.28273e-16,9.43172e-15,3.50638e-18,1.56521e-18,3.10583e-20,5.41155e-05,4.27398e-06,0.00206543,5.78836e-07,5.08887e-14,0.0200579,9.13586e-06,1.82943e-15,1.31977e-18,2.36606e-17,8.72334e-21,3.91017e-21,7.69495e-23,2.18837e-07,1.90784e-08,40.67336117957899,0.011496743016505008,1.0236708164667522e-09,393.2920865841929,0.17990800106979576,3.695549250403087e-11,2.6882694208018436e-14,4.79960256563655e-13,1.7843225248519553e-16,7.96502221414544e-17,1.5804911125893225e-18,0.0027538231906874323,0.00021749379088309767,28172000000.0,,,,,8634900000.0,,,,,31501400000000.0,0.0
15,B002,uniform,0.90,0,0,0.10,10.0,263.15789473684214,1.65609,39616.80826525128,0.252184,0.783919,0.000346324,5.13938e-11,7.72349,0.00358696,2.89472e-12,3.32764e-15,4.71402e-14,2.81119e-17,1.22991e-17,3.15199e-19,5.37482e-05,4.22078e-06,0.00202575,8.87315e-07,1.30012e-13,0.0200446,9.26915e-06,7.29219e-15,8.31334e-18,1.18257e-16,6.99381e-20,3.07255e-20,7.80931e-22,2.17352e-07,1.88409e-08,39.89197774797426,0.017623694924589706,2.6153216416285857e-09,393.03204950600986,0.18253279803509517,1.473061704418646e-10,1.6933655241583514e-13,2.3988649457852863e-12,1.4305550563939356e-15,6.258751523054171e-16,1.6039809590255805e-17,0.0027351320715452367,0.0002147865555485896,28172000000.0,,,,,8634900000.0,,,,,31501400000000.0,0.0
16,B002,uniform,0.90,0,0,0.10,12.0,315.7894736842105,1.64442,39188.28523126695,0.256551,0.768638,0.000489519,1.10375e-10,7.71832,0.00363394,8.9481e-12,1.49579e-14,1.75324e-13,1.54314e-16,6.60103e-17,2.0918e-18,5.32204e-05,4.17643e-06,0.00198626,1.25419e-06,2.79218e-13,0.0200312,9.39055e-06,2.25415e-14,3.73688e-17,4.3982e-16,3.83909e-19,1.64906e-19,5.18259e-21,2.15217e-07,1.8643e-08,39.11436001965438,0.02491058522017021,5.616750000870829e-09,392.7689591548932,0.18492351074214758,4.5534985896074535e-10,7.611758535721474e-13,8.921867063670913e-12,7.852712658069138e-15,3.3591243722082323e-15,1.064472720436838e-16,0.002708273447305512,0.00021252967797179574,40036500000.0,,,,,12056300000.0,,,,,31622200000000.0,0.0
17,B002,uniform,0.90,0,0,0.10,14.0,368.42105263157896,1.63268,38751.01060832496,0.261153,0.753428,0.000654094,2.10653e-10,7.71308,0.00368023,2.32282e-11,5.33459e-14,5.32175e-13,6.529e-16,2.73008e-16,1.04156e-17,5.26065e-05,4.13092e-06,0.00194695,1.67585e-06,5.32896e-13,0.0200176,9.51017e-06,5.8515e-14,1.33272e-16,1.33502e-15,1.62432e-18,6.82023e-19,2.58054e-20,2.12735e-07,1.84398e-08,38.340355330972656,0.0332854584377767,1.0719685054889627e-08,392.50230665202054,0.18727911081046297,1.1820339059590287e-09,2.714659876525075e-12,2.7081258724470518e-11,3.322469830639696e-14,1.389279895119133e-14,5.300278261297414e-16,0.002677033376405991,0.0002102137704516179,40036500000.0,,,,,12056300000.0,,,,,31622200000000.0,0.0
18,B002,uniform,0.90,0,0,0.10,16.0,421.0526315789474,1.62109,38313.110314664824,0.265586,0.738288,0.000839286,3.68832e-10,7.70777,0.00372694,5.31039e-11,1.60538e-13,1.39336e-12,2.28384e-15,9.33251e-16,4.19326e-17,5.1938e-05,4.08447e-06,0.00190783,2.15033e-06,9.33045e-13,0.0200038,9.63089e-06,1.33776e-13,4.01066e-16,3.49541e-15,5.68183e-18,2.33143e-18,1.03891e-19,2.10031e-07,1.82325e-08,37.56991279404687,0.042709487123269524,1.8769079377768422e-08,392.23209199739205,0.18965608378931395,2.7023450090259967e-09,8.169438837053691e-12,7.090513958064215e-11,1.162197809466712e-13,4.7491166976785514e-14,2.1338612102968615e-15,0.0026430148271368438,0.00020785002832214607,72408400000.0,,,,,20733600000.0,,,,,31888600000000.0,0.0
19,B002,uniform,0.90,0,0,0.10,18.0,473.6842105263158,1.60944,37866.5871358982,0.270229,0.723223,0.00104387,6.05544e-10,7.7024,0.00377507,1.10217e-10,4.24516e-13,3.26016e-12,6.91096e-15,2.75856e-15,1.438e-16,5.1221e-05,4.03688e-06,0.0018689,2.67448e-06,1.53186e-12,0.0199899,9.75526e-06,2.77651e-13,1.06055e-15,8.1785e-15,1.71934e-17,6.89139e-18,3.56276e-19,2.07132e-07,1.802e-08,36.80328684828814,0.05312033362091988,3.081485175562695e-08,391.95882406982986,0.1921053175609281,5.608709715478869e-09,2.1602720211729836e-11,1.6590263812311702e-10,3.516841185596218e-13,1.4037727639775522e-13,7.3176774643282e-15,0.0026065282155796577,0.0002054282740069348,72408400000.0,,,,,20733600000.0,,,,,31888600000000.0,0.0
20,B002,uniform,0.90,0,0,0.10,20.0001,526.3184210526316,1.59782,37414.7275663091,0.274988,0.708233,0.00126718,9.45025e-10,7.69696,0.00382404,2.12071e-10,1.01484e-12,6.98183e-12,1.8663e-14,7.27453e-15,4.34798e-16,5.04724e-05,3.98884e-06,0.00183016,3.24662e-06,2.39066e-12,0.0199758,9.88179e-06,5.34235e-13,2.53535e-15,1.75148e-14,4.64307e-17,1.81731e-17,1.07725e-18,2.04104e-07,1.78056e-08,36.04047749369649,0.06448410660116419,4.809032090213323e-08,391.6819939905117,0.19459729715361343,1.0791844071888358e-08,5.164305839985279e-11,3.552905427730915e-10,9.497205460136105e-13,3.7018542590110866e-13,2.212594941679397e-14,0.00256843354694408,0.00020298362014472114,114051000000.0,,,,,33647300000.0,,,,,32100800000000.0,0.0
