# BURN_STEP: step (dimensionless) | case: case label | layout_base: layout | Th_level: fraction | Pu_level: fraction | U235_enrichment: fraction | U233_enrichment: fraction | burnup_MWd_kgHM: MWd/kgHM | EFPD: day | ANA_KEFF: dimensionless | reactivity_pcm: pcm | conversion_ratio: dimensionless | Mdens_U233: g/cm3 | Mdens_U235: g/cm3 | Mdens_U238: g/cm3 | Mdens_Th232: g/cm3 | Mdens_Pa233: g/cm3 | Mdens_Pu239: g/cm3 | Mdens_Pu241: g/cm3 | Mdens_Pu240: g/cm3 | Mdens_Pu242: g/cm3 | Mdens_Am241: g/cm3 | Mdens_Am243: g/cm3 | Mdens_Sm149: g/cm3 | Mdens_Xe135: g/cm3 | Adens_U233: atoms/barn/cm | Adens_U235: atoms/barn/cm | Adens_U238: atoms/barn/cm | Adens_Th232: atoms/barn/cm | Adens_Pa233: atoms/barn/cm | Adens_Pu239: atoms/barn/cm | Adens_Pu241: atoms/barn/cm | Adens_Pu240: atoms/barn/cm | Adens_Pu242: atoms/barn/cm | Adens_Am241: atoms/barn/cm | Adens_Am243: atoms/barn/cm | Adens_Sm149: atoms/barn/cm | Adens_Xe135: atoms/barn/cm | Mass_U233_kg: kg | Mass_U235_kg: kg | Mass_U238_kg: kg | Mass_Th232_kg: kg | Mass_Pa233_kg: kg | Mass_Pu239_kg: kg | Mass_Pu241_kg: kg | Mass_Pu240_kg: kg | Mass_Pu242_kg: kg | Mass_Am241_kg: kg | Mass_Am243_kg: kg | Mass_Sm149_kg: kg | Mass_Xe135_kg: kg | U235_FISS: 1/s | U238_FISS: 1/s | PU239_FISS: 1/s | PU240_FISS: 1/s | PU241_FISS: 1/s | U235_CAPT: 1/s | U238_CAPT: 1/s | PU239_CAPT: 1/s | PU240_CAPT: 1/s | PU241_CAPT: 1/s | XE135_CAPT: 1/s | XE135M_CAPT: 1/s
BURN_STEP,case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,ANA_KEFF,reactivity_pcm,conversion_ratio,Mdens_U233,Mdens_U235,Mdens_U238,Mdens_Th232,Mdens_Pa233,Mdens_Pu239,Mdens_Pu241,Mdens_Pu240,Mdens_Pu242,Mdens_Am241,Mdens_Am243,Mdens_Sm149,Mdens_Xe135,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu241,Adens_Pu240,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135,Mass_U233_kg,Mass_U235_kg,Mass_U238_kg,Mass_Th232_kg,Mass_Pa233_kg,Mass_Pu239_kg,Mass_Pu241_kg,Mass_Pu240_kg,Mass_Pu242_kg,Mass_Am241_kg,Mass_Am243_kg,Mass_Sm149_kg,Mass_Xe135_kg,U235_FISS,U238_FISS,PU239_FISS,PU240_FISS,PU241_FISS,U235_CAPT,U238_CAPT,PU239_CAPT,PU240_CAPT,PU241_CAPT,XE135_CAPT,XE135M_CAPT
25,D014,uniform,0.80,0.06,0.03,0,50.0002,1315.7947368421053,0.988413,-1172.2832459710683,0.734563,0.103512,0.0178501,1.11959,6.66811,0.00609715,0.109966,0.041961,0.0748086,0.0103509,0.00232172,0.00242007,4.46297e-05,3.04724e-06,0.000267489,4.57336e-05,0.00283226,0.0173056,1.57558e-05,0.000277019,0.00010483,0.000187666,2.57514e-05,5.80009e-06,5.99591e-06,1.80477e-07,1.36024e-08,5.2675064651428425,0.9083537865507986,56.9735640631934,339.3259963606503,0.31027105112398257,5.595936857039742,2.1353064261521255,3.8068512264112844,0.526735380149616,0.11814741392545251,0.1231522371425365,0.002271110917452909,0.00015506759023921742,52225200000000.0,12706800000000.0,1240870000000000.0,1480860000000.0,17509500000000.0,16434200000000.0,197875000000000.0,668088000000000.0,185849000000000.0,5948070000000.0,40131200000000.0,0.0
0,D015,uniform,0.80,0.06,0.05,0,0.0,0.0,1.41603,29380.02725930947,0.301754,0.0,0.0607835,1.16966,6.85785,0.0,0.529886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155733,0.00295893,0.017798,0.0,0.00133485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0931435893810377,59.52152032632909,348.9814631345143,0.0,26.964776362051552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84936900000000.0,11035000000000.0,1262210000000000.0,24033500000.0,7448450000.0,26316600000000.0,172442000000000.0,672957000000000.0,7851350000000.0,2508930000.0,36691200000000.0,0.0
1,D015,uniform,0.80,0.06,0.05,0,0.1,2.6315789473684212,1.38537,27817.117448768196,0.31072,9.19586e-06,0.0607127,1.16954,6.85756,0.00027132,0.528666,2.59115e-06,0.000435461,5.80796e-10,3.02072e-10,1.77634e-13,1.93086e-06,4.98234e-06,2.37633e-08,0.000155551,0.00295862,0.0177973,7.01124e-07,0.00133178,6.47339e-09,1.0924e-06,1.44493e-12,7.54632e-13,4.40102e-16,7.80818e-09,2.22404e-08,0.0004679578406614543,3.089540727319324,59.51541378046178,348.96670564866827,0.013806900205991152,26.902693145733885,0.0001318581360340335,0.02215968808271087,2.9555478446258427e-08,1.537180436025416e-08,9.039418071616661e-12,9.825737627797462e-05,0.00025354073113783703,84936900000000.0,11035000000000.0,1262210000000000.0,24033500000.0,7448450000.0,26316600000000.0,172442000000000.0,672957000000000.0,7851350000000.0,2508930000.0,36691200000000.0,0.0
2,D015,uniform,0.80,0.06,0.05,0,0.400001,10.526342105263158,1.36816,26909.133434686006,0.323925,0.000140153,0.0604998,1.16917,6.85666,0.000998153,0.525187,3.86604e-05,0.0017152,3.50821e-08,1.81531e-08,5.85987e-11,1.63416e-05,5.02007e-06,3.62172e-07,0.000155006,0.0029577,0.017795,2.57935e-06,0.00132302,9.6584e-08,4.30277e-06,8.72788e-11,4.53497e-11,1.45183e-13,6.60835e-08,2.24089e-08,0.007132089357844161,3.0787066971930686,59.49658526403758,348.9209065546634,0.05079389230912092,26.725654203464078,0.0019673458820717244,0.08728289559677142,1.7852537730967204e-06,9.237728148657598e-07,2.981963744290187e-09,0.000831589416210471,0.00025546073093428423,84913000000000.0,11279000000000.0,1261320000000000.0,93334700000.0,119555000000.0,26539400000000.0,176084000000000.0,674789000000000.0,27879300000000.0,38928800000.0,37144800000000.0,0.0
3,D015,uniform,0.80,0.06,0.05,0,0.700002,18.421105263157894,1.35426,26158.93550721427,0.334639,0.000403994,0.0602866,1.1688,6.85576,0.0015967,0.52177,0.00010954,0.00295944,1.79237e-07,9.2165e-08,5.61576e-10,3.00309e-05,5.01449e-06,1.04397e-06,0.00015446,0.00295676,0.0177926,4.12606e-06,0.00131441,2.7366e-07,7.42411e-06,4.45914e-10,2.30245e-10,1.39135e-12,1.21441e-07,2.23839e-08,0.020558399092655125,3.0678574007021457,59.47775674761336,348.87510746065857,0.08125268155280138,26.551770309892383,0.005574258619210786,0.15059963417963457,9.120991346827496e-06,4.690081665506319e-06,2.8577413349844047e-08,0.0015282089023886912,0.00025517677655145424,84913000000000.0,11279000000000.0,1261320000000000.0,93334700000.0,119555000000.0,26539400000000.0,176084000000000.0,674789000000000.0,27879300000000.0,38928800000.0,37144800000000.0,0.0
4,D015,uniform,0.80,0.06,0.05,0,1.0,26.315789473684212,1.34274,25525.418174776954,0.343842,0.000776412,0.0600732,1.16843,6.85485,0.00208979,0.518365,0.000208884,0.00417376,4.98276e-07,2.54779e-07,2.30624e-09,4.08101e-05,5.00775e-06,2.00635e-06,0.000153913,0.00295582,0.0177902,5.40027e-06,0.00130583,5.21847e-07,1.04704e-05,1.23964e-09,6.36485e-10,5.71389e-12,1.65031e-07,2.23539e-08,0.039509962416091705,3.056997926634777,59.45892823118915,348.8287994878315,0.10634498740040632,26.37849707090742,0.010629664391229011,0.21239380732624807,2.5356210404837266e-05,1.2965163746064497e-05,1.1735966950856933e-07,0.0020767395624963856,0.0002548337922252402,85015500000000.0,11362700000000.0,1260450000000000.0,170620000000.0,331319000000.0,26598500000000.0,178237000000000.0,674583000000000.0,44179700000000.0,112306000000.0,37190300000000.0,0.0
5,D015,uniform,0.80,0.06,0.05,0,1.3,34.21052631578947,1.33287,24973.928440132946,0.351828,0.00123745,0.0598595,1.16805,6.85393,0.00249646,0.514968,0.000331998,0.00536229,1.04677e-06,5.32434e-07,6.44096e-09,4.914e-05,5.00056e-06,3.19773e-06,0.000153366,0.00295486,0.0177879,6.45115e-06,0.00129727,8.2942e-07,1.34519e-05,2.6042e-09,1.33012e-09,1.5958e-11,1.98717e-07,2.23218e-08,0.06297120986253778,3.04612318620274,59.43959083594267,348.7819826361821,0.12703956246590248,26.205630934980285,0.01689467512379718,0.27287558199021184,5.3267908479379917e-05,2.709443868596746e-05,3.2776681391265207e-07,0.002500630532664032,0.00025446790835202384,85015500000000.0,11362700000000.0,1260450000000000.0,170620000000.0,331319000000.0,26598500000000.0,178237000000000.0,674583000000000.0,44179700000000.0,112306000000.0,37190300000000.0,0.0
6,D015,uniform,0.80,0.06,0.05,0,1.6,42.10526315789474,1.32431,24488.979166509358,0.35872,0.00177069,0.0596458,1.16768,6.853,0.0028318,0.511578,0.000475506,0.00652766,1.8713e-06,9.47143e-07,1.44217e-08,5.55544e-05,4.99204e-06,4.5757e-06,0.000152818,0.00295391,0.0177855,7.31773e-06,0.00128873,1.18794e-06,1.63754e-05,4.65552e-09,2.36614e-09,3.5731e-11,2.24656e-07,2.22837e-08,0.09010666418158067,3.0352484457707023,59.42076231951846,348.7346569057104,0.14410430489210432,26.033121014228733,0.02419749332651492,0.33217879330178457,9.522649401249904e-05,4.8198101436691276e-05,7.338897711217108e-07,0.002827045764424719,0.0002540343435954447,85163600000000.0,11504000000000.0,1259250000000000.0,231783000000.0,649876000000.0,26755800000000.0,180004000000000.0,674489000000000.0,57907100000000.0,217887000000.0,37253200000000.0,0.0
7,D015,uniform,0.80,0.06,0.05,0,2.00001,52.63184210526316,1.31429,23913.291587092648,0.367128,0.00257114,0.0593607,1.16717,6.85176,0.00319011,0.507071,0.000694491,0.0080491,3.46862e-06,1.74469e-06,3.40026e-08,6.18704e-05,4.97847e-06,6.64417e-06,0.000152088,0.00295262,0.0177822,8.24364e-06,0.00127738,1.73502e-06,2.01921e-05,8.6294e-09,4.35857e-09,8.42442e-11,2.50197e-07,2.22232e-08,0.13083986951065932,3.020740310547615,59.39480949958239,348.6715559317482,0.16233794197307394,25.803769329028967,0.03534117621612487,0.40960165283813715,0.00017651072605228153,8.87835792436632e-05,1.7303203042320313e-06,0.0031484536285742108,0.00025334379503361626,85163600000000.0,11504000000000.0,1259250000000000.0,231783000000.0,649876000000.0,26755800000000.0,180004000000000.0,674489000000000.0,57907100000000.0,217887000000.0,37253200000000.0,0.0
8,D015,uniform,0.80,0.06,0.05,0,2.50001,65.78973684210527,1.30367,23293.47150736,0.37624,0.00368083,0.0590044,1.16653,6.8502,0.00352799,0.501458,0.00100601,0.00990392,6.38345e-06,3.18674e-06,7.95634e-08,6.71923e-05,4.96136e-06,9.51175e-06,0.000151175,0.002951,0.0177782,9.11677e-06,0.00126324,2.51328e-06,2.48452e-05,1.5881e-08,7.96107e-09,1.97125e-10,2.71718e-07,2.21468e-08,0.1873096435397995,3.002608958109923,59.36224125495672,348.59217083547315,0.17953193962013386,25.51813564608547,0.05119371839978313,0.5039895145515254,0.00032484025180574305,0.00016216644980996696,4.048812928827054e-06,0.0034192738490012504,0.00025247310336870213,85077500000000.0,11660400000000.0,1257690000000000.0,296849000000.0,1040180000000.0,26780600000000.0,181519000000000.0,674173000000000.0,69705700000000.0,349495000000.0,37366200000000.0,0.0
9,D015,uniform,0.80,0.06,0.05,0,3.00001,78.94763157894737,1.29432,22739.35348290994,0.384385,0.0048777,0.0586482,1.16588,6.84863,0.00377632,0.495869,0.0013523,0.0117124,1.04521e-05,5.17976e-06,1.58366e-07,7.05847e-05,4.94597e-06,1.26046e-05,0.000150262,0.00294937,0.0177741,9.75849e-06,0.00124916,3.37841e-06,2.93818e-05,2.60032e-08,1.294e-08,3.92363e-10,2.85436e-07,2.20781e-08,0.24821582314154145,2.9844826944604534,59.32916413150878,348.51227686037583,0.19216892741371258,25.23372327231544,0.0688156831363771,0.596019231802487,0.0005318852338310486,0.0002635870168472089,8.058910356855354e-06,0.0035919059006701438,0.00025168993886121944,85077500000000.0,11660400000000.0,1257690000000000.0,296849000000.0,1040180000000.0,26780600000000.0,181519000000000.0,674173000000000.0,69705700000000.0,349495000000.0,37366200000000.0,0.0
10,D015,uniform,0.80,0.06,0.05,0,4.00001,105.26342105263157,1.2788,21801.689083515794,0.398325,0.00743538,0.0579367,1.16458,6.84546,0.00409695,0.484769,0.0021343,0.0152006,2.24798e-05,1.09893e-05,4.62988e-07,7.4096e-05,4.90394e-06,1.9214e-05,0.000148439,0.00294608,0.0177659,1.0587e-05,0.0012212,5.33206e-06,3.81326e-05,5.59264e-08,2.74533e-08,1.14709e-09,2.99636e-07,2.18905e-08,0.37837074175741736,2.9482759662555194,59.263009884612906,348.35096227371434,0.20848510909234647,24.668867779589135,0.1086100070383566,0.7735263425887848,0.0011439494148998963,0.0005592222041637128,2.3560478816789882e-05,0.0037705885215359,0.00024955112117119356,85209700000000.0,11716200000000.0,1256070000000000.0,359026000000.0,1483470000000.0,26839100000000.0,182911000000000.0,673179000000000.0,80094800000000.0,498638000000.0,37431300000000.0,0.0
11,D015,uniform,0.80,0.06,0.05,0,5.00002,131.57947368421054,1.26552,20981.09867880397,0.410456,0.0101076,0.0572269,1.16327,6.84225,0.0042819,0.473775,0.00300497,0.0185423,4.04002e-05,1.94873e-05,1.05467e-06,7.53611e-05,4.87225e-06,2.61195e-05,0.000146621,0.00294276,0.0177576,1.1065e-05,0.0011935,7.50722e-06,4.65156e-05,1.0051e-07,4.8683e-08,2.61302e-09,3.04752e-07,2.1749e-08,0.514354358403642,2.912155747450372,59.19634675889476,348.18761217176376,0.2178968229103402,24.109406402378955,0.15291655945745697,0.9435783786287399,0.002055880619571295,0.0009916674273338173,5.366992274897792e-05,0.0038349667813420306,0.00024793848418340107,85209700000000.0,11716200000000.0,1256070000000000.0,359026000000.0,1483470000000.0,26839100000000.0,182911000000000.0,673179000000000.0,80094800000000.0,498638000000.0,37431300000000.0,0.0
12,D015,uniform,0.80,0.06,0.05,0,6.00002,157.89526315789473,1.25398,20253.911545638693,0.421268,0.0128253,0.0565191,1.16195,6.83901,0.00439665,0.462893,0.00394474,0.0217509,6.48262e-05,3.08632e-05,2.04977e-06,7.56944e-05,4.84019e-06,3.31421e-05,0.000144807,0.00293941,0.0177491,1.13615e-05,0.00116609,9.85502e-06,5.45648e-05,1.61278e-07,7.7102e-08,5.07846e-09,3.061e-07,2.16059e-08,0.6526523559335777,2.8761373044096805,59.12917475435433,348.0227354333464,0.2237362073959568,23.55564446797826,0.2007394645384842,1.106857237544202,0.0032988680308625373,0.0015705628867667186,0.00010430845435365796,0.0038519277124884877,0.0002463070186791844,85228500000000.0,11804900000000.0,1253670000000000.0,454556000000.0,2172170000000.0,26850600000000.0,183809000000000.0,672590000000000.0,92349800000000.0,737763000000.0,37575500000000.0,0.0
13,D015,uniform,0.80,0.06,0.05,0,7.00002,184.21105263157895,1.24346,19579.23857623084,0.431241,0.0155522,0.0558139,1.16061,6.83574,0.00447451,0.452125,0.0049394,0.0248367,9.62471e-05,4.52424e-05,3.58227e-06,7.56245e-05,4.8079e-06,4.01888e-05,0.000143,0.00293604,0.0177407,1.15627e-05,0.00113896,1.234e-05,6.23059e-05,2.39448e-07,1.13024e-07,8.87537e-09,3.05817e-07,2.14618e-08,0.7914185219800073,2.84025116986278,59.06098499216935,347.85633205846216,0.22769833790619734,23.007683752151515,0.2513556054749841,1.2638870645221156,0.004897811089547586,0.0023022899228937565,0.00018229413386744773,0.003848370649520779,0.00024466384896205533,85228500000000.0,11804900000000.0,1253670000000000.0,454556000000.0,2172170000000.0,26850600000000.0,183809000000000.0,672590000000000.0,92349800000000.0,737763000000.0,37575500000000.0,0.0
14,D015,uniform,0.80,0.06,0.05,0,8.00002,210.52684210526314,1.23388,18954.841637760568,0.440181,0.0182691,0.0551112,1.15927,6.83245,0.00453223,0.441474,0.00597856,0.0278064,0.000135093,6.27032e-05,5.77974e-06,7.53499e-05,4.77471e-06,4.72098e-05,0.0001412,0.00293263,0.0177321,1.17118e-05,0.00111213,1.4936e-05,6.97557e-05,3.3609e-07,1.56644e-07,1.43198e-08,3.04706e-07,2.13136e-08,0.9296758092041608,2.8044922550214486,58.992795229984374,347.6889109259333,0.23063558646837412,22.465676918545395,0.30423625717061203,1.4150088083734051,0.006874596673772528,0.003190833056893352,0.0002941187284261215,0.0038343968370610814,0.00024297488015092146,85198400000000.0,11862400000000.0,1251150000000000.0,559719000000.0,3174700000000.0,26913400000000.0,185272000000000.0,671278000000000.0,105408000000000.0,1073310000000.0,37643100000000.0,0.0
15,D015,uniform,0.80,0.06,0.05,0,10.0,263.15789473684214,1.2165,17796.958487464028,0.457306,0.0236412,0.0537148,1.15656,6.82578,0.00461618,0.420527,0.0081652,0.0334118,0.000236219,0.00010694,1.27467e-05,7.46006e-05,4.69019e-06,6.10919e-05,0.000137622,0.00292578,0.0177148,1.19288e-05,0.00105936,2.03989e-05,8.38175e-05,5.87678e-07,2.67157e-07,3.15809e-08,3.01676e-07,2.09363e-08,1.2030506013190254,2.7334324162788346,58.854889069147596,347.3494887514753,0.23490762418138078,21.39972844952396,0.41550973596476093,1.7002557434119678,0.012020684651920329,0.005441950125419039,0.0006486525683904886,0.003796266546907944,0.00023867383634504507,85198400000000.0,11862400000000.0,1251150000000000.0,559719000000.0,3174700000000.0,26913400000000.0,185272000000000.0,671278000000000.0,105408000000000.0,1073310000000.0,37643100000000.0,0.0
16,D015,uniform,0.80,0.06,0.05,0,12.0,315.7894736842105,1.20088,16727.732995803075,0.472876,0.0288951,0.052331,1.15381,6.81902,0.00468945,0.40007,0.0104371,0.038611,0.000370763,0.000163696,2.41064e-05,7.36014e-05,4.62215e-06,7.46685e-05,0.000134077,0.00291883,0.0176973,1.21181e-05,0.00100783,2.60746e-05,9.68601e-05,9.22402e-07,4.08942e-07,5.97255e-08,2.97636e-07,2.06326e-08,1.4704104457545881,2.6630137648522885,58.71494739302171,347.00548666761676,0.2386361793121967,20.358715042794042,0.5311219155976346,1.9648320206896812,0.018867343878349905,0.008330142769128438,0.0012267236441313026,0.003745419374986131,0.00023521142483827953,85278000000000.0,11927000000000.0,1246590000000000.0,661392000000.0,4296220000000.0,26969100000000.0,186561000000000.0,669669000000000.0,117127000000000.0,1464510000000.0,37946900000000.0,0.0
17,D015,uniform,0.80,0.06,0.05,0,14.0,368.42105263157896,1.18628,15702.869474323095,0.487666,0.0340208,0.0509609,1.15104,6.81215,0.00475815,0.380112,0.012755,0.0434265,0.000540376,0.000232581,4.10197e-05,7.25106e-05,4.55396e-06,8.7914e-05,0.000130566,0.00291182,0.0176794,1.22956e-05,0.000957554,3.18655e-05,0.00010894,1.34437e-06,5.81029e-07,1.0163e-07,2.93224e-07,2.03282e-08,1.7312464636885732,2.59329227741226,58.573987959251276,346.65588691671314,0.24213217682123248,19.343094689295697,0.6490749378129779,2.2098826175566666,0.027498590246619024,0.011835554536376337,0.00208740566261129,0.00368991087305227,0.00023174138014917978,85278000000000.0,11927000000000.0,1246590000000000.0,661392000000.0,4296220000000.0,26969100000000.0,186561000000000.0,669669000000000.0,117127000000000.0,1464510000000.0,37946900000000.0,0.0
18,D015,uniform,0.80,0.06,0.05,0,16.0001,421.05526315789473,1.17286,14738.33194072609,0.501649,0.0390143,0.0496052,1.14824,6.8052,0.00482601,0.360667,0.0150893,0.047873,0.000746175,0.00031296,6.46943e-05,7.13152e-05,4.48442e-06,0.000100818,0.000127093,0.00290474,0.0176614,1.2471e-05,0.000908569,3.76972e-05,0.000120095,1.85637e-06,7.81832e-07,1.60285e-07,2.88391e-07,2.00178e-08,1.9853551035920705,2.5243035754763095,58.431501889014,346.3022161352314,0.2455854285091971,18.353579819380105,0.7678625212968534,2.436155585881669,0.0379712655211759,0.015925871621948216,0.0032921559191967167,0.003629079498637403,0.0002282026368190728,85241000000000.0,11971500000000.0,1241930000000000.0,854969000000.0,6877420000000.0,26960000000000.0,187787000000000.0,667652000000000.0,136802000000000.0,2341500000000.0,38171200000000.0,0.0
19,D015,uniform,0.80,0.06,0.05,0,18.0001,473.68684210526317,1.16008,13799.048341493688,0.515421,0.0438726,0.0482647,1.14542,6.79815,0.00489081,0.341744,0.0174115,0.0519663,0.000988924,0.000404014,9.63107e-05,7.0033e-05,4.41361e-06,0.000113372,0.000123659,0.00289759,0.0176431,1.26385e-05,0.000860898,4.34986e-05,0.000130364,2.46029e-06,1.0093e-06,2.38618e-07,2.83205e-07,1.97017e-08,2.2325837018183967,2.456088369350218,58.287998061132186,345.94345656552684,0.24888296327754525,17.39062842398732,0.8860343614057752,2.6444549542038844,0.050324248044042424,0.020559416850299682,0.00490104755885726,0.00356383105604518,0.0002245992658785368,85241000000000.0,11971500000000.0,1241930000000000.0,854969000000.0,6877420000000.0,26960000000000.0,187787000000000.0,667652000000000.0,136802000000000.0,2341500000000.0,38171200000000.0,0.0
20,D015,uniform,0.80,0.06,0.05,0,20.0001,526.3184210526316,1.1479,12884.397595609367,0.528472,0.0485939,0.04694,1.14257,6.791,0.00495657,0.32335,0.0197027,0.0557144,0.00126929,0.000504765,0.000136857,6.86797e-05,4.34161e-06,0.000125573,0.000120265,0.00289038,0.0176246,1.28084e-05,0.000814563,4.92225e-05,0.000139766,3.15779e-06,1.261e-06,3.39074e-07,2.77733e-07,1.93803e-08,2.4728406601795423,2.3886771917633225,58.14296759678354,345.57960820759956,0.25222935041283195,16.454596718292933,1.0026286771656414,2.8351878255811345,0.0645914800326644,0.02568642187261213,0.006964362898022007,0.003494964485026576,0.00022093533835814994,85117800000000.0,12140900000000.0,1232740000000000.0,1057970000000.0,9824390000000.0,26963700000000.0,189902000000000.0,663026000000000.0,153368000000000.0,3344340000000.0,38541200000000.0,0.0
21,D015,uniform,0.80,0.06,0.05,0,24.0001,631.5815789473685,1.12524,11130.07002950482,0.55388,0.0576446,0.04434,1.13679,6.77644,0.00506821,0.288184,0.0241424,0.0621924,0.00194314,0.000730787,0.000248825,6.59785e-05,4.16843e-06,0.000148961,0.000113603,0.00287578,0.0175868,1.30969e-05,0.000725974,6.03142e-05,0.000156017,4.83424e-06,1.82564e-06,6.16483e-07,2.6681e-07,1.86073e-08,2.9334116158568384,2.2563686979715745,57.84883563750803,344.8386806423658,0.25791047358472063,14.665073451877317,1.2285556078914963,3.164839526651497,0.09888227947172949,0.03718820278945767,0.012662177295281393,0.003357506137553395,0.000212122574913975,85117800000000.0,12140900000000.0,1232740000000000.0,1057970000000.0,9824390000000.0,26963700000000.0,189902000000000.0,663026000000000.0,153368000000000.0,3344340000000.0,38541200000000.0,0.0
22,D015,uniform,0.80,0.06,0.05,0,28.0001,736.8447368421052,1.10355,9383.353722078748,0.579125,0.0661254,0.0418095,1.13093,6.7615,0.00520133,0.255241,0.0282524,0.067387,0.00277029,0.000981786,0.000407433,6.301e-05,4.02076e-06,0.000170877,0.00010712,0.00286095,0.017548,1.34409e-05,0.000642986,7.05822e-05,0.000169048,6.89207e-06,2.45268e-06,1.00945e-06,2.54805e-07,1.79481e-08,3.364981567452629,2.1275969119946447,57.550632647654325,344.0784156818854,0.2646846684668581,12.988673947653647,1.437704803846913,3.429181719670963,0.1409741912562849,0.049961010340701856,0.02073340251963583,0.0032064454591607785,0.000204607961345426,84985400000000.0,12288400000000.0,1222490000000000.0,1268110000000.0,13068400000000.0,26901100000000.0,191739000000000.0,658081000000000.0,167585000000000.0,4435860000000.0,38786300000000.0,0.0
23,D015,uniform,0.80,0.06,0.05,0,34.0001,894.7394736842107,1.07332,6831.140759512546,0.616042,0.0778402,0.0381531,1.12196,6.73834,0.00537963,0.210117,0.0336474,0.0728421,0.00429059,0.00138164,0.000746154,5.86051e-05,3.77241e-06,0.000201149,9.77517e-05,0.00283825,0.0174879,1.39016e-05,0.000529312,8.40603e-05,0.000182733,1.06743e-05,3.4516e-06,1.84866e-06,2.36992e-07,1.68395e-08,3.961122930172462,1.9415304594176654,57.0941683440728,342.89985232949437,0.2737579778680384,10.692409150015637,1.7122449284647894,3.7067802060107184,0.21833903860689804,0.07030873360093473,0.03797019687564912,0.002982289426736444,0.0001919699557942027,84985400000000.0,12288400000000.0,1222490000000000.0,1268110000000.0,13068400000000.0,26901100000000.0,191739000000000.0,658081000000000.0,167585000000000.0,4435860000000.0,38786300000000.0,0.0
24,D015,uniform,0.80,0.06,0.05,0,42.0002,1105.2684210526315,1.03514,3394.7098943138076,0.665148,0.0915176,0.0335588,1.10967,6.706,0.00563715,0.158212,0.0389954,0.0760327,0.00681545,0.0019021,0.00140097,5.27341e-05,3.45108e-06,0.000236493,8.59807e-05,0.00280716,0.017404,1.45671e-05,0.000398558,9.7421e-05,0.000190737,1.69558e-05,4.75179e-06,3.47101e-06,2.13251e-07,1.54051e-08,4.657136850552174,1.7077362620994243,56.46875627149565,341.25413821825396,0.2868626252992887,8.051073622992304,1.9843933226179689,3.869143083046083,0.34682381692806424,0.09679384078510898,0.07129239636439416,0.0026835266701782322,0.00017561815259800953,84790900000000.0,12357400000000.0,1211580000000000.0,1445290000000.0,16557700000000.0,26780500000000.0,193092000000000.0,653192000000000.0,180546000000000.0,5627780000000.0,39163000000000.0,0.0
25,D015,uniform,0.80,0.06,0.05,0,50.0002,1315.7947368421053,0.998912,-108.9185033316226,0.714262,0.102931,0.0293184,1.09699,6.67185,0.00595802,0.115911,0.0419095,0.0749653,0.00984557,0.00233309,0.0022863,4.68646e-05,3.15165e-06,0.000265987,7.51164e-05,0.0027751,0.0173153,1.53963e-05,0.000291995,0.000104701,0.000188059,2.44943e-05,5.82848e-06,5.6645e-06,1.89515e-07,1.40685e-08,5.2379406055686095,1.4919512863015296,55.82349792484974,339.51631704018155,0.3031910200696572,5.898465316882796,2.1326857002174044,3.814825357556348,0.5010202066235452,0.11872600914638026,0.11634496513695107,0.002384840245443362,0.00016038079402260066,84790900000000.0,12357400000000.0,1211580000000000.0,1445290000000.0,16557700000000.0,26780500000000.0,193092000000000.0,653192000000000.0,180546000000000.0,5627780000000.0,39163000000000.0,0.0
0,D016,uniform,0.80,0.08,0.02,0,0.0,0.0,1.44996,31032.580209109212,0.277238,0.0,0.0208374,1.03409,6.85698,0.0,0.706424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33873e-05,0.00261598,0.0177958,0.0,0.00177958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0603711571292938,52.622650132734,348.9371906769763,0.0,35.94842131474677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24486200000000.0,9597860000000.0,1322720000000000.0,23875800000.0,5718910000.0,8069920000000.0,154956000000000.0,699885000000000.0,7648290000000.0,2237280000.0,30059600000000.0,0.0
